term,estimate,std.error,statistic,p.value,conf.low,conf.high,city,lag,pct,pct_low,pct_high,n_obs,city_key,city_order,panel_row,panel_col,significant_05,effect_direction
post2,0.1535966285408563,0.0605298958653943,2.5375333353029808,0.0111636735620781,0.0349602126567234,0.2722330444249892,Henderson,2,16.602045253361442,3.5578505062464405,31.289292803995195,21916,henderson,27,6,2,True,significant_enhancement
post3,0.0781575068248484,0.1502342583946452,0.5202375786988558,0.6028979965280806,-0.2162962288727403,0.3726112425224372,Henderson,3,8.129295627848766,-19.450334483795302,45.1519940901874,21916,henderson,27,6,2,False,not_significant
post4,-0.0615116181608595,0.0743758259203276,-0.8270377827703262,0.408215646693072,-0.2072855582851223,0.0842623219634032,Henderson,4,-5.965797936889472,-18.72124813643574,8.791424018037809,21916,henderson,27,6,2,False,not_significant
post5,0.1409851901119536,0.081036359568088,1.7397769453537169,0.081898192201806,-0.0178431560797366,0.299813536303644,Henderson,5,15.14075956408858,-1.7684909573834506,34.96071313781501,21916,henderson,27,6,2,False,not_significant
post6,0.1139565177239656,0.165220031871737,0.6897257943421287,0.4903666415390157,-0.2098687942691988,0.4377818297171301,Henderson,6,12.070339309038513,-18.93093937540582,54.92668665550968,21916,henderson,27,6,2,False,not_significant
post7,0.2768747274638276,0.1420411723761387,1.9492568445621987,0.0512647595061681,-0.0015208547152499,0.5552703096429052,Henderson,7,31.90011260685701,-0.151969880178393,74.2411911864831,21916,henderson,27,6,2,False,not_significant
post8,-0.1447197933664802,0.1716019173717545,-0.8433460160760474,0.3990349542411534,-0.4810533710931373,0.1916137843601767,Henderson,8,-13.473528794247423,-38.18680735540736,21.120264121721743,21916,henderson,27,6,2,False,not_significant
post9,-0.1087202870416688,0.1066225693603543,-1.0196742368327745,0.3078829841251886,-0.3176966829270872,0.1002561088437494,Henderson,9,-10.301872030079206,-27.21764837638133,10.545399836975754,21916,henderson,27,6,2,False,not_significant
post10,0.0919504084205155,0.092538221936874,0.9936478840412618,0.320394323366728,-0.0894211737691318,0.2733219906101629,Henderson,10,9.631045296573504,-8.553965425432109,31.432337648481838,21916,henderson,27,6,2,False,not_significant
post11,0.0099650685716723,0.1034956603523543,0.0962848928906382,0.9232943090643628,-0.1928826982751321,0.2128128354184767,Henderson,11,1.0014885205376078,-17.542130703067095,23.715307833496663,21916,henderson,27,6,2,False,not_significant
post12,0.0269146268854426,0.0165375305273455,1.627487661530735,0.1036335670061074,-0.0054983373413861,0.0593275911122715,Henderson,12,2.728009691828537,-0.5483249150613267,6.112279820640354,21916,henderson,27,6,2,False,not_significant
post1,0.2856107947038573,0.0184670532869041,15.465964724669831,5.888442905500858e-54,0.2494160353609432,0.3218055540467714,Houston,1,33.05744878234238,28.3275810141906,37.96164890311389,295866,houston,29,6,4,True,significant_enhancement
post2,0.2242250125299741,0.0373608106387561,6.001609940908901,1.9537058590800242e-09,0.1509991692447911,0.2974508558151571,Houston,2,25.135255775725906,16.299569191668994,34.6422204905128,295866,houston,29,6,4,True,significant_enhancement
post3,0.3414798140353495,0.0308822959663095,11.057461997251778,2.017249415102385e-28,0.2809516261814763,0.4020080018892228,Houston,3,40.70281907980713,32.43895366065806,49.48232940385924,295866,houston,29,6,4,True,significant_enhancement
post4,0.3105115241932575,0.0302583214212514,10.262020813063833,1.0449668734692944e-24,0.2512063039749679,0.3698167444115472,Houston,4,36.41227174690322,28.557527626479363,44.746933351246,295866,houston,29,6,4,True,significant_enhancement
post5,0.1973542056481426,0.020685163432249,9.540857933974966,1.4165552214169982e-21,0.1568120303066094,0.2378963809896757,Houston,5,21.81754489222214,16.977571085230213,26.85777372447273,295866,houston,29,6,4,True,significant_enhancement
post6,0.2118117875538587,0.0337001855624647,6.285181639764454,3.2747058399679114e-10,0.145760637579111,0.2778629375286063,Houston,6,23.5915248554492,15.691923191754851,32.030522051030474,295866,houston,29,6,4,True,significant_enhancement
post7,0.0797470964984661,0.0316918115200979,2.5163312752851983,0.0118583663399514,0.0176322873142426,0.1418619056826897,Houston,7,8.301313522307542,1.7788653773011864,15.241749524091318,295866,houston,29,6,4,True,significant_enhancement
post8,0.1207246753431339,0.0534393539776111,2.2590968332759505,0.0238773620930429,0.0159854661899288,0.225463884496339,Houston,8,12.831421687364376,1.6113917292091884,25.29037840480839,295866,houston,29,6,4,True,significant_enhancement
post9,0.1019820505127415,0.0269175451379231,3.78868318006692,0.00015144790362719225,0.0492246314901809,0.1547394695353021,Houston,9,10.736359494080697,5.04562898011125,16.73537902585167,295866,houston,29,6,4,True,significant_enhancement
post10,0.1503440611710754,0.0243546569508845,6.17311348192137,6.695811508341481e-10,0.1026098106915136,0.1980783116506372,Houston,10,16.223405355417817,10.805897195129454,21.905785651663944,295866,houston,29,6,4,True,significant_enhancement
post11,0.0398618766771448,0.0817636150689778,0.4875258590696654,0.6258857220616152,-0.120391864103848,0.2001156174581378,Houston,11,4.0667023877657416,-11.342704747722344,22.154398180623303,295866,houston,29,6,4,False,not_significant
post12,-0.0535822498327003,0.0528793512840386,-1.0132924956829763,0.3109204708992349,-0.1572238738752578,0.0500593742098572,Houston,12,-5.217202089503948,-14.54872656750842,5.133351661977503,295866,houston,29,6,4,False,not_significant
post1,0.3866741011550568,0.3902595873049515,0.9908125610067512,0.3217771146298132,-0.3782206345841128,1.1515688368942265,Indianapolis,1,47.2076665005176,-31.492066820351205,216.3151487828713,115059,indianapolis,30,6,5,False,not_significant
post2,-0.0079800952619225,0.1995000908314784,-0.040000459291337,0.968092760125927,-0.3989930882040896,0.3830328976802445,Indianapolis,2,-0.7948338830988,-32.9004660879741,46.67262811669235,115059,indianapolis,30,6,5,False,not_significant
post3,0.1228595057093173,0.1615782951847037,0.7603713454760365,0.4470326463682061,-0.1938281335360834,0.4395471449547182,Indianapolis,3,13.072554930346511,-17.620052439460554,55.20042264023635,115059,indianapolis,30,6,5,False,not_significant
post4,0.1599007773774982,0.1069766385398678,1.4947261342288929,0.134985930810921,-0.0497695813478021,0.3695711361027985,Indianapolis,4,17.339443794214795,-4.855136924372649,44.71138666720822,115059,indianapolis,30,6,5,False,not_significant
post5,0.1228595058181604,0.1175070702838851,1.0455499019875518,0.2957688896073989,-0.1074501198670711,0.3531691315033921,Indianapolis,5,13.07255494265367,-10.187868025563915,42.35718939283883,115059,indianapolis,30,6,5,False,not_significant
post6,-0.366192318512306,0.1236166679066742,-2.9623215437967225,0.0030532874459524,-0.6084765354982359,-0.1239081015263762,Indianapolis,6,-30.663055939298555,-45.582072430064336,-11.653897412791082,115059,indianapolis,30,6,5,True,significant_suppression
post7,-0.0297200818813697,0.2689964509752077,-0.110485033440493,0.9120247187841692,-0.556943437761871,0.4975032739991315,Indianapolis,7,-2.928278314074117,-42.70423290947727,64.46099999293831,115059,indianapolis,30,6,5,False,not_significant
post8,-0.2778997113234728,0.1676577045475299,-1.657542145608286,0.0974099153962824,-0.6065027739672887,0.0507033513203429,Indianapolis,8,-24.26272263811921,-45.47455834935852,5.2010769384198685,115059,indianapolis,30,6,5,False,not_significant
post9,-0.4630421445210736,0.1255107188750785,-3.68926374313848,0.0002249039734680608,-0.7090386331899591,-0.2170456558521881,Indianapolis,9,-37.06338923839581,-50.7882924857213,-19.510677961979084,115059,indianapolis,30,6,5,True,significant_suppression
post10,0.1868082302945058,0.1557913693293214,1.1990922931014174,0.2304920605034121,-0.118537242693142,0.4921537032821537,Indianapolis,10,20.53961044279633,-11.17812646169959,63.583553317368136,115059,indianapolis,30,6,5,False,not_significant
post11,0.0132973031810759,0.139143811662282,0.095565178373509,0.9238659222130742,-0.2594195563486212,0.286014162710773,Indianapolis,11,1.3386105490883482,-22.85007322840757,33.111130726324504,115059,indianapolis,30,6,5,False,not_significant
post12,0.1133807617827042,0.167005887133,0.6789027843815478,0.4971994613737645,-0.213944762204137,0.4407062857695455,Indianapolis,12,12.005832717150875,-19.26070176003173,55.3804260891148,115059,indianapolis,30,6,5,False,not_significant
post1,-0.1182165800798717,0.1533235124332781,-0.7710270799549818,0.4406908805880076,-0.418725142432276,0.1822919822725324,Jacksonville,1,-11.14964004059421,-34.21150049108286,19.99645110990795,126017,jacksonville,31,7,1,False,not_significant
post2,-0.359609852139905,0.1430122054786126,-2.514539587277985,0.0119187920773902,-0.6399086242276275,-0.0793110800521825,Jacksonville,2,-30.205142389788328,-47.265939200304885,-7.62474812374233,126017,jacksonville,31,7,1,True,significant_suppression
post3,-0.2216497293478526,0.1125721699815084,-1.9689567091427804,0.048958062535176,-0.4422871281731302,-0.001012330522575,Jacksonville,3,-19.88040493806588,-35.74348895806413,-0.1011818288896071,126017,jacksonville,31,7,1,True,significant_suppression
post4,-0.073489845989528,0.1004864980283472,-0.7313405027688049,0.4645711968509548,-0.2704397630576437,0.1234600710785877,Jacksonville,4,-7.085441970242745,-23.695613795896755,13.14048278656994,126017,jacksonville,31,7,1,False,not_significant
post5,-0.3064081088528575,0.1314384539249848,-2.3311907566086574,0.0197433033334305,-0.564022744729455,-0.04879347297626,Jacksonville,5,-26.39138451271272,-43.1084148805154,-4.762219885843233,126017,jacksonville,31,7,1,True,significant_suppression
post6,-0.37304320553242,0.1511607809402798,-2.4678570936981385,0.0135924572037202,-0.6693128920503172,-0.0767735190145229,Jacksonville,6,-31.13645206613257,-48.79397023608239,-7.390042619909487,126017,jacksonville,31,7,1,True,significant_suppression
post7,-0.0575043403450258,0.1152573604325223,-0.4989211979975188,0.6178348997696834,-0.2834046157459215,0.1683959350558697,Jacksonville,7,-5.588220741943561,-24.678503643880013,18.34050694543501,126017,jacksonville,31,7,1,False,not_significant
post8,-0.1045054887436948,0.1456472399389212,-0.7175246766606791,0.4730504157447668,-0.3899688334716442,0.1809578559842545,Jacksonville,8,-9.923014670153806,-32.292202366072395,19.83646743292624,126017,jacksonville,31,7,1,False,not_significant
post9,-0.3501680572129011,0.1643063474838857,-2.1311900761913267,0.033073486239609,-0.6722025807126404,-0.0281335337131617,Jacksonville,9,-29.5430328246834,-48.94172613264705,-2.774147115894199,126017,jacksonville,31,7,1,True,significant_suppression
post10,0.008770830722212,0.0985763308122799,0.0889750171257078,0.929101764802572,-0.1844352273979626,0.2019768888423867,Jacksonville,10,0.8809407157972293,-16.84261986460883,22.381972389398964,126017,jacksonville,31,7,1,False,not_significant
post11,0.026977835408947,0.13107654513572,0.2058174128789668,0.8369335388831547,-0.229927472275003,0.2838831430928971,Jacksonville,11,2.734503182863524,-20.54087696922613,32.82777032590924,126017,jacksonville,31,7,1,False,not_significant
post12,-0.1750017529627834,0.1128072204964572,-1.5513346769170635,0.1208215007428301,-0.396099842331908,0.0460963364063412,Jacksonville,12,-16.054445076641855,-32.70604952662066,4.717528720181008,126017,jacksonville,31,7,1,False,not_significant
post1,-0.0254776066672607,0.0449946403308891,-0.5662364779426892,0.5712330356141168,-0.1136654812131367,0.0627102678786153,Kansas City,1,-2.515579126794532,-10.744351713996348,6.471831144320683,197244,kansascity,32,7,2,False,not_significant
post2,0.2514781916113369,0.0515015310547831,4.882926516181331,1.0452283100393686e-06,0.1505370455952908,0.352419337627383,Kansas City,2,28.592485580905613,16.245836826773363,42.25049084998196,197244,kansascity,32,7,2,True,significant_enhancement
post3,0.2476587379263788,0.0441734949806029,5.606500867434841,2.0645794131239764e-08,0.1610802786931362,0.3342371971596213,Kansas City,3,28.102269313109616,17.477927477334365,39.687443893105545,197244,kansascity,32,7,2,True,significant_enhancement
post4,0.1824644448678462,0.0484797567846093,3.76372442787857,0.00016740135229590804,0.0874458675907505,0.2774830221449418,Kansas City,4,20.017147793945437,9.138318364272813,31.980371151742325,197244,kansascity,32,7,2,True,significant_enhancement
post5,0.0328949594209566,0.0398253124523886,0.8259812012845534,0.4088147557368186,-0.0451612186587795,0.1109511375006928,Kansas City,5,3.344198019584521,-4.415663037550233,11.734030948048924,197244,kansascity,32,7,2,False,not_significant
post6,0.3005868869962456,0.0395613256430719,7.597998350919394,3.007461633611853e-14,0.2230481135551637,0.3781256604373274,Kansas City,6,35.06512546726395,24.988070849374,45.95463385839689,197244,kansascity,32,7,2,True,significant_enhancement
post7,0.2853864816149238,0.0370988537601443,7.692595665085402,1.4417960099848493e-14,0.2126740643773225,0.3580988988525251,Kansas City,7,33.02760560223348,23.69814092258449,43.06070988842507,197244,kansascity,32,7,2,True,significant_enhancement
post8,0.2944573614457432,0.0398079745979323,7.396944065097893,1.3935421394044912e-13,0.2164351649363105,0.3724795579551758,Kansas City,8,34.23977242512626,24.16425807682936,45.13288107113096,197244,kansascity,32,7,2,True,significant_enhancement
post9,0.2683606967615375,0.0373570370420843,7.183671886483333,6.786362051972998e-13,0.1951422495899235,0.3415791439331515,Kansas City,9,30.781878094911,21.548387627564768,40.71679577058691,197244,kansascity,32,7,2,True,significant_enhancement
post10,0.3979774493967914,0.0663786339832217,5.99556552334877,2.02778510986884e-09,0.2678777174467103,0.5280771813468725,Kansas City,10,48.88104559548776,30.71872840426164,69.56687085462094,197244,kansascity,32,7,2,True,significant_enhancement
post11,0.296708251964932,0.0531564798324585,5.581788954048748,2.380571413770015e-08,0.1925234659483836,0.4008930379814804,Kansas City,11,34.54227177491735,21.23049512590798,49.31575488127535,197244,kansascity,32,7,2,True,significant_enhancement
post12,0.3984372200912031,0.0529617674192887,7.523110339895711,5.348824547280981e-14,0.2946340633918103,0.502240376790596,Kansas City,12,48.949512475532345,34.26349494999981,65.24191683644828,197244,kansascity,32,7,2,True,significant_enhancement
post1,0.1566920028137808,0.0731117249460244,2.1431856918908765,0.0320981907272487,0.0133956550719743,0.2999883505555873,Las Vegas,1,16.963531403246446,1.348577883201929,34.98430825624534,82185,lasvegas,33,7,3,True,significant_enhancement
post2,0.1484355324360382,0.0432911373396575,3.4287741454198657,0.0006063138531335155,0.0635864624005324,0.2332846024715441,Las Vegas,2,16.001801182844467,6.565162061556062,26.274080734670523,82185,lasvegas,33,7,3,True,significant_enhancement
post3,0.1675183145479827,0.0789216720219833,2.122589527770281,0.0337882632658375,0.0128346797852128,0.3222019493107525,Las Vegas,3,18.23669445027649,1.2917397795373151,38.01634708768453,82185,lasvegas,33,7,3,True,significant_enhancement
post4,0.2777059752320555,0.0491798241850691,5.646745994597641,1.6351313823839136e-08,0.181315291063308,0.374096659400803,Las Vegas,4,32.009799863418166,19.879308846192465,45.3677655277307,82185,lasvegas,33,7,3,True,significant_enhancement
post5,0.0140817810442494,0.0809261046824609,0.1740078939855531,0.8618592583741268,-0.1445304695424921,0.172694031630991,Las Vegas,5,1.4181396360744447,-13.457145721038463,18.850240530404115,82185,lasvegas,33,7,3,False,not_significant
post6,0.3068674650750903,0.0527835088171525,5.81369961853257,6.110702435975758e-09,0.2034136888158189,0.4103212413343616,Las Vegas,6,35.916081985707926,22.5579371869131,50.73019150258893,82185,lasvegas,33,7,3,True,significant_enhancement
post7,0.1149936180770554,0.0432298696640191,2.6600500758105734,0.0078129034547404,0.0302646304792171,0.1997226056748935,Las Vegas,7,12.18662778849524,3.0727259714831368,22.106399495405448,82185,lasvegas,33,7,3,True,significant_enhancement
post8,0.0240246073935877,0.0929554748017958,0.2584528500856365,0.7960574331675985,-0.1581647753837525,0.2062139901709279,Las Vegas,8,2.4315523315740606,-14.629089986623924,22.901617323887645,82185,lasvegas,33,7,3,False,not_significant
post9,0.112628056510219,0.0802213303259704,1.4039664519719075,0.1603288397433724,-0.0446028617205737,0.2698589747410118,Las Vegas,9,11.92155705766118,-4.362277957245397,30.97797256830725,82185,lasvegas,33,7,3,False,not_significant
post10,0.2602189374460061,0.0379208563216084,6.862158787741443,6.782760692315704e-12,0.1858954247927355,0.3345424500992767,Las Vegas,10,29.721406431213083,20.42963142556524,39.73009040464221,82185,lasvegas,33,7,3,True,significant_enhancement
post11,0.2278054387432489,0.0762295273884828,2.9884146806040293,0.0028042878424473,0.078398310503313,0.3772125669831848,Las Vegas,11,25.58409636652785,8.155336695252323,45.821424463187576,82185,lasvegas,33,7,3,True,significant_enhancement
post12,0.1386726339595716,0.0266264290779662,5.20808229873849,1.908023003107792e-07,0.0864857919298478,0.1908594759892954,Las Vegas,12,14.874797736527468,9.033587603910998,21.028936541520803,82185,lasvegas,33,7,3,True,significant_enhancement
post1,1.018628976598316,0.1137377121926282,8.95594747741319,3.3683033098018754e-19,0.7957071570167826,1.2415507961798495,Los Angeles,1,176.9395254249006,121.60075081126668,246.0976574392987,208202,losangeles,35,7,5,True,significant_enhancement
post2,0.964388184138061,0.2605301881480905,3.7016370002768495,0.00021421294000110173,0.4537583984823597,1.4750179697937624,Los Angeles,2,162.3182260905437,57.42176181611156,337.11143202468634,208202,losangeles,35,7,5,True,significant_enhancement
post3,0.5859517484178949,0.0525424510233342,11.1519683038325,7.003966397673843e-29,0.4829704367527001,0.6889330600830896,Los Angeles,3,79.67001787024958,62.08819857687645,99.15894929380175,208202,losangeles,35,7,5,True,significant_enhancement
post4,0.6629127895539823,0.1484188068390186,4.466501272126554,7.950918967958703e-06,0.3720172735210986,0.9538083055868658,Los Angeles,4,94.0436192998616,45.06580390489847,159.55756062037847,208202,losangeles,35,7,5,True,significant_enhancement
post5,0.8328118263493357,0.1120624410349406,7.431676649714134,1.0722967279413762e-13,0.6131734779012086,1.0524501747974628,Los Angeles,5,129.97762287389995,84.62812444228317,186.46614475718005,208202,losangeles,35,7,5,True,significant_enhancement
post6,0.9366086200310426,0.0734289521412011,12.755304177975727,2.9123574909721004e-37,0.7926905184117732,1.080526721650312,Los Angeles,6,155.13142537574888,120.93326871378194,194.62309860896409,208202,losangeles,35,7,5,True,significant_enhancement
post7,0.9080352475870176,0.1022421776148881,8.881219754603432,6.613116159507799e-19,0.7076442617608896,1.1084262334131456,Los Angeles,7,147.94462466094677,102.92053470515027,202.95867782718517,208202,losangeles,35,7,5,True,significant_enhancement
post8,1.1512655574675774,0.2212282874326088,5.203970843096994,1.9507462626227286e-07,0.7176660817381891,1.5848650331969658,Los Angeles,8,216.2192314515198,104.96439225333933,387.8632880592981,208202,losangeles,35,7,5,True,significant_enhancement
post9,1.092769350786062,0.1655597002130293,6.600454998287455,4.0989780067974356e-11,0.7682783010772762,1.4172604004948477,Los Angeles,9,198.25222966452932,115.6050985756667,312.5801898355598,208202,losangeles,35,7,5,True,significant_enhancement
post10,0.801063128034691,0.1636082801699244,4.896226078549954,9.769466660808529e-07,0.4803967913291005,1.1217294647402816,Los Angeles,10,122.7908221590762,61.671577373978415,207.0159346778673,208202,losangeles,35,7,5,True,significant_enhancement
post11,0.7848026071627117,0.1460974867074777,5.371773497610367,7.796600352188247e-08,0.4984567949842361,1.071148419341187,Los Angeles,11,119.19742180162812,64.61789179558876,191.87295014167097,208202,losangeles,35,7,5,True,significant_enhancement
post12,0.922423985039448,0.1011363916497912,9.12059417972474,7.471356784383295e-20,0.7242002998795197,1.1206476701993764,Los Angeles,12,151.538025018435,106.30805942998352,206.68398609821529,208202,losangeles,35,7,5,True,significant_enhancement
post1,-1.9958091206223267,0.5287589882107131,-3.7745157342403166,0.00016031878995323665,-3.0321576940171635,-0.9594605472274902,Louisville,1,-86.4096352775211,-95.17884998479082,-61.69005056732608,76706,louisville,36,8,1,True,significant_suppression
post2,-1.3371585683593004,0.3605323642421932,-3.7088447556431934,0.000208207029437391,-2.0437890175350755,-0.6305281191835254,Louisville,2,-73.74092568140046,-87.04630379763168,-46.76893966807205,76706,louisville,36,8,1,True,significant_suppression
post3,-1.6556122994770182,0.4363000194490773,-3.794664739111369,0.0001478430924039697,-2.5107446240513345,-0.8004799749027017,Louisville,3,-80.90249140463928,-91.87922525200516,-55.08866507596076,76706,louisville,36,8,1,True,significant_suppression
post4,-1.4837620425523042,0.4730548620972241,-3.136553836428713,0.0017094604874509,-2.410932534974425,-0.5565915501301831,Louisville,4,-77.32170854305326,-91.02684222906612,-42.68406768995246,76706,louisville,36,8,1,True,significant_suppression
post5,-1.8878682270914549,0.6460820113292365,-2.9220256778352205,0.0034776286832106,-3.154165700355957,-0.6215707538269524,Louisville,5,-84.86057968606787,-95.73260109610932,-46.28998774102566,76706,louisville,36,8,1,True,significant_suppression
post6,-1.8878682270914555,0.4402563462614469,-4.288111331325005,1.8019877432959116e-05,-2.7507548097290866,-1.0249816444538244,Louisville,6,-84.86057968606787,-93.61203739584148,-64.11969486285157,76706,louisville,36,8,1,True,significant_suppression
