term,estimate,std.error,statistic,p.value,conf.low,conf.high,city,lag,pct,pct_low,pct_high,n_obs,city_key,city_order,panel_row,panel_col,significant_05,effect_direction
post11,0.4147853876268179,0.2151685591785279,1.9277230335620987,0.053889585512176,-0.006937238968472,0.836508014222108,Abilene,11,51.40457728658164,-0.691323187261772,130.82923626657478,21916,abilene,1,1,1,False,not_significant
post12,0.4411721428856723,0.2461254262804504,1.7924687812748512,0.0730579056266118,-0.0412248283035786,0.9235691140749231,Abilene,12,55.45282802948539,-4.038664255042135,151.82623350086598,21916,abilene,1,1,1,False,not_significant
post1,0.6329667877185694,0.0992959534109391,6.374547662572092,1.8350374248985487e-10,0.4383502952225616,0.8275832802145772,Amarillo,1,88.31893226529172,55.01478217000238,128.77831232021913,27395,amarillo,2,1,2,True,significant_enhancement
post2,0.316797454517235,0.1602811617544691,1.9765108453763856,0.0480969486360862,0.0026521500782368,0.6309427589562333,Amarillo,2,37.27245046182799,0.2655670139477983,87.93815481214698,27395,amarillo,2,1,2,True,significant_enhancement
post3,0.1934113850272035,0.32193230589433,0.6007827778883684,0.5479846763404894,-0.4375643399856149,0.824387110040022,Amarillo,3,21.33818579869125,-35.439301325266506,128.04826520069406,27395,amarillo,2,1,2,False,not_significant
post4,0.5287535024777948,0.2197179746339835,2.406509997002371,0.0161057632137034,0.098114185439102,0.9593928195164876,Amarillo,4,69.68159130204282,10.308873458910009,161.0111183622815,27395,amarillo,2,1,2,True,significant_enhancement
post5,0.3395487443241745,0.1724433763927669,1.9690448623019228,0.0489479396132742,0.0015659372218667,0.6775315514264822,Amarillo,5,40.431374301352285,0.1567163941796678,96.90113252667034,27395,amarillo,2,1,2,True,significant_enhancement
post6,0.2582954557559765,0.0477900002073912,5.4048013106312665,6.48802720988319e-08,0.164628776528328,0.3519621349836249,Amarillo,6,29.4721294978022,17.89553815575764,42.18546841483675,27395,amarillo,2,1,2,True,significant_enhancement
post7,0.3636559714138734,0.0602487261326089,6.035911375345229,1.5806799266606399e-09,0.2455706380795428,0.481741304748204,Amarillo,7,43.85792166423481,27.835058063152964,61.889093172933386,27395,amarillo,2,1,2,True,significant_enhancement
post8,0.8942842224763594,0.1172452506102518,7.627466509915616,2.3941197421528436e-14,0.664487753921893,1.124080691030826,Amarillo,8,144.55846682927637,94.3494718763116,207.738647913332,27395,amarillo,2,1,2,True,significant_enhancement
post9,0.8022447681371406,0.0727457287912504,11.02806695963201,2.798146810085641e-28,0.6596657596771712,0.94482377659711,Amarillo,9,123.05423632872046,93.41457568497388,157.2360028606362,27395,amarillo,2,1,2,True,significant_enhancement
