lag,percentile,log_rr_low_interp,log_rr_high_interp,rr_low_interp,rr_high_interp,ci_level,ci_excludes_null_interp
9.0,65.0,-0.024541445526609692,0.018538680834810174,0.9757572473073933,1.0187115890221774,0.9,False
10.0,65.0,-0.02304686565362815,0.023175143511525918,0.9772166848014165,1.0234457737375753,0.9,False
11.0,65.0,-0.022646802564388363,0.025834072445031435,0.977607711339622,1.026170664357102,0.9,False
0.0,70.0,-0.03818917322316881,-0.0005954031021925048,0.962530838606166,0.9994047741150609,0.9,True
1.0,70.0,-0.03709337080816259,-0.004514470743456285,0.9635861603300744,0.9954957041623937,0.9,True
2.0,70.0,-0.03512514376567232,-0.006031995529335523,0.9654845843204619,0.9939861604317959,0.9,True
3.0,70.0,-0.03448750975298431,-0.003953235242929145,0.9661004064438515,0.9960545685047768,0.9,True
4.0,70.0,-0.03489887359034305,0.0004020418785868867,0.9657030694040307,1.000402122708255,0.9,False
5.0,70.0,-0.03511471158419118,0.00483425513307267,0.9654946564834,1.0048459589966392,0.9,False
6.0,70.0,-0.03409416106513286,0.008245741518870713,0.9664804955199279,1.0082798312795005,0.9,False
7.0,70.0,-0.03133696444330978,0.011082211487031424,0.9691489493126298,1.0111438466670268,0.9,False
8.0,70.0,-0.027649760448653665,0.014357767373611446,0.9727289953138765,1.0144613351895013,0.9,False
9.0,70.0,-0.024632155571160486,0.01895984899075487,0.9756687403383155,1.019140728267114,0.9,False
10.0,70.0,-0.023185194145152316,0.024681576808813034,0.9770815172404936,1.0249886883863188,0.9,False
11.0,70.0,-0.02292302274669325,0.02844693444286501,0.9773377136504952,1.028855412600213,0.9,False
0.0,75.0,-0.039902885190787774,-0.0005031784777959886,0.9608827505662864,0.9994969480952638,0.9,True
1.0,75.0,-0.03700170198469749,-0.005566373426630026,0.9636744951884135,0.9944490901246611,0.9,True
2.0,75.0,-0.034045259263105025,-0.007572450185587007,0.9665277593134165,0.992456148582208,0.9,True
3.0,75.0,-0.033580802342094866,-0.004997406263571108,0.9669767740865157,0.9950150599961438,0.9,True
4.0,75.0,-0.03452981027654916,-4.835052563603015e-05,0.9660595407551688,0.9999516506432318,0.9,True
5.0,75.0,-0.03501466836735735,0.004730140952718304,0.9655912525064784,1.0047413457291925,0.9,False
6.0,75.0,-0.03386605084521036,0.008240501497541323,0.9667009847452785,1.008274547885521,0.9,False
7.0,75.0,-0.030759871006341196,0.01084024038837317,0.9697084002229209,1.0108992086784025,0.9,False
8.0,75.0,-0.026712510178077534,0.013676367606433325,0.9736411132025307,1.01377031692847,0.9,False
9.0,75.0,-0.023519471850129807,0.01818413419067438,0.9767549552575705,1.018350472267097,0.9,False
10.0,75.0,-0.02227515993625446,0.024981840131175104,0.9779710995598422,1.0252965011053996,0.9,False
11.0,75.0,-0.02254957662638565,0.03145803387272339,0.977702764787111,1.0319580674033129,0.9,False
0.0,80.0,-0.0351718195429386,-0.0007045199271765392,0.9654395206287497,0.9992957281887164,0.9,True
1.0,80.0,-0.033145085238407486,-0.004701426022683725,0.9673981942091642,0.9953096083813887,0.9,True
2.0,80.0,-0.030631502517599073,-0.0062893392948665675,0.9698328882147749,0.9937303972013326,0.9,True
3.0,80.0,-0.029916222661843676,-0.004298722781167287,0.9705268382978347,0.9957105035024609,0.9,True
4.0,80.0,-0.030477590431051305,-0.00017436619195867822,0.9699821687059439,0.9998256490089422,0.9,True
5.0,80.0,-0.030687665934816262,0.0037874591424977557,0.9697784206152007,1.003794640629543,0.9,False
6.0,80.0,-0.02976879276229553,0.0067664492627654785,0.9706699335201117,1.0067893934015015,0.9,False
7.0,80.0,-0.02717076590747079,0.009365870453020515,0.9731950387999144,1.0094098674671979,0.9,False
8.0,80.0,-0.02367080485451433,0.012038085106807685,0.9766071511797436,1.0121108344812986,0.9,False
9.0,80.0,-0.020867068256952736,0.016241536801787717,0.979349142505443,1.0163741475218464,0.9,False
10.0,80.0,-0.01978220005286117,0.022097262699393168,0.9804121837764276,1.0223432154957404,0.9,False
11.0,80.0,-0.02013971552626774,0.02648421860464683,0.9800617338997707,1.0268380421967056,0.9,False
0.0,85.0,-0.03073759913869275,-0.0005578192422665269,0.9697299976805753,0.9994423363099623,0.9,True
1.0,85.0,-0.02840865108541236,-0.003954909716324271,0.9719910804209952,0.9960529006392982,0.9,True
2.0,85.0,-0.02614658783998935,-0.005256158049077905,0.97419227440028,0.994757631379257,0.9,True
3.0,85.0,-0.025519177981213254,-0.0035992817223892836,0.9748036840197373,0.9964071879277105,0.9,True
4.0,85.0,-0.025916190186990543,-0.0002115482204096549,0.9744167518724197,0.9997884741543374,0.9,True
5.0,85.0,-0.02603129418314537,0.0029959741574181226,0.9743045990651009,1.003000466573261,0.9,False
6.0,85.0,-0.025297113545822765,0.005418184468960056,0.9750201772862835,1.0054328893764013,0.9,False
7.0,85.0,-0.023099079656947342,0.007718367592503928,0.9771656617382635,1.007748230974393,0.9,False
8.0,85.0,-0.020079659800337823,0.010039478996940843,0.9801205939860811,1.0100900436387625,0.9,False
9.0,85.0,-0.01765779627059491,0.01347448732550299,0.9824971890402048,1.0135656773491324,0.9,False
10.0,85.0,-0.016798625807072143,0.01834541086573692,0.983341684336281,1.018514721689757,0.9,False
11.0,85.0,-0.017540317351582818,0.02237345790445706,0.9826126185280386,1.0226256207874882,0.9,False
0.0,90.0,-0.02796648431199295,-0.0002631332744906869,0.972420957612519,0.9997369013420331,0.9,True
1.0,90.0,-0.02481070600539649,-0.003699946709209845,0.9754945498124175,0.9963068896596166,0.9,True
2.0,90.0,-0.022376887392994014,-0.005002563890210898,0.9778716181072026,0.9950099280931975,0.9,True
3.0,90.0,-0.022077731485705344,-0.003344309713508155,0.9781641979396399,0.99666127626141,0.9,True
4.0,90.0,-0.022783212559611864,-0.00015757557002349403,0.9774743649714831,0.9998424368443546,0.9,True
5.0,90.0,-0.02313259512033097,0.0028245140570491954,0.9771329121271201,1.0028285067551375,0.9,False
6.0,90.0,-0.022420664119111304,0.004956294883377684,0.9778288110261826,1.004968597629812,0.9,False
7.0,90.0,-0.020256559696743722,0.006659531323563618,0.9799472260893733,1.0066817553086729,0.9,False
8.0,90.0,-0.017434653768594287,0.008388433873124702,0.9827164503835284,1.008423715367708,0.9,False
9.0,90.0,-0.015205406547366565,0.01115371968019414,0.9849096119412039,1.0112161543217937,0.9,False
10.0,90.0,-0.014552733834246743,0.015640677232714013,0.9855526453921741,1.0157636328247157,0.9,False
11.0,90.0,-0.015549577687349332,0.02039442309013502,0.9845706928037206,1.0206038103584274,0.9,False
0.0,95.0,-0.0289163830183255,7.0619094599344575e-06,0.9714976947753817,1.0000070619343953,0.9,False
1.0,95.0,-0.02575970356844137,-0.0037738575924913514,0.974569246986389,0.9962332544586372,0.9,True
2.0,95.0,-0.023297022058383986,-0.005245744286704131,0.9769722583625734,0.9947679906027889,0.9,True
3.0,95.0,-0.023026128472488385,-0.0033899543446118635,0.9772369497309401,0.996615785063342,0.9,True
4.0,95.0,-0.023902023354930767,0.00012089405949583957,0.9763813676424232,1.0001209013674772,0.9,False
5.0,95.0,-0.024428611864745285,0.0034704934742547907,0.9758673517823264,1.003476522609406,0.9,False
6.0,95.0,-0.0236789477864712,0.0058331401011182255,0.976599198766541,1.0058501859904074,0.9,False
7.0,95.0,-0.02140630976081736,0.00753111898262303,0.9788211791636965,1.007559549184786,0.9,False
8.0,95.0,-0.018506722523800527,0.009335485745663688,0.9816634753135327,1.0093791973097261,0.9,False
9.0,95.0,-0.01630794094853781,0.012357386799027042,0.9838243136113056,1.0124340547831105,0.9,False
10.0,95.0,-0.015666101026019084,0.01718601103225019,0.9844559740232761,1.017334540174353,0.9,False
11.0,95.0,-0.016606842370478263,0.02223954499236984,0.9835302910690946,1.0224886871814272,0.9,False
