"model_id","city","activity_type","row_exposure","col_exposure","covariance"
"Cleveland__walk","Cleveland","walk",4,4,7912939277.16384
"Cleveland__walk","Cleveland","walk",6,4,7735063380.56353
"Cleveland__walk","Cleveland","walk",2,6,4583673012.62772
"Cleveland__walk","Cleveland","walk",4,6,7735063380.56353
"Cleveland__walk","Cleveland","walk",6,6,8021888644.25511
"Columbia__walk","Columbia","walk",2,2,0.211392315945623
"Columbia__walk","Columbia","walk",4,2,0.283651069852546
"Columbia__walk","Columbia","walk",6,2,0.0839788899692379
"Columbia__walk","Columbia","walk",2,4,0.283651069852546
"Columbia__walk","Columbia","walk",4,4,0.441476355639548
"Columbia__walk","Columbia","walk",6,4,0.352290113312617
"Columbia__walk","Columbia","walk",2,6,0.0839788899692379
"Columbia__walk","Columbia","walk",4,6,0.352290113312617
"Columbia__walk","Columbia","walk",6,6,0.976622284092258
"Columbus__walk","Columbus","walk",2,2,214.595970372723
"Columbus__walk","Columbus","walk",4,2,182.755902234757
"Columbus__walk","Columbus","walk",6,2,-341.956187715668
"Columbus__walk","Columbus","walk",2,4,182.755902234757
"Columbus__walk","Columbus","walk",4,4,175.904911118929
"Columbus__walk","Columbus","walk",6,4,-210.159909287944
"Columbus__walk","Columbus","walk",2,6,-341.956187715668
"Columbus__walk","Columbus","walk",4,6,-210.159909287944
"Columbus__walk","Columbus","walk",6,6,869.141313851974
"Corpus_Christi__walk","Corpus_Christi","walk",2,2,428739873.679541
"Corpus_Christi__walk","Corpus_Christi","walk",4,2,524913898.912482
"Corpus_Christi__walk","Corpus_Christi","walk",6,2,328919760.279484
"Corpus_Christi__walk","Corpus_Christi","walk",2,4,524913898.912482
"Corpus_Christi__walk","Corpus_Christi","walk",4,4,688023227.336797
"Corpus_Christi__walk","Corpus_Christi","walk",6,4,520432953.025254
"Corpus_Christi__walk","Corpus_Christi","walk",2,6,328919760.279484
"Corpus_Christi__walk","Corpus_Christi","walk",4,6,520432953.025254
"Corpus_Christi__walk","Corpus_Christi","walk",6,6,558708571.086484
"Dallas__walk","Dallas","walk",2,2,0.00139429317451035
"Dallas__walk","Dallas","walk",4,2,0.00273081816044403
"Dallas__walk","Dallas","walk",6,2,0.00395180766666711
"Dallas__walk","Dallas","walk",2,4,0.00273081816044403
"Dallas__walk","Dallas","walk",4,4,0.00534889871115705
"Dallas__walk","Dallas","walk",6,4,0.0077415033244549
"Dallas__walk","Dallas","walk",2,6,0.00395180766666711
"Dallas__walk","Dallas","walk",4,6,0.0077415033244549
"Dallas__walk","Dallas","walk",6,6,0.0112069751439736
"Detroit__walk","Detroit","walk",2,2,802.322197624196
"Detroit__walk","Detroit","walk",4,2,1013.88181958803
"Detroit__walk","Detroit","walk",6,2,43.916395492564
"Detroit__walk","Detroit","walk",2,4,1013.88181958803
"Detroit__walk","Detroit","walk",4,4,1294.90066359327
"Detroit__walk","Detroit","walk",6,4,110.19347307368
"Detroit__walk","Detroit","walk",2,6,43.916395492564
"Detroit__walk","Detroit","walk",4,6,110.19347307368
"Detroit__walk","Detroit","walk",6,6,221.191936614825
"Fort_Worth__walk","Fort_Worth","walk",2,2,0.00531043967216868
"Fort_Worth__walk","Fort_Worth","walk",4,2,0.0102944716371853
"Fort_Worth__walk","Fort_Worth","walk",6,2,0.0146256914677505
"Fort_Worth__walk","Fort_Worth","walk",2,4,0.0102944716371853
"Fort_Worth__walk","Fort_Worth","walk",4,4,0.0199598131178184
"Fort_Worth__walk","Fort_Worth","walk",6,4,0.0283668916614649
"Fort_Worth__walk","Fort_Worth","walk",2,6,0.0146256914677505
"Fort_Worth__walk","Fort_Worth","walk",4,6,0.0283668916614649
"Fort_Worth__walk","Fort_Worth","walk",6,6,0.0403391099630774
"Fresno__walk","Fresno","walk",2,2,0.0160105062399441
"Fresno__walk","Fresno","walk",4,2,0.0307500068879433
"Fresno__walk","Fresno","walk",6,2,0.0429475058811529
"Fresno__walk","Fresno","walk",2,4,0.0307500068879433
"Fresno__walk","Fresno","walk",4,4,0.0590817527226973
"Fresno__walk","Fresno","walk",6,4,0.0825769688277924
"Fresno__walk","Fresno","walk",2,6,0.0429475058811529
"Fresno__walk","Fresno","walk",4,6,0.0825769688277924
"Fresno__walk","Fresno","walk",6,6,0.115570347811225
"Gilbert__walk","Gilbert","walk",2,2,1.14463541921997
"Gilbert__walk","Gilbert","walk",4,2,1.64909323197981
"Gilbert__walk","Gilbert","walk",6,2,0.924733535375895
"Gilbert__walk","Gilbert","walk",2,4,1.64909323197981
"Gilbert__walk","Gilbert","walk",4,4,2.45152071064966
"Gilbert__walk","Gilbert","walk",6,4,1.62692755971155
"Gilbert__walk","Gilbert","walk",2,6,0.924733535375895
"Gilbert__walk","Gilbert","walk",4,6,1.62692755971155
"Gilbert__walk","Gilbert","walk",6,6,1.89490468771474
"Henderson__walk","Henderson","walk",2,2,0.0985968007994793
"Henderson__walk","Henderson","walk",4,2,0.180926214988752
"Henderson__walk","Henderson","walk",6,2,0.230720904659257
"Henderson__walk","Henderson","walk",2,4,0.180926214988752
"Henderson__walk","Henderson","walk",4,4,0.332279100564628
"Henderson__walk","Henderson","walk",6,4,0.424485288353432
"Henderson__walk","Henderson","walk",2,6,0.230720904659257
"Henderson__walk","Henderson","walk",4,6,0.424485288353432
"Henderson__walk","Henderson","walk",6,6,0.544336639857769
"Houston__walk","Houston","walk",2,2,0.00300021861578115
"Houston__walk","Houston","walk",4,2,0.00558555773039311
"Houston__walk","Houston","walk",6,2,0.00734455689697163
"Houston__walk","Houston","walk",2,4,0.00558555773039311
"Houston__walk","Houston","walk",4,4,0.0104110665745438
"Houston__walk","Houston","walk",6,4,0.0137227260361044
"Houston__walk","Houston","walk",2,6,0.00734455689697163
"Houston__walk","Houston","walk",4,6,0.0137227260361044
"Houston__walk","Houston","walk",6,6,0.018176036116382
"Indianapolis__walk","Indianapolis","walk",2,2,18.9204935582962
"Indianapolis__walk","Indianapolis","walk",4,2,25.7641666747622
"Indianapolis__walk","Indianapolis","walk",6,2,8.45420275843041
"Indianapolis__walk","Indianapolis","walk",2,4,25.7641666747622
"Indianapolis__walk","Indianapolis","walk",4,4,38.0420945790969
"Indianapolis__walk","Indianapolis","walk",6,4,23.3475417420867
"Indianapolis__walk","Indianapolis","walk",2,6,8.4542027584304
"Indianapolis__walk","Indianapolis","walk",4,6,23.3475417420867
"Indianapolis__walk","Indianapolis","walk",6,6,51.1191538368382
"Jacksonville__walk","Jacksonville","walk",2,2,0.174725247647212
"Jacksonville__walk","Jacksonville","walk",4,2,0.237449843138017
"Jacksonville__walk","Jacksonville","walk",6,2,0.160421431484536
"Jacksonville__walk","Jacksonville","walk",2,4,0.237449843138017
"Jacksonville__walk","Jacksonville","walk",4,4,0.38713501878022
"Jacksonville__walk","Jacksonville","walk",6,4,0.41604325571843
"Jacksonville__walk","Jacksonville","walk",2,6,0.160421431484536
"Jacksonville__walk","Jacksonville","walk",4,6,0.41604325571843
"Jacksonville__walk","Jacksonville","walk",6,6,0.755890063108458
"Kansas_City__walk","Kansas_City","walk",2,2,0.0157574607486163
"Kansas_City__walk","Kansas_City","walk",4,2,0.0266294312852416
"Kansas_City__walk","Kansas_City","walk",6,2,0.0277361242218644
"Kansas_City__walk","Kansas_City","walk",2,4,0.0266294312852416
"Kansas_City__walk","Kansas_City","walk",4,4,0.0454554433763923
"Kansas_City__walk","Kansas_City","walk",6,4,0.048683525886552
"Kansas_City__walk","Kansas_City","walk",2,6,0.0277361242218644
"Kansas_City__walk","Kansas_City","walk",4,6,0.048683525886552
"Kansas_City__walk","Kansas_City","walk",6,6,0.0560606548909373
"Las_Vegas__walk","Las_Vegas","walk",2,2,0.0621121708062558
"Las_Vegas__walk","Las_Vegas","walk",4,2,0.10724545237665
"Las_Vegas__walk","Las_Vegas","walk",6,2,0.118495876697885
"Las_Vegas__walk","Las_Vegas","walk",2,4,0.10724545237665
"Las_Vegas__walk","Las_Vegas","walk",4,4,0.186098315086933
"Las_Vegas__walk","Las_Vegas","walk",6,4,0.208289825057363
"Las_Vegas__walk","Las_Vegas","walk",2,6,0.118495876697885
"Las_Vegas__walk","Las_Vegas","walk",4,6,0.208289825057363
"Las_Vegas__walk","Las_Vegas","walk",6,6,0.240800943052844
"Los_Angeles__walk","Los_Angeles","walk",2,2,5.60129402413228
"Los_Angeles__walk","Los_Angeles","walk",4,2,9.65719762250665
"Los_Angeles__walk","Los_Angeles","walk",6,2,10.6223224972331
"Los_Angeles__walk","Los_Angeles","walk",2,4,9.65719762250665
"Los_Angeles__walk","Los_Angeles","walk",4,4,16.6640946902106
"Los_Angeles__walk","Los_Angeles","walk",6,4,18.3703889460163
"Los_Angeles__walk","Los_Angeles","walk",2,6,10.6223224972331
"Los_Angeles__walk","Los_Angeles","walk",4,6,18.3703889460163
"Los_Angeles__walk","Los_Angeles","walk",6,6,20.3699437234742
"Louisville__walk","Louisville","walk",2,2,35.1135152212209
"Louisville__walk","Louisville","walk",4,2,46.6031184260796
"Louisville__walk","Louisville","walk",6,2,10.8449027313993
"Louisville__walk","Louisville","walk",2,4,46.6031184260796
"Louisville__walk","Louisville","walk",4,4,62.7318851463605
"Louisville__walk","Louisville","walk",6,4,17.9119443531922
"Louisville__walk","Louisville","walk",2,6,10.8449027313993
"Louisville__walk","Louisville","walk",4,6,17.9119443531922
"Louisville__walk","Louisville","walk",6,6,17.4232647864919
"Lubbock__walk","Lubbock","walk",2,2,0.209779633014416
"Lubbock__walk","Lubbock","walk",4,2,0.385006403911372
"Lubbock__walk","Lubbock","walk",6,2,0.491127554640544
"Lubbock__walk","Lubbock","walk",2,4,0.385006403911372
"Lubbock__walk","Lubbock","walk",4,4,0.707785581330954
"Lubbock__walk","Lubbock","walk",6,4,0.906110222513247
"Lubbock__walk","Lubbock","walk",2,6,0.491127554640544
"Lubbock__walk","Lubbock","walk",4,6,0.906110222513247
"Lubbock__walk","Lubbock","walk",6,6,1.1688031376637
"Mesa__walk","Mesa","walk",2,2,0.122746707366964
"Mesa__walk","Mesa","walk",4,2,0.203736016991834
"Mesa__walk","Mesa","walk",6,2,0.203472526515125
"Mesa__walk","Mesa","walk",2,4,0.203736016991834
"Mesa__walk","Mesa","walk",4,4,0.341144522444692
"Mesa__walk","Mesa","walk",6,4,0.349462434022731
"Mesa__walk","Mesa","walk",2,6,0.203472526515125
"Mesa__walk","Mesa","walk",4,6,0.349462434022731
"Mesa__walk","Mesa","walk",6,6,0.383488975135768
"Miami__walk","Miami","walk",2,2,210.301779518062
"Miami__walk","Miami","walk",4,2,-432.853231110916
"Miami__walk","Miami","walk",6,2,9.37267703157841
"Miami__walk","Miami","walk",2,4,-432.853231110916
"Miami__walk","Miami","walk",4,4,8251.16837519942
"Miami__walk","Miami","walk",6,4,55460.2626972051
"Miami__walk","Miami","walk",2,6,9.37267703157842
"Miami__walk","Miami","walk",4,6,55460.2626972051
"Miami__walk","Miami","walk",6,6,445632.868745844
"Milwaukee__walk","Milwaukee","walk",2,2,636187.308138976
"Milwaukee__walk","Milwaukee","walk",4,2,827941.216691762
"Milwaukee__walk","Milwaukee","walk",6,2,130828.440341434
"Milwaukee__walk","Milwaukee","walk",2,4,827941.216691762
"Milwaukee__walk","Milwaukee","walk",4,4,1180122.56699772
"Milwaukee__walk","Milwaukee","walk",6,4,580784.093116664
"Milwaukee__walk","Milwaukee","walk",2,6,130828.440341434
"Milwaukee__walk","Milwaukee","walk",4,6,580784.093116664
"Milwaukee__walk","Milwaukee","walk",6,6,1668994.19361334
"Minneapolis__walk","Minneapolis","walk",2,2,836.917082411132
"Minneapolis__walk","Minneapolis","walk",4,2,1432.9813822894
"Minneapolis__walk","Minneapolis","walk",6,2,1547.34042485784
"Minneapolis__walk","Minneapolis","walk",2,4,1432.9813822894
"Minneapolis__walk","Minneapolis","walk",4,4,2453.90962449164
"Minneapolis__walk","Minneapolis","walk",6,4,2650.73134031479
"Minneapolis__walk","Minneapolis","walk",2,6,1547.34042485784
"Minneapolis__walk","Minneapolis","walk",4,6,2650.73134031479
"Minneapolis__walk","Minneapolis","walk",6,6,2866.22329852108
"Miramar__walk","Miramar","walk",2,2,2.70278478091681
"Miramar__walk","Miramar","walk",4,2,0.390956624365069
"Miramar__walk","Miramar","walk",6,2,-23.954185402138
"Miramar__walk","Miramar","walk",2,4,0.390956624365069
"Miramar__walk","Miramar","walk",4,4,92.3261163120676
"Miramar__walk","Miramar","walk",6,4,405.914381619662
"Miramar__walk","Miramar","walk",2,6,-23.954185402138
"Miramar__walk","Miramar","walk",4,6,405.914381619662
"Miramar__walk","Miramar","walk",6,6,4934.65109446059
"Nashville__walk","Nashville","walk",2,2,0.224161442694534
"Nashville__walk","Nashville","walk",4,2,0.304867449037957
"Nashville__walk","Nashville","walk",6,2,0.104534825621977
"Nashville__walk","Nashville","walk",2,4,0.304867449037957
"Nashville__walk","Nashville","walk",4,4,0.431304755891603
"Nashville__walk","Nashville","walk",6,4,0.207558500794537
"Nashville__walk","Nashville","walk",2,6,0.104534825621977
"Nashville__walk","Nashville","walk",4,6,0.207558500794537
"Nashville__walk","Nashville","walk",6,6,0.305170890595201
"New_York__walk","New_York","walk",2,2,0.0276562942836975
"New_York__walk","New_York","walk",4,2,0.0485229489504927
"New_York__walk","New_York","walk",6,2,0.0558103359543215
"New_York__walk","New_York","walk",2,4,0.0485229489504927
"New_York__walk","New_York","walk",4,4,0.0856344514361834
"New_York__walk","New_York","walk",6,4,0.0999230517355999
"New_York__walk","New_York","walk",2,6,0.0558103359543215
"New_York__walk","New_York","walk",4,6,0.0999230517355999
"New_York__walk","New_York","walk",6,6,0.12064052948496
"Newark__walk","Newark","walk",2,2,8.77563947602434
"Newark__walk","Newark","walk",4,2,13.1447584928465
"Newark__walk","Newark","walk",6,2,8.70083848271416
"Newark__walk","Newark","walk",2,4,13.1447584928465
"Newark__walk","Newark","walk",4,4,19.7907628753872
"Newark__walk","Newark","walk",6,4,13.4392575241578
"Newark__walk","Newark","walk",2,6,8.70083848271416
"Newark__walk","Newark","walk",4,6,13.4392575241578
"Newark__walk","Newark","walk",6,6,10.2528380613518
"Oklahoma_City__walk","Oklahoma_City","walk",2,2,0.00710209595797911
"Oklahoma_City__walk","Oklahoma_City","walk",4,2,0.013713401655405
"Oklahoma_City__walk","Oklahoma_City","walk",6,2,0.0193431311536646
"Oklahoma_City__walk","Oklahoma_City","walk",2,4,0.013713401655405
"Oklahoma_City__walk","Oklahoma_City","walk",4,4,0.0264920764087211
"Oklahoma_City__walk","Oklahoma_City","walk",6,4,0.037401293900271
"Oklahoma_City__walk","Oklahoma_City","walk",2,6,0.0193431311536646
"Oklahoma_City__walk","Oklahoma_City","walk",4,6,0.037401293900271
"Oklahoma_City__walk","Oklahoma_City","walk",6,6,0.0528895206971133
"Orlando__walk","Orlando","walk",2,2,0.742869678689876
"Orlando__walk","Orlando","walk",4,2,0.96003308617565
"Orlando__walk","Orlando","walk",6,2,0.473269233230018
"Orlando__walk","Orlando","walk",2,4,0.96003308617565
"Orlando__walk","Orlando","walk",4,4,1.32173235892203
"Orlando__walk","Orlando","walk",6,4,0.86096700209518
"Orlando__walk","Orlando","walk",2,6,0.473269233230018
"Orlando__walk","Orlando","walk",4,6,0.86096700209518
"Orlando__walk","Orlando","walk",6,6,1.06928062017765
"Overland_Park__walk","Overland_Park","walk",2,2,0.0168093370488658
"Overland_Park__walk","Overland_Park","walk",4,2,0.0304399789355707
"Overland_Park__walk","Overland_Park","walk",6,2,0.0377150039450598
"Overland_Park__walk","Overland_Park","walk",2,4,0.0304399789355707
"Overland_Park__walk","Overland_Park","walk",4,4,0.0553427006058547
"Overland_Park__walk","Overland_Park","walk",6,4,0.0691739243684014
"Overland_Park__walk","Overland_Park","walk",2,6,0.0377150039450598
"Overland_Park__walk","Overland_Park","walk",4,6,0.0691739243684014
"Overland_Park__walk","Overland_Park","walk",6,6,0.0881239442364053
"Palm_Bay__walk","Palm_Bay","walk",2,2,52.9245212222086
"Palm_Bay__walk","Palm_Bay","walk",4,2,-397.179307531412
"Palm_Bay__walk","Palm_Bay","walk",6,2,-4160.53037297247
"Palm_Bay__walk","Palm_Bay","walk",2,4,-397.179307531412
"Palm_Bay__walk","Palm_Bay","walk",4,4,22329.5614107509
"Palm_Bay__walk","Palm_Bay","walk",6,4,342348.734576253
"Palm_Bay__walk","Palm_Bay","walk",2,6,-4160.53037297247
"Palm_Bay__walk","Palm_Bay","walk",4,6,342348.734576253
"Palm_Bay__walk","Palm_Bay","walk",6,6,5409231.02117515
"Philadelphia__walk","Philadelphia","walk",2,2,0.593886600016818
"Philadelphia__walk","Philadelphia","walk",4,2,0.912396568270686
"Philadelphia__walk","Philadelphia","walk",6,2,0.68015341486625
"Philadelphia__walk","Philadelphia","walk",2,4,0.912396568270686
"Philadelphia__walk","Philadelphia","walk",4,4,1.40937668734141
"Philadelphia__walk","Philadelphia","walk",6,4,1.07552379451802
"Philadelphia__walk","Philadelphia","walk",2,6,0.68015341486625
"Philadelphia__walk","Philadelphia","walk",4,6,1.07552379451802
"Philadelphia__walk","Philadelphia","walk",6,6,0.901328132114276
"Phoenix__walk","Phoenix","walk",2,2,0.024797597289161
"Phoenix__walk","Phoenix","walk",4,2,0.0405954920897323
"Phoenix__walk","Phoenix","walk",6,2,0.0394621787529206
"Phoenix__walk","Phoenix","walk",2,4,0.0405954920897323
"Phoenix__walk","Phoenix","walk",4,4,0.067022477650813
"Phoenix__walk","Phoenix","walk",6,4,0.0667832614067552
"Phoenix__walk","Phoenix","walk",2,6,0.0394621787529206
"Phoenix__walk","Phoenix","walk",4,6,0.0667832614067552
"Phoenix__walk","Phoenix","walk",6,6,0.0712212435684606
"Raleigh__walk","Raleigh","walk",2,2,0.110137343918486
"Raleigh__walk","Raleigh","walk",4,2,0.156651156441736
"Raleigh__walk","Raleigh","walk",6,2,0.0816149357945097
"Raleigh__walk","Raleigh","walk",2,4,0.156651156441736
"Raleigh__walk","Raleigh","walk",4,4,0.233035252944253
"Raleigh__walk","Raleigh","walk",6,4,0.15536370015512
"Raleigh__walk","Raleigh","walk",2,6,0.0816149357945097
"Raleigh__walk","Raleigh","walk",4,6,0.15536370015512
"Raleigh__walk","Raleigh","walk",6,6,0.211391632749861
"Richmond__walk","Richmond","walk",2,2,0.119246091465333
"Richmond__walk","Richmond","walk",4,2,0.192055363429134
"Richmond__walk","Richmond","walk",6,2,0.171991032493958
"Richmond__walk","Richmond","walk",2,4,0.192055363429134
"Richmond__walk","Richmond","walk",4,4,0.313836524336195
"Richmond__walk","Richmond","walk",6,4,0.295069251315843
"Richmond__walk","Richmond","walk",2,6,0.171991032493958
"Richmond__walk","Richmond","walk",4,6,0.295069251315843
"Richmond__walk","Richmond","walk",6,6,0.320321850014399
"Riverside__walk","Riverside","walk",2,2,21.8978737311939
"Riverside__walk","Riverside","walk",4,2,37.970932522957
"Riverside__walk","Riverside","walk",6,2,42.3943699670997
"Riverside__walk","Riverside","walk",2,4,37.970932522957
"Riverside__walk","Riverside","walk",4,4,65.9113593640564
"Riverside__walk","Riverside","walk",6,4,73.7907680164729
"Riverside__walk","Riverside","walk",2,6,42.3943699670997
"Riverside__walk","Riverside","walk",4,6,73.7907680164729
"Riverside__walk","Riverside","walk",6,6,83.191223936664
"Sacramento__walk","Sacramento","walk",2,2,1.46016003804223
"Sacramento__walk","Sacramento","walk",4,2,2.81743384615603
"Sacramento__walk","Sacramento","walk",6,2,3.96893607873532
"Sacramento__walk","Sacramento","walk",2,4,2.81743384615603
"Sacramento__walk","Sacramento","walk",4,4,5.4364765649615
"Sacramento__walk","Sacramento","walk",6,4,7.65873632160797
"Sacramento__walk","Sacramento","walk",2,6,3.96893607873532
"Sacramento__walk","Sacramento","walk",4,6,7.65873632160796
"Sacramento__walk","Sacramento","walk",6,6,10.7902650696197
"San_Antonio__walk","San_Antonio","walk",2,2,0.0108763084561297
"San_Antonio__walk","San_Antonio","walk",4,2,0.0195335877088602
"San_Antonio__walk","San_Antonio","walk",6,2,0.0242426086251837
"San_Antonio__walk","San_Antonio","walk",2,4,0.0195335877088602
"San_Antonio__walk","San_Antonio","walk",4,4,0.0352181243494429
"San_Antonio__walk","San_Antonio","walk",6,4,0.0440506470743594
"San_Antonio__walk","San_Antonio","walk",2,6,0.0242426086251837
"San_Antonio__walk","San_Antonio","walk",4,6,0.0440506470743594
"San_Antonio__walk","San_Antonio","walk",6,6,0.0559552663885481
"San_Bernardino__walk","San_Bernardino","walk",2,2,69.4981133687756
"San_Bernardino__walk","San_Bernardino","walk",4,2,104.673573816595
"San_Bernardino__walk","San_Bernardino","walk",6,2,71.2037438374143
"San_Bernardino__walk","San_Bernardino","walk",2,4,104.673573816595
"San_Bernardino__walk","San_Bernardino","walk",4,4,158.74076643936
"San_Bernardino__walk","San_Bernardino","walk",6,4,111.59518434254
"San_Bernardino__walk","San_Bernardino","walk",2,6,71.2037438374143
"San_Bernardino__walk","San_Bernardino","walk",4,6,111.59518434254
"San_Bernardino__walk","San_Bernardino","walk",6,6,90.3620212660652
"San_Jose__walk","San_Jose","walk",2,2,0.508642865244618
"San_Jose__walk","San_Jose","walk",4,2,0.980926574793386
"San_Jose__walk","San_Jose","walk",6,2,1.38049228038809
"San_Jose__walk","San_Jose","walk",2,4,0.980926574793386
"San_Jose__walk","San_Jose","walk",4,4,1.89185414486454
"San_Jose__walk","San_Jose","walk",6,4,2.66278345954114
"San_Jose__walk","San_Jose","walk",2,6,1.38049228038809
"San_Jose__walk","San_Jose","walk",4,6,2.66278345954114
"San_Jose__walk","San_Jose","walk",6,6,3.74867249771167
"Scottsdale__walk","Scottsdale","walk",2,2,0.186500407728832
"Scottsdale__walk","Scottsdale","walk",4,2,0.307919564048073
"Scottsdale__walk","Scottsdale","walk",6,2,0.303936917403871
"Scottsdale__walk","Scottsdale","walk",2,4,0.307919564048073
"Scottsdale__walk","Scottsdale","walk",4,4,0.512952842042535
"Scottsdale__walk","Scottsdale","walk",6,4,0.519685528268897
"Scottsdale__walk","Scottsdale","walk",2,6,0.303936917403871
"Scottsdale__walk","Scottsdale","walk",4,6,0.519685528268897
"Scottsdale__walk","Scottsdale","walk",6,6,0.565297072898317
"St_Louis__walk","St_Louis","walk",2,2,0.0329298503968915
"St_Louis__walk","St_Louis","walk",4,2,0.0562247120122554
"St_Louis__walk","St_Louis","walk",6,2,0.0604096945445327
"St_Louis__walk","St_Louis","walk",2,4,0.0562247120122554
"St_Louis__walk","St_Louis","walk",4,4,0.0967489464338546
"St_Louis__walk","St_Louis","walk",6,4,0.106131176027681
"St_Louis__walk","St_Louis","walk",2,6,0.0604096945445327
"St_Louis__walk","St_Louis","walk",4,6,0.106131176027681
"St_Louis__walk","St_Louis","walk",6,6,0.122712698190603
"St_Petersburg__walk","St_Petersburg","walk",2,2,0.694137695488776
"St_Petersburg__walk","St_Petersburg","walk",4,2,0.430513776392044
"St_Petersburg__walk","St_Petersburg","walk",6,2,-0.419927040059683
"St_Petersburg__walk","St_Petersburg","walk",2,4,0.430513776392044
"St_Petersburg__walk","St_Petersburg","walk",4,4,0.595039398932213
"St_Petersburg__walk","St_Petersburg","walk",6,4,0.499262946608046
"St_Petersburg__walk","St_Petersburg","walk",2,6,-0.419927040059683
"St_Petersburg__walk","St_Petersburg","walk",4,6,0.499262946608046
"St_Petersburg__walk","St_Petersburg","walk",6,6,2.02873957476496
"Tallahassee__walk","Tallahassee","walk",2,2,0.814628061171623
"Tallahassee__walk","Tallahassee","walk",4,2,0.173051890409448
"Tallahassee__walk","Tallahassee","walk",6,2,-1.15013725508139
"Tallahassee__walk","Tallahassee","walk",2,4,0.173051890409448
"Tallahassee__walk","Tallahassee","walk",4,4,0.552917070789668
"Tallahassee__walk","Tallahassee","walk",6,4,0.69060216661987
"Tallahassee__walk","Tallahassee","walk",2,6,-1.15013725508139
"Tallahassee__walk","Tallahassee","walk",4,6,0.69060216661987
"Tallahassee__walk","Tallahassee","walk",6,6,3.39796620042302
"Tampa__walk","Tampa","walk",2,2,0.871414339240846
"Tampa__walk","Tampa","walk",4,2,0.990504850294263
"Tampa__walk","Tampa","walk",6,2,0.13072644297569
"Tampa__walk","Tampa","walk",2,4,0.990504850294263
"Tampa__walk","Tampa","walk",4,4,1.30730210986657
"Tampa__walk","Tampa","walk",6,4,0.704481723311608
"Tampa__walk","Tampa","walk",2,6,0.13072644297569
"Tampa__walk","Tampa","walk",4,6,0.704481723311608
"Tampa__walk","Tampa","walk",6,6,1.72444441357586
"Tucson__walk","Tucson","walk",2,2,0.0218624472777251
"Tucson__walk","Tucson","walk",4,2,0.0386921728226462
"Tucson__walk","Tucson","walk",6,2,0.0459377497518527
"Tucson__walk","Tucson","walk",2,4,0.0386921728226462
"Tucson__walk","Tucson","walk",4,4,0.0686406982123689
"Tucson__walk","Tucson","walk",6,4,0.0819358892635
"Tucson__walk","Tucson","walk",2,6,0.0459377497518527
"Tucson__walk","Tucson","walk",4,6,0.0819358892635
"Tucson__walk","Tucson","walk",6,6,0.0989967937421563
"Virginia_Beach__walk","Virginia_Beach","walk",2,2,0.130629078058953
"Virginia_Beach__walk","Virginia_Beach","walk",4,2,0.179003610656147
"Virginia_Beach__walk","Virginia_Beach","walk",6,2,0.0967964195338078
"Virginia_Beach__walk","Virginia_Beach","walk",2,4,0.179003610656147
"Virginia_Beach__walk","Virginia_Beach","walk",4,4,0.25573853701509
"Virginia_Beach__walk","Virginia_Beach","walk",6,4,0.169171171475506
"Virginia_Beach__walk","Virginia_Beach","walk",2,6,0.0967964195338078
"Virginia_Beach__walk","Virginia_Beach","walk",4,6,0.169171171475506
"Virginia_Beach__walk","Virginia_Beach","walk",6,6,0.199584857981542
"Visalia__walk","Visalia","walk",2,2,0.150321065796071
"Visalia__walk","Visalia","walk",4,2,0.283329078812149
"Visalia__walk","Visalia","walk",6,2,0.381711069318242
"Visalia__walk","Visalia","walk",2,4,0.283329078812149
"Visalia__walk","Visalia","walk",4,4,0.534584616820974
"Visalia__walk","Visalia","walk",6,4,0.721693006783223
"Visalia__walk","Visalia","walk",2,6,0.381711069318242
"Visalia__walk","Visalia","walk",4,6,0.721693006783223
"Visalia__walk","Visalia","walk",6,6,0.97821669715176
"Washington__walk","Washington","walk",2,2,0.086003986171636
"Washington__walk","Washington","walk",4,2,0.139555847918365
"Washington__walk","Washington","walk",6,2,0.128203486442827
"Washington__walk","Washington","walk",2,4,0.139555847918365
"Washington__walk","Washington","walk",4,4,0.227355523748629
"Washington__walk","Washington","walk",6,4,0.211642834900648
"Washington__walk","Washington","walk",2,6,0.128203486442827
"Washington__walk","Washington","walk",4,6,0.211642834900648
"Washington__walk","Washington","walk",6,6,0.205553912513962
