cehwi,rr,rr_low,rr_high,pi_low,pi_high
0,1,1,1,1,1
0.35214428857715424,0.9953736664926071,0.99088905291748,0.9998785767486381,37.419227499008336,0.026724228874754334
0.7042885771543085,0.9907790824615358,0.9818823949216348,0.9997563815386149,37.436440834110634,0.02671194103176707
1.0564328657314628,0.9862263045837305,0.9729997653699038,0.9996326396678146,37.4651054613305,0.02669150367218763
1.408577154308617,0.9817252029792066,0.9642601398708049,0.9995066002559183,37.50518284873329,0.026662981594656437
1.7607214428857711,0.97728546601556,0.9556817476482834,0.999377548473122,37.55661467766347,0.026626468029205597
2.1128657314629256,0.9729166060811203,0.9472820923976067,0.9992448183968196,37.61931822092233,0.02658208727035996
2.4650100200400797,0.9686279662956748,0.9390779761378185,0.99910780673276,37.69318003219461,0.026529998242278235
2.817154308617234,0.9644287281294656,0.9310855255628269,0.9989659876617389,37.778047645055636,0.02647039914279105
3.169298597194388,0.9603279199031931,0.9233202203840792,0.9988189291056228,37.87371888282253,0.026403533360267555
3.5214428857715423,0.9563344261440301,0.9157969231408846,0.9986663107488238,37.97992826299884,0.02632969691452075
3.8735871743486965,0.9524569977751459,0.9085299099278143,0.9985079442050755,38.09632983608193,0.0262492477438831
4.225731462925851,0.9487042631189643,0.9015329014497543,0.9983437957868688,38.22247562073469,0.026162617249666745
4.577875751503005,0.9450847396973124,0.8948190937609737,0.9981740124192374,38.35778857695281,0.0260703246224379
4.9300200400801595,0.9416068468147668,0.8884011879711171,0.997998951344573,38.50152878539773,0.025972994619872458
5.282164328657314,0.9382789189148473,0.8822914181033896,0.9978192143957253,38.652751162249785,0.02587137965425473
5.634308617234468,0.935109219702274,0.8765015761622087,0.9976356877769843,38.81025262090371,0.02576638729378914
5.986452905811622,0.9321059570282564,0.8710430333014754,0.9974495884945046,38.972506080030485,0.02565911460624289
6.338597194388776,0.9292772985397499,0.8659267557705689,0.9972625188291774,39.137578098218995,0.025550891204622245
6.69074148296593,0.9266313880977969,0.8611633140409813,0.9970765305582773,39.30302617941853,0.025443333432774225
7.042885771543085,0.9241763629744535,0.8567628831668712,0.9968942010228704,39.46577094254816,0.025338412911171514
7.395030060120239,0.9219201373914963,0.8527347991427942,0.9967187226114712,39.62192098242304,0.025238554194371772
7.747174348697393,0.9198639246816985,0.8490756458853247,0.996553892496285,39.766284728151916,0.02514693054269829
8.099318637274548,0.9180014755440488,0.8457682788536882,0.9964037788733815,39.89287931717856,0.02506713020259189
8.451462925851702,0.9163263020951451,0.8427953610225933,0.9962725600347176,39.995694121201915,0.025002691463976746
8.803607214428856,0.914832072235891,0.8401400785476293,0.9961644989466693,40.06868937845509,0.024957142734438907
9.15575150300601,0.9135125979514935,0.8377861015688031,0.9960839229171116,40.10578442893587,0.024934059119873776
9.507895791583165,0.9123618241356319,0.8357175474923421,0.9960352042838078,40.10087133122333,0.024937114002841636
9.860040080160319,0.9113738179130184,0.8339189476128055,0.9960227410050482,40.047853520053906,0.024970127287827087
10.212184368737473,0.9105427584366075,0.832375217707539,0.99605093628899,39.94070936221098,0.02503711165796489
10.564328657314627,0.9098629271376222,0.8310716330860001,0.996124176571161,39.77358030332103,0.02514231789981707
10.916472945891782,0.9093286984083746,0.8299938084729642,0.9962468072748316,39.54088275423578,0.025290280093528662
11.268617234468936,0.9089345306995554,0.8291276830247879,0.9964231058888933,39.237441942259174,0.025485861220809824
11.62076152304609,0.9086749580152795,0.8284595107068065,0.9966572519876393,38.858644671290676,0.02573429949652398
11.972905811623244,0.908544581790691,0.8279758561871887,0.9969532939069217,38.40060635119891,0.026041255464935617
12.325050100200398,0.908538063138366,0.8276635963209256,0.9973151118889488,37.860345870034024,0.026412859603363713
12.677194388777552,0.908650115451111,0.8275099272022334,0.9977463776184279,37.23596004491416,0.026855759829847173
13.029338677354707,0.9088754973500313,0.8275023766517795,0.9982505101986892,36.526787703596405,0.02737716790522865
13.38148296593186,0.9092090059679652,0.8276288218761242,0.9988306287585842,35.73355216759523,0.02798490324471141
13.733627254509015,0.9096454705595187,0.8278775118921654,0.9994895020378665,34.85847029948823,0.028687432104979125
14.08577154308617,0.9101797464300255,0.8282370941529821,1.000229495466679,33.90531659778958,0.029493899492600343
14.437915831663323,0.9108067091767778,0.8286966446494392,1.001052516427602,32.879432268010994,0.030414150458824025
14.790060120240478,0.9115212492368419,0.829245700602545,1.0019599585582015,31.787671852746758,0.03145873672763457
