cehwi,rr,rr_low,rr_high,reliability
0,1,1,1,STABLE
0.10628256513026055,0.9987612511100301,0.9914898155866532,1.0060860142357075,STABLE
0.2125651302605211,0.9975243405584853,0.9830560092600444,1.0122056125323196,STABLE
0.3188476953907816,0.9962895687791503,0.9747017844345987,1.0183554813474818,STABLE
0.4251302605210422,0.9950572347092389,0.9664302172259585,1.024532224571053,STABLE
0.5314128256513028,0.993827635796335,0.9582442590793107,1.0307323631883976,STABLE
0.6376953907815632,0.9926010680062265,0.9501467395055042,1.0369523350886516,STABLE
0.7439779559118238,0.991377825831622,0.9421403689142936,1.0431884950256725,STABLE
0.8502605210420844,0.9901582023017468,0.9342277415343871,1.049437114739479,STABLE
0.956543086172345,0.9889424889928058,0.9264113384103222,1.0556943832461072,STABLE
1.0628256513026055,0.9877309760393085,0.9186935304665244,1.0619564073038987,STABLE
1.169108216432866,0.9865239521462486,0.91107658162923,1.0682192120643457,STABLE
1.2753907815631265,0.9853217046021286,0.903562651997272,1.0744787419157025,STABLE
1.381673346693387,0.9841245192928256,0.8961538010530269,1.0807308615276714,STABLE
1.4879559118236476,0.9829326807162871,0.8888519909051149,1.0869713571055544,STABLE
1.5942384769539082,0.9817464719980532,0.8816590895547132,1.0931959378623433,STABLE
1.7005210420841688,0.9805661749075958,0.8745768741776021,1.0994002377173056,STABLE
1.8068036072144293,0.9793920698754697,0.8676070344142967,1.1055798172296962,STABLE
1.91308617234469,0.9782244360112679,0.8607511756608287,1.1117301657763055,STABLE
2.0193687374749505,0.9770635511223743,0.8540108223529345,1.1178467039816247,STABLE
2.125651302605211,0.9759096917335095,0.8473874212365624,1.1239247864094921,STABLE
2.2319338677354716,0.97476313310706,0.8408823446177482,1.1299597045251568,STABLE
2.338216432865732,0.9736241492641878,0.8344968935850027,1.1359466899367854,STABLE
2.444498997995993,0.9724930130067142,0.8282323011974194,1.1418809179255227,STABLE
2.550781563126253,0.9713699959397691,0.8220897356317356,1.1477575112733258,STABLE
2.6570641282565135,0.9702553684952047,0.8160703032815565,1.1535715443978969,STABLE
2.763346693386774,0.9691493999557647,0.8101750518018903,1.1593180478041811,STABLE
2.8696292585170347,0.968052358480006,0.8044049730920177,1.1649920128620366,STABLE
2.9759118236472952,0.9669645111279668,0.7987610062095495,1.1705883969198811,STABLE
3.082194388777556,0.9658861238875762,0.7932440402082807,1.1761021287643167,STABLE
3.1884769539078164,0.9648174617018029,0.78785491689215,1.1815281144359955,STABLE
3.294759519038077,0.9637587884965356,0.7825944334772208,1.1868612434122887,STABLE
3.4010420841683375,0.9627103672091932,0.7774633451531392,1.1920963951676757,STABLE
3.507324649298598,0.9616724598180603,0.7724623675349589,1.1972284461231892,STABLE
3.6136072144288587,0.9606453273723443,0.767592178995563,1.2022522769967579,STABLE
3.7198897795591193,0.9596292300229514,0.7628534228681286,1.2071627805668674,STABLE
3.82617234468938,0.9586244270539765,0.7582467095071805,1.2119548698626597,STABLE
3.9324549098196404,0.9576311769149074,0.753772618195732,1.2166234867943935,STABLE
4.038737474949901,0.9566497372535364,0.7494316988848058,1.2211636112391495,STABLE
4.145020040080161,0.9556803649495818,0.7452244737502519,1.225570270597755,STABLE
4.251302605210422,0.9547233161490127,0.7411514385502089,1.2298385498402007,STABLE
4.357585170340682,0.9537788462990785,0.7372130637647557,1.233963602058311,STABLE
4.463867735470943,0.9528472101840402,0.7334097954972776,1.2379406595461524,STABLE
4.570150300601203,0.9519286619616019,0.7297420561147584,1.241765045430659,STABLE
4.676432865731464,0.9510234552000428,0.7262102446016022,1.2454321858772526,STABLE
4.782715430861725,0.9501318429160487,0.7228147365986425,1.248937622897854,STABLE
4.888997995991986,0.9492540776132409,0.7195558840956663,1.2522770277917206,STABLE
4.995280561122246,0.9483904113214058,0.7164340147420335,1.2554462152529822,STABLE
5.101563126252506,0.9475410956364216,0.7134494307357384,1.2584411581826997,STABLE
5.207845691382767,0.9467063817608874,0.7106024072465175,1.2612580032477554,STABLE
5.314128256513027,0.9458865205454493,0.7078931903232556,1.263893087233988,STABLE
5.420410821643288,0.945081762530832,0.7053219942299469,1.2663429542467837,STABLE
5.526693386773548,0.9442923579905715,0.7028889981477388,1.2686043738188826,STABLE
5.632975951903809,0.9435185569744544,0.7005943421730453,1.2706743599925798,STABLE
5.739258517034069,0.942760609352664,0.6984381225332893,1.2725501914518478,STABLE
5.84554108216433,0.9420187648606377,0.6964203859324091,1.2742294327893036,STABLE
5.9518236472945905,0.9412932731446372,0.694541122927775,1.2757099570034853,STABLE
6.0581062124248515,0.9405843838080352,0.6928002602284793,1.2769899693336946,STABLE
6.164388777555112,0.9398923464583238,0.6911976517920165,1.278068032552794,STABLE
6.270671342685373,0.9392174107548451,0.68973306858206,1.2789430938529598,STABLE
6.376953907815633,0.9385598264572543,0.6884061868342676,1.2796145134755232,STABLE
6.483236472945894,0.937919843474713,0.6872165746597816,1.2800820952537963,STABLE
6.589519038076154,0.937297711915825,0.6861636767972765,1.2803461192571943,STABLE
6.695801603206415,0.9366936821393154,0.6852467973040542,1.2804073767460387,STABLE
6.802084168336675,0.9361080048054609,0.6844650799549122,1.2802672076690678,STABLE
6.908366733466935,0.9355409309282787,0.6838174860944424,1.2799275409597688,STABLE
7.014649298597196,0.9349927119284794,0.6833027696644167,1.2793909379128008,STABLE
7.120931863727456,0.9344635996871916,0.6829194491034166,1.2786606389476385,STABLE
7.227214428857717,0.9339538463996416,0.6826657745572878,1.2777406158531335,STABLE
7.3334969939879775,0.9334635004993803,0.6825384511001659,1.2766373899668857,STABLE
7.4397795591182385,0.9329920224643022,0.6825303574962633,1.275363219264272,STABLE
7.546062124248499,0.9325387694716805,0.6826335984330519,1.273931664898916,STABLE
7.65234468937876,0.9321031009858317,0.6828401441833927,1.2723566390585008,STABLE
7.75862725450902,0.9316843786376654,0.6831418150788765,1.270652391988665,STABLE
7.864909819639281,0.9312819661087054,0.6835302673523639,1.2688334984180076,STABLE
7.971192384769541,0.9308952290195478,0.6839969806542913,1.2669148430778525,STABLE
8.077474949899802,0.9305235348227214,0.6845332475841196,1.264911604972947,STABLE
8.183757515030063,0.9301662526999198,0.6851301656159011,1.2628392400209485,STABLE
8.290040080160322,0.9298227534635755,0.6857786318338246,1.2607134616409053,STABLE
8.396322645290583,0.9294924094627479,0.6864693409278118,1.2585502188359452,STABLE
8.502605210420844,0.9291745944933005,0.6871927869283695,1.2563656712854638,STABLE
8.608887775551104,0.9288686837123419,0.6879392691810704,1.2541761609401665,STABLE
8.715170340681365,0.9285740535569088,0.6886989030708472,1.2519981796027462,STABLE
8.821452905811626,0.9282900816668711,0.6894616360009355,1.2498483319816174,STABLE
8.927735470941887,0.9280161468120376,0.6902172691066945,1.247743293729056,STABLE
9.034018036072146,0.9277516288234461,0.6909554851364073,1.24569976402262,STABLE
9.140300601202407,0.9274959085288207,0.6916658828554639,1.2437344123238574,STABLE
