city,cluster,is_outlier,beta_max_abs,outlier_assigned_by,peak_lag,peak_val,early_auc,late_auc,ratio_early_late,monotone,decay_slope,n_sig,beta_lag1,pval_lag1,beta_lag2,pval_lag2,beta_lag3,pval_lag3,beta_lag4,pval_lag4,beta_lag5,pval_lag5,beta_lag6,pval_lag6,beta_lag7,pval_lag7,beta_lag8,pval_lag8,beta_lag9,pval_lag9,beta_lag10,pval_lag10,beta_lag11,pval_lag11,beta_lag12,pval_lag12
Newark,2,1,11.544311420703917,assign_nearest (r=+0.29),4.0,-10.089832074782962,-18.126308741991682,-31.543719532351044,-0.557786550941533,0.0,-0.05141856530954497,9.0,0.3438905176755744,0.0546911784441732,1.442502806343932,7.674184771109666e-16,-11.544311420703847,0.0,-11.544311420703917,0.0,2.135649986903685,8.070119061582733e-33,1.0370376982354312,6.875179000684662e-09,-11.544311420703844,0.0,0.3438905176755745,0.0546911784441734,0.3438905176755745,0.0546911784441731,1.4425028063437482,7.674184771656833e-16,-11.54431142070388,0.0,-11.544311420703863,0.0
Oklahoma City,1,0,0.5440953692637056,,2.0,0.5440953692637056,2.485006351062718,1.787300061867956,1.3903680829605571,-3.0,-0.02537766475842813,12.0,0.4820001440620398,1.0972381681626955e-34,0.5440953692637056,1.500235428563893e-65,0.3974256484020902,1.068733827716508e-07,0.3857286146661183,4.066448652919072e-09,0.3532589821208258,2.1992960364985923e-14,0.3224975925479383,1.1222247444350109e-05,0.3772380712343492,3.3113904707485445e-22,0.3881655537184815,1.1396045580808635e-20,0.364708990569766,1.5210992700868312e-14,0.3020614382717382,1.2362713899557089e-08,0.1761754518748469,0.0138337117658257,0.1789505561987743,0.007309230708404
Orlando,3,0,0.5520543988914834,,1.0,-0.5520543988914834,-2.48619059992022,-1.1264793216862077,-2.207043081053282,1.0,0.02880206639750185,8.0,-0.5520543988914834,2.7130841016115923e-05,-0.4316192089309569,0.00018398619922907396,-0.487035669857864,0.0002787867945421974,-0.2843207975739333,0.0052346399037731,-0.284320797545081,0.0081687873651655,-0.4468397271209008,2.40538932874378e-10,-0.1230526500352767,0.2919333862617287,-0.0413746190197987,0.7118112174117575,-0.2122835018846457,0.0016796632421866,-0.357875494826375,0.0017807674073069,-0.1370550101467757,0.1198055058450482,-0.2548380457733359,0.0994751967811768
Overland Park,3,0,0.6252565516061706,,8.0,0.6252565516061706,2.0534346308024993,2.72736547598321,0.7529001507075577,3.0,0.01591535120715338,12.0,0.1149415482709302,1.0100157181394032e-07,0.3768953759970633,6.091613774078696e-20,0.2766852417426113,0.0003773283038891658,0.5287408029521725,1.1913344522603437e-17,0.2926069318480753,1.2099977513090362e-08,0.463564729991647,5.0347479888158294e-256,0.5244274482947335,3.1101734070610324e-15,0.6252565516061706,1.135918211497123e-12,0.3630714213904563,2.5689362242495993e-28,0.3873311966543352,9.445074978781267e-10,0.4484239661819076,3.6137953260878e-12,0.3788548918556067,0.0003247995823819663
Palm Bay,4,0,0.6367847676762046,,6.0,0.6367847676762046,0.6089961694460359,-0.1064702978218811,5.225434563169655,1.0,-0.0008553584043064909,12.0,-0.1543428212438053,0.0,-0.5730531559634121,0.0,0.302415581251752,0.0,0.3824582889252951,0.0,0.0147335088000015,0.0,0.6367847676762046,0.0,0.1865837657266561,0.0,0.3872544611887521,0.0,-0.4012028991730793,0.0,-0.4012028991688044,0.0,0.1333392512078506,0.0,-0.0112419776032562,0.0
Philadelphia,2,0,0.4477750788180096,,4.0,0.4477750788180096,1.9962404274518952,1.813458881192556,1.1007910614152325,-1.0,-0.007521466588506414,12.0,0.4258908653263229,1.486435161017868e-13,0.306345714676494,2.9174152443865205e-08,0.3604129359468854,3.937781159222243e-09,0.4477750788180096,1.1854567899941681e-08,0.2639986140979203,1.884869993099933e-05,0.1918172185862632,8.639849790416952e-05,0.1736898339938334,2.4061005251082937e-05,0.3796127875565568,1.0485328856754809e-17,0.3544858374788698,9.058672433604696e-17,0.3721407727175015,5.582214144974562e-26,0.2612092120103426,5.909731639484517e-13,0.272320437435452,1.1923099478785245e-08
Phoenix,1,0,0.2510342928351145,,11.0,-0.2510342928351145,-0.2151788169984114,-0.8170399982353699,-0.2633635490301596,-3.0,-0.015762511512808258,5.0,-0.0215056474504974,0.5540394947887646,-0.1267752779651512,4.151392164300784e-06,-0.0184880661037945,0.7489691036913342,-0.0332738284386594,0.4815088996375444,-0.0060881403929655,0.8805310458367559,-0.0090478566473434,0.8525511205474676,-0.0292637184851805,0.4806785457877485,-0.0381232504798006,0.3468641336403334,-0.1954904232568046,1.5166509653975764e-05,-0.12652246690917,0.0198763826368038,-0.2510342928351145,5.39385238332581e-10,-0.1766058462692998,0.0076880829877841
Raleigh,3,0,0.3830877644252203,,1.0,-0.3830877644252203,-0.8545022809865772,0.36229711514805296,-2.345662724508562,3.0,0.03446572320158545,6.0,-0.3830877644252203,2.249917327102292e-06,-0.1874472845523173,5.618520937280258e-05,-0.1331100369644421,0.0491059785275638,0.0368537840169849,0.5475541016821168,0.1019034507828141,0.0067686207615834,-0.2896144298443965,5.325421453099626e-05,0.0175280675967551,0.5506035060382406,0.0744169098696537,0.2821456369014477,-0.0275130706914042,0.6512369423638003,-0.0275130706913842,0.6747404652353146,0.1324912843873291,0.0706636801200157,0.1928869946771035,0.0080105392048482
Richmond,4,0,0.2368372705350137,,10.0,0.2368372705350137,0.2957853403470463,0.8352529052783981,0.3541262584680262,-1.0,0.011295026275446412,8.0,-0.0196823857982473,0.7286371607525666,0.1041558776206526,0.230391815589323,0.172769889470494,0.0038091122958789,0.1699138064432397,7.762913809045756e-20,-0.0650413280328521,0.0026937463954102,-0.0663305193562406,0.0097006733821293,0.0727004288343439,0.0348036889536304,0.1784265083785198,0.0533025741748367,-0.0038950484154109,0.9638592998900132,0.2368372705350137,0.0122707651839416,0.1803044432027415,1.3245358640584924e-09,0.1708793027431901,0.0010119174704899
Riverside,4,0,0.3814798321429049,,3.0,-0.3814798321429049,-0.8522820057679955,-0.14264110509951072,-2.345662724508562,3.0,0.03422966897061093,6.0,-0.1891079394954974,0.0101640461502945,-0.0493459971203394,0.6426806627586071,-0.3814798321429049,6.386801449868628e-17,-0.267069480965226,0.4531338583420608,0.2491469914356992,0.0466384460576182,-0.2144257474797271,0.2625904313203653,-0.3516268689932866,0.10834928322653,-0.3226393321200508,0.0497158241899182,0.2163571686126758,4.4971277574305374e-14,-0.2404012338830108,0.0341832853564506,0.1995500502962333,0.4361333225266087,0.3561191109879283,0.1817708663847024
Sacramento,2,0,0.8551849014255875,,4.0,0.8551849014255875,1.181885599183587,2.584910450088712,0.45722479164345287,1.0,0.018930458738385697,6.0,0.5468835417713095,0.0217623755718747,-0.3975780670700554,0.0893056544131598,-0.0409031231312363,0.9065706553227568,0.8551849014255875,4.745523197100904e-06,0.2592014693192455,0.0762664835393707,-0.0409031231312636,0.7575496467872708,0.4291005061148427,0.0778204191712358,0.6009507630409616,5.769682978413702e-06,0.6769366700184689,3.553666348659152e-07,0.4291005061147351,0.0065453519398242,0.4897251279309751,0.0379346491489007,-0.0409031231312715,0.8216839620067444
San Antonio,2,0,0.2472066160661243,,1.0,0.2472066160661243,0.5407633176008179,0.0199534100763466,5.225434563169655,-1.0,-0.018890743187079836,2.0,0.2472066160661243,1.8431787257943428e-13,0.1843442911031339,8.665012447162998e-11,0.0431165638171247,0.3565806604707677,0.0541824459431643,0.2370487791993406,-0.0194922062387394,0.4094321021888579,0.03140560691001,0.6049463421021724,0.0680202884384985,0.4627090686614347,0.0020972665395131,0.972143320431708,0.0359494971666169,0.3173013767285871,-0.0488448735172641,0.1677876628621215,-0.009543502286055,0.871645811290495,-0.0277252662649628,0.6144497058436003
San Bernardino,2,0,1.6219671024740792,,3.0,-1.6219671024740792,-0.3119705270504558,0.7835451094534207,-0.39815209760670944,-3.0,0.020347849217290867,3.0,0.2760126843748926,0.4442501615545445,0.1526277940262199,0.748812341388171,-1.6219671024740792,0.0817850734581809,0.6806179905199043,5.774001512585205e-07,-0.523354813805941,0.0368238981968199,0.7240929203085473,0.1055921813144187,0.2132672965427961,0.6261890384961887,-0.1292235022827759,0.7981381488030428,0.969388786385527,0.0242817788123115,0.2762416058253483,0.3105174813754077,-0.4169055747346997,0.1713003081107585,-0.129223502282775,0.7445930703837194
San Jose,2,0,0.768132707901085,,1.0,0.768132707901085,2.8504906143321733,2.0583218291805587,1.385053821198132,1.0,-0.015875229817440897,9.0,0.768132707901085,1.1115021088057904e-10,0.2961469174512199,0.1005383338705741,0.571852798856293,8.164567925531402e-06,0.1783638817948638,0.2880569939598479,0.6638716975766373,0.0007995671850445956,0.3725198962357839,0.0159107833088194,0.1603453762921599,0.2264940591923149,0.1960634588943432,0.0292736975550607,0.4570772842639266,0.0006213678110291409,0.5597314383242478,4.4302834635316885e-30,0.3273994609551984,6.54735057779102e-05,0.3577048104506828,8.30322678668558e-06
Scottsdale,4,0,0.3324142996510354,,11.0,-0.3324142996510354,-0.7537281313862125,-0.8178206565795634,-0.921628970475771,-1.0,-0.00043167861694107663,9.0,-0.1618685042754302,0.0305366108949114,-0.2689496702741724,4.084401009931783e-114,-0.0078470977817172,0.8169934407012551,-0.1990972853199835,0.0,0.0034980686999559,0.9656016587400224,-0.1194636424348652,2.065461718630491e-07,-0.0157105618537375,0.0263951135774162,-0.0925433345075242,0.0007785988663479343,-0.2434925470704213,3.9746793768451256e-11,-0.1222112086759154,0.0454241502527521,-0.3324142996510354,2.8736961921150837e-29,-0.0114487048209295,0.8727654996535186
St. Louis,3,0,1.1233121645191655,,9.0,0.8903742903712821,1.5556926056126188,3.560974492131386,0.3047832608047878,1.0,0.04016244149980015,10.0,0.0418393027037339,0.4631075894440903,0.2364754991018391,2.4176575999966062e-22,0.2396682438817449,2.6001653389993813e-30,0.2056718338073286,0.1518604427810246,0.4363816255049965,3.3116349713724086e-10,0.3956561006129759,1.1875783185940716e-53,0.7184294928760686,0.0103172268350928,1.0939558490084391,5.673072512401908e-13,1.1233121645191655,2.573534054220222e-22,1.064766441628308,1.924602412698273e-06,0.7161911828357989,0.0284754101459153,0.3876025528433052,1.726502111538099e-09
St. Petersburg,3,0,0.5030136310087345,,1.0,-0.5030136310087345,-1.2238618231335794,-0.3486565685632829,-2.345662724508562,1.0,0.027373253807303658,6.0,-0.5030136310087345,0.0,-0.2600467377903434,0.0846833171383936,-0.0800753583416427,0.0945024427656178,-0.2886201102333744,0.0042252835306123,-0.1318195267076296,0.0452863462456377,0.0397135409481452,0.7440404795322058,0.0606464993119858,0.0956127980127509,-0.3202556705836332,3.6802522215255134e-20,0.1256197714689814,0.4225244586296236,-0.0106306647862256,0.5940584448664403,-0.0933223806312528,0.0402207002239184,-0.1107141233431385,0.0072224375444066
Tallahassee,4,0,0.3360904044309727,,5.0,-0.3360904044309727,-0.7718492178537921,-0.7885613578719711,-0.978805556908294,-1.0,-0.000863828319751657,3.0,-0.1642654429674887,0.1521355715072384,-0.085628238004393,0.0596372147005571,-0.026218879651666,0.7571262506357667,-0.1233096401524389,0.0188541834212417,-0.3360904044309727,0.0028627757671796,-0.0363366126468327,0.6414366134548246,-0.1600908137341908,0.1747278337909061,-0.0432847074233204,0.5980959497549132,-0.2044823130160819,0.0800354796727027,-0.2616407268559995,2.267509088815411e-06,0.1078923720258873,0.3252703777654795,-0.2269551688682658,0.0954531486696569
Tampa,3,0,0.3787653421246504,,1.0,-0.3787653421246504,-1.3038323807317356,0.1284199801040641,-2.345662724508562,3.0,0.03986451110028579,3.0,-0.3787653421246504,0.00023526922621384288,-0.2692724444354135,0.0912819168448823,-0.2169044589315879,0.016525138082286,-0.3475246413515677,0.0042982827368155,-0.1013915718116149,0.4412727904191128,0.010026077923099,0.9561455575384734,-0.1705578589624594,0.4469422513845522,0.2349072491325048,0.1696007293171395,0.018850916400005,0.8950686970730851,-0.056968324627052,0.6445966598903643,0.0462159116080982,0.5178383383388707,0.0559720865529675,0.3692532945243384
Tucson,1,0,0.4370640238704248,,12.0,-0.4370640238704248,-1.8821466678261851,-2.2478539897682315,-0.8373078674528941,1.0,-0.009397867831701396,12.0,-0.3185602188064715,2.3936354695930197e-12,-0.3012042251775879,8.411605231260279e-36,-0.2422363751176796,1.058022486163832e-16,-0.3290506683528547,1.7652058286479217e-07,-0.3669887183368541,1.0907012729006255e-09,-0.3241064620347373,8.617051780155675e-15,-0.3088292667749766,5.815143498550431e-05,-0.435146260541368,4.406995650668018e-12,-0.4341864201005475,0.0001639985934792356,-0.3088926799176498,0.0027112834911216,-0.3237353385632652,3.916315967358386e-07,-0.4370640238704248,4.903376435775955e-07
Virginia Beach,1,0,0.4200715740716694,,9.0,0.4200715740716694,1.194986429481749,1.6971343390263958,0.704119702184319,-1.0,0.0006689821369194216,9.0,0.255276892374621,4.198547084588767e-09,0.3189311076765565,5.480052253637581e-09,0.3113711578910668,5.282759043570194e-06,0.3045914709056358,1.4032376263959917e-17,-0.0608683025887698,0.0906164249283118,0.0656841032226384,0.4730919003045953,0.3620985256736393,5.3276765768410265e-96,0.1597884758080672,4.865131896559094e-06,0.4200715740716694,0.00020822188917238085,0.2845859667724347,4.919429471032219e-12,0.3275110114894486,2.363313494997136e-09,0.1430787852111366,0.4399834729333213
Visalia,1,0,0.5652075435805873,,3.0,0.5652075435805873,2.1451221217957475,1.3124542639038939,1.6344344685814958,-1.0,-0.02165290065438242,8.0,0.3464281836904089,2.5946864606798065e-12,0.4558043835354226,0.0,0.5652075435805873,4.931601081791234e-13,0.4720486592090771,0.00029215450961628253,0.2626762782628866,0.0382456003953274,0.0429570735173648,0.6135441191334295,0.3040833021202707,0.0597196517792661,-0.059882075081023,0.1390916867577076,0.2284581697051822,4.41260815775324e-53,0.1958485453136881,1.4549708390230342e-35,0.4265876941135284,2.2120526398262767e-43,0.2173586277322475,0.0583732637516347
Washington,2,0,0.2708512001012557,,2.0,0.2708512001012557,0.3372169680644091,0.1356286690182369,2.4863067978073925,-3.0,-0.014385326579237918,4.0,0.1825614521792673,0.0005511051274332229,0.2708512001012557,0.13516120175639,0.007715429873457,0.9494602165346124,-0.0148918398089043,0.9457358559989012,-0.1550558663591279,3.219052816673818e-05,0.0460365920784613,0.6793052986821052,0.0403145073989735,0.5684930680614704,0.0339774882468587,0.1934741572319687,0.0086667035315047,0.7919097465451427,0.2604630595326226,4.4681183865598473e-07,-0.0844766281877204,0.1418056295506073,-0.1233164615040022,5.479591742971192e-08
