group_label,indicator,model_type,lag,rr,rr_low,rr_high,log_rr,log_rr_se,n_cities,lag_profile_percentile,lag_profile_value_target,lag_profile_value_mean,lag_profile_value_median,lag_profile_source,meta_method,reliability,profile_warning
National,cehwi,composite_all,0,0.9833604253479351,0.9639123203891693,1.0032009195090035,-0.016779567494618678,0.010191517840141972,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,1,0.984043805596133,0.9706353292823727,0.9976375082576604,-0.016084865038526103,0.006999784800742962,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,2,0.9848064135189916,0.9742539076262261,0.9954732175220805,-0.015310191623969193,0.00549649604097418,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,3,0.9857272589427069,0.9736452212433256,0.9979592235680198,-0.01437557629248374,0.006292201346335235,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,4,0.9868857035924079,0.9715848042602178,1.0024275675005643,-0.01320104808560554,0.00797228255313234,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,5,0.9883616200096422,0.9705213358318726,1.0065298472503748,-0.011706636044870128,0.00929349806073631,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,6,0.990232315426778,0.9714752900928814,1.0093514971664672,-0.009815701335082574,0.009757012220365603,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,7,0.9925000222960647,0.9742932495295186,1.0110470279183066,-0.007528243956243009,0.009446275077755579,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,8,0.9950911850625919,0.9778063239943704,1.0126815937784572,-0.004920902743546229,0.008940182928793595,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,9,0.9979284998685652,0.9803634029232022,1.0158083093274513,-0.0020736486554567037,0.009060361269980015,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,10,1.0009339832405193,0.9806775933447357,1.021608779077659,0.0009335473495613842,0.010431159086047598,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,11,1.0040288082289763,0.9788471076187876,1.0298583301798887,0.004020714313043766,0.01295945660910854,63,0.95,36.90479999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
