variable_only,coefficient,se,z_value,p_value,ci_low,ci_high,significant,n_coefs,direction,star_label,mode,source_root,partition,indicator,model_type,base_model,activity_type,source_summary,sig,significance_label,effect_text,p_text,direction_significance
GDP,-0.0255271663440717,0.286932662065587,-0.0889657042189109,0.9291091660758534,-0.5879151839926222,0.5368608513044788,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.03 [-0.59, 0.54]",0.929,Negative; ns
GDP,-0.2145853572990255,0.487634235077476,-0.4400539212857602,0.6598980542275259,-1.1703484580508785,0.7411777434528275,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.21 [-1.17, 0.74]",0.660,Negative; ns
NDVI,-0.0833589159040808,0.1969096652076389,-0.4233358266907815,0.6720502585794988,-0.4693018597110531,0.3025840279028914,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.08 [-0.47, 0.30]",0.672,Negative; ns
NDVI,-0.0885812670603207,0.2101118642572257,-0.4215909814206239,0.6733235901640815,-0.5004005210044832,0.3232379868838417,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.09 [-0.50, 0.32]",0.673,Negative; ns
NDVI,-0.2507311535911311,0.4087139138003737,-0.6134637092721893,0.5395697716649435,-1.0518104246398636,0.5503481174576015,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.25 [-1.05, 0.55]",0.540,Negative; ns
NDVI,0.2932809467287477,0.5756236793763208,0.5095011849521428,0.6104009679554543,-0.8349414648488409,1.4215033583063366,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.29 [-0.83, 1.42]",0.610,Positive; ns
Unemployment,-0.2239055469982204,0.1415088435685395,-1.5822724668778188,0.1135873833506972,-0.5012628803925581,0.053451786396117,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.22 [-0.50, 0.05]",0.114,Negative; ns
Unemployment,-0.1802027128324352,0.1509646111139183,-1.1936752031007705,0.2326050439603182,-0.4760933506157151,0.1156879249508446,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.18 [-0.48, 0.12]",0.233,Negative; ns
Unemployment,0.1444162017118078,0.2976519469769334,0.4851848045294304,0.6275452599858158,-0.4389816143629816,0.7278140177865973,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.14 [-0.44, 0.73]",0.628,Positive; ns
Unemployment,0.171389963891074,0.4957901661510194,0.3456905271470594,0.7295753041093664,-0.8003587617649239,1.143138689547072,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.17 [-0.80, 1.14]",0.730,Positive; ns
Building Density,-0.0351708297006135,0.1887063567094273,-0.1863786165654719,0.8521478601341362,-0.4050352888510911,0.334693629449864,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.04 [-0.41, 0.33]",0.852,Negative; ns
Building Density,-0.054328076136271,0.2025941605003272,-0.2681621030048555,0.7885745443857792,-0.4514126307169124,0.3427564784443704,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.05 [-0.45, 0.34]",0.789,Negative; ns
Building Density,0.4470089857232002,0.427654506363699,1.045257279115495,0.2959040766023768,-0.3911938467496498,1.28521181819605,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.45 [-0.39, 1.29]",0.296,Positive; ns
Building Density,1.0287176381675378,0.5775802475603594,1.7810817501338336,0.0748990966481383,-0.1033396470507665,2.1607749233858424,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"1.03 [-0.10, 2.16]",0.075,Positive; ns
Population (20-55),0.2644633663971887,0.2400349917358989,1.101770056459799,0.2705616513092587,-0.2060052174051731,0.7349319501995506,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.26 [-0.21, 0.73]",0.271,Positive; ns
Population (20-55),0.1801671614390796,0.2562991950371165,0.7029564076976063,0.4820829163951928,-0.3221792608336689,0.6825135837118281,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.18 [-0.32, 0.68]",0.482,Positive; ns
Population (20-55),0.140833012228095,0.5194220143977996,0.2711340842789886,0.7862879076013346,-0.8772341359915921,1.158900160447782,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.14 [-0.88, 1.16]",0.786,Positive; ns
Population (20-55),-0.6223740784674537,0.8186882362052441,-0.7602088938669266,0.4471297295622223,-2.227003021429732,0.9822548644948248,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.62 [-2.23, 0.98]",0.447,Negative; ns
Urbanization Rate,-0.1290107932505685,0.1384672148286554,-0.9317064216985328,0.3514882668433908,-0.4004065343147332,0.142384947813596,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_all,composite,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.13 [-0.40, 0.14]",0.351,Negative; ns
Urbanization Rate,-0.1488145514147177,0.1514700837588124,-0.9824682717656436,0.3258692064892863,-0.4456959155819902,0.1480668127525546,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_ride,composite,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.15 [-0.45, 0.15]",0.326,Negative; ns
Urbanization Rate,0.043949677701783,0.2858156890718207,0.153769297425584,0.8777916429778942,-0.5162490728789856,0.6041484282825517,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_run,composite,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"0.04 [-0.52, 0.60]",0.878,Positive; ns
Urbanization Rate,-0.3053938474652076,0.4396272639766808,-0.6946653960965593,0.487265018739507,-1.167063284859502,0.5562755899290868,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,NATIONAL,cehwi,composite_walk,composite,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False,ns,"-0.31 [-1.17, 0.56]",0.487,Negative; ns
