variable_only,coefficient,se,z_value,p_value,ci_low,ci_high,significant,n_coefs,direction,star_label,mode,source_root,partition,indicator,model_type,base_model,activity_type,source_summary,sig
GDP,0.0012418606950626,0.0249756174099179,0.0497229227482288,0.9603431893393044,-0.0477103494283764,0.0501940708185018,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0129062142190542,0.0240317878897465,-0.5370476087033416,0.591234728714151,-0.0600085184829574,0.0341960900448488,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0228048667128086,0.0358133601925113,-0.6367698141202961,0.5242747910044057,-0.0929990526901309,0.0473893192645135,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0474595123806433,0.0344231573272461,1.3787088711667608,0.1679845332283775,-0.0200098759807591,0.1149289007420458,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.015564441695858,0.023470251376841,-0.6631561565299634,0.5072305479677219,-0.0615661343944665,0.0304372510027504,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0616717679980934,0.0264148119808721,2.334741888102485,0.0195569086063875,0.0098987365155841,0.1134447994806028,sig,3,Positive,*,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Walkability Index,0.0311495278405456,0.031135530654241,1.0004495566964982,0.3170929976463637,-0.0298761122417667,0.092175167922858,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0664979873895487,0.0346033573711133,-1.9217206780363096,0.0546409139236405,-0.1343205678369308,0.0013245930578334,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.01362958239398,0.0284885782065976,0.4784226961113687,0.632349382925768,-0.0422080308909514,0.0694671956789114,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.014319349478143,0.0276927607804518,-0.5170791598449448,0.6051009008392823,-0.0685971606078286,0.0399584616515425,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0455916978290609,0.0409883782657804,-1.1123079213681315,0.2660057791669185,-0.1259289192299905,0.0347455235718687,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0655834909674626,0.0395104239916836,1.659903497397725,0.0969338677810935,-0.0118569400562372,0.1430239219911624,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0141996870577364,0.0267538969701568,-0.5307521021545307,0.5955905756753275,-0.0666373251192439,0.0382379510037709,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0734279112370749,0.0301040958590448,2.4391335843761395,0.0147225247769959,0.014423883353347,0.1324319391208029,sig,3,Positive,*,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Walkability Index,0.0417968079662632,0.0357764462662162,1.168277241826898,0.242694952220385,-0.0283250267155204,0.111918642648047,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.0202916416266776,0.0375741610558382,0.5400424402429794,0.5891677644472546,-0.0533537140427653,0.0939369972961205,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.0130517230649524,0.0321721088298722,-0.4056844123576316,0.6849744969079816,-0.076109056371502,0.050005610241597,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0362726773157564,0.0303550108549443,-1.1949485865477183,0.2321071181983779,-0.0957684985914473,0.0232231439599345,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0234564113049528,0.0464225526218729,-0.5052805151843556,0.6133618262391878,-0.1144446144438238,0.0675317918339182,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0343861858121197,0.0467728991537578,0.7351732826969127,0.4622339681803592,-0.0572886965292455,0.126061068153485,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0452256108880747,0.029295987146466,-1.543747635536845,0.1226494813939503,-0.1026457456951482,0.0121945239189987,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.046577835211323,0.0336869908162725,1.3826653578337302,0.1667674986692784,-0.0194486667885711,0.1126043372112172,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,-0.019840246813831,0.0419303522309857,-0.473171479803823,0.6360908434565122,-0.1020237371865631,0.062343243558901,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,0.001892738479149,0.0621497539743261,0.0304544806393113,0.9757045957135944,-0.1199207793105301,0.1237062562688283,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,-0.028216176909671,0.0527525422385539,-0.5348780497075145,0.5927341876739769,-0.1316111596972367,0.0751788058778947,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0396738526832187,0.0513346914744592,0.7728468126268541,0.4396130450768559,-0.0609421426067213,0.1402898479731589,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0911072761707544,0.077193304766849,1.1802484223979075,0.2379014252856955,-0.0601916011722696,0.2424061535137785,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,-0.0775191406217891,0.0794205060062568,-0.9760595156077464,0.3290349720046707,-0.2331833323940524,0.0781450511504741,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0205220978639416,0.0482976263621892,-0.4249090361096463,0.6709029872189836,-0.1151854455338325,0.0741412498059492,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,-0.0052284713220524,0.0559342634418944,-0.0934752868871494,0.9255259819271136,-0.1148596276681655,0.1044026850240606,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0451673262919497,0.0702871049719093,0.6426118462270023,0.5204759944213784,-0.0925953994529925,0.182930052036892,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,cehwi,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0601960915306977,0.0338292382751035,-1.7794101966226892,0.0751725359746196,-0.1265013985499005,0.0061092154885051,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0274504411727829,0.0287015528127878,0.9564096183866576,0.3388653272037996,-0.0288046023402813,0.0837054846858472,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0089835630760772,0.0274024431759589,0.3278380332144537,0.7430341287523001,-0.0447252255488023,0.0626923517009567,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),0.0083687460396007,0.0405951789160205,0.2061512293593576,0.836672782843902,-0.0711978046357995,0.0879352967150009,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0163462735299236,0.0409526610835133,0.3991504604936236,0.6897823430973067,-0.0639209421937625,0.0966134892536098,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0356471520083476,0.026150989775976,-1.363128214791141,0.172842106010208,-0.0869030919692607,0.0156087879525654,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0397264487588601,0.0298207102130094,1.3321764798723423,0.1828022034243296,-0.0187221432586383,0.0981750407763586,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0836831969880532,0.0366350188418675,2.28424058819966,0.0223573953981847,0.0118785600579927,0.1554878339181136,sig,3,Positive,*,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_all,day,all,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
Building Density,-0.0822826598618064,0.0412093212470871,-1.996700197230801,0.0458577607016651,-0.1630529295060973,-0.0015123902175155,sig,3,Negative,*,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
GDP,0.0356013045683627,0.0346838155178085,1.0264529446041786,0.3046781328959558,-0.0323789738465421,0.1035815829832675,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,-0.0048085792087539,0.0334392524221912,-0.1438004399154227,0.8856580554843736,-0.0703495139562488,0.0607323555387409,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0104074327261257,0.0492914935336266,-0.2111405433277413,0.8327776042850263,-0.1070187600520339,0.0862038945997823,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0379783292256411,0.0495089445093106,0.7671003614003316,0.4430218470808764,-0.0590592020126077,0.1350158604638901,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,-0.0251928826050599,0.0318219898693863,-0.7916815607215137,0.4285463766184289,-0.0875639827490571,0.0371782175389372,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0507156593469827,0.0360459154348318,1.4069738203395783,0.1594351519033504,-0.0199343349052876,0.1213656535992532,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0831188830143062,0.0443724517342146,1.8732091594166964,0.0610395080051719,-0.0038511223847545,0.170088888413367,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_ride,day,ride,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.1019993372328359,0.0491719032392888,-2.074341860156788,0.0380475727585563,-0.1983762675818419,-0.0056224068838298,sig,3,Negative,*,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,True
GDP,0.0300364592624027,0.0449799652609378,0.6677741765284867,0.5042777527598471,-0.0581242726490354,0.1181971911738409,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
NDVI,0.0137621622961764,0.0402885455639589,0.3415899507796499,0.7326595008998407,-0.065203387009183,0.0927277116015358,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Population (20-55),-0.0089877413017598,0.0607239833404063,-0.1480097452002849,0.8823350773960726,-0.1280067486489563,0.1100312660454365,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Street Intersection Density,0.0232953795060968,0.0638854455943768,0.3646429838496313,0.7153779243842779,-0.1019200938588816,0.1485108528710753,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Unemployment,0.0039346834652742,0.0374193307377901,0.1051510913662765,0.9162559189263152,-0.0694072047807943,0.0772765717113429,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Urbanization Rate,0.0669591935993057,0.0477665103787866,1.401802079915863,0.1609743572038535,-0.026663166743116,0.1605815539417275,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Walkability Index,0.0934740213493491,0.0554440256823001,1.685916926107867,0.0918118013184446,-0.0151962689879591,0.2021443116866574,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_run,day,run,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
Building Density,-0.0122956608901925,0.0728210486087232,-0.1688476220146004,0.8659164990983624,-0.15502491616329,0.1304335943829049,ns,3,Negative,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
GDP,0.0584808206040778,0.0700608940120495,0.8347141644241638,0.4038786645710227,-0.0788385316595392,0.1958001728676948,ns,3,Positive,,GINI_NO_CRIME_ACTIVITY_3PLUS1,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/lag_group_median_overall,DTW4lag12_No_Heatwave,exceeded_quantity,day_walk,day,walk,EXTERNAL_DEVELOPMENT_ARCHIVE/dlnm/model_objects/city_level_covariates_SUMMARY.csv,False
