group_label,indicator,model_type,lag,rr,rr_low,rr_high,log_rr,log_rr_se,n_cities,lag_profile_percentile,lag_profile_value_target,lag_profile_value_mean,lag_profile_value_median,lag_profile_source,meta_method,reliability,profile_warning
National,cehwi,composite_all,0,0.9767451794310039,0.9497653309253468,1.0044914406511354,-0.023529480374207313,0.01429125745225019,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,1,0.9776971493777585,0.959067452776097,0.9966887241710586,-0.02255532011579862,0.009815586673826784,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,2,0.9787597999575096,0.9640849587737249,0.9936580145710003,-0.021469018999272064,0.0077075702794179345,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,3,0.9800433866883715,0.9632404314100695,0.9971394560188643,-0.02015843616650996,0.008823363780779041,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,4,0.9816588534214973,0.9603832639751665,1.0034057658523783,-0.018511430759394636,0.01117929088051418,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,5,0.9837181440648848,0.9589095119982508,1.009168617950081,-0.016415861919808043,0.013031991456153927,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,6,0.9863300329932012,0.960231469521807,1.0131379410725256,-0.013764261325387314,0.01368196335356203,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,7,0.9894988966718836,0.9641395513536574,1.015525257873927,-0.010556628976132628,0.013246226049789173,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,8,0.9931233201272556,0.9690180227734435,1.0178282609829012,-0.006900433194406673,0.012536548324760777,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,9,0.9970964087604333,0.972573377816739,1.0222377776726368,-0.002907814838327495,0.012705070780494963,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,10,1.001309942460082,0.9730104848492774,1.0304324737309714,0.001309085233987256,0.014627299128782996,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,11,1.0056540503111258,0.9704646744855715,1.0421194047514073,0.005638126164419811,0.018172654333444744,63,0.75,12.116250000000004,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
