group_label,indicator,model_type,lag,rr,rr_low,rr_high,log_rr,log_rr_se,n_cities,lag_profile_percentile,lag_profile_value_target,lag_profile_value_mean,lag_profile_value_median,lag_profile_source,meta_method,reliability,profile_warning
National,cehwi,composite_all,0,0.9834649327361167,0.9641367262813533,1.0031806149031672,-0.0166732973696679,0.010126971845457826,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,1,0.9841440556011498,0.970818564322084,0.9976524530630536,-0.015982994676372327,0.006955453026062711,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,2,0.9849019090348666,0.9744148614841782,0.9955018224404157,-0.01521322750511325,0.005461685053071596,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,3,0.9858170084823308,0.9738099289783875,0.9979721353145297,-0.014284531377927295,0.006252350913747808,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,4,0.986968216873038,0.9717622011681113,1.002412174446192,-0.01311744181685109,0.007921791653212782,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,5,0.9884349015378776,0.970705271401563,1.0064883578591644,-0.011632494343921006,0.00923463949954509,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,6,0.9902938759579752,0.9716533606795722,1.009291996966884,-0.009753535501088746,0.00969521808245728,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,7,0.9925473445031281,0.9744539606765894,1.0109766811314462,-0.007480565288354433,0.009386448933061778,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,8,0.995122198139576,0.9779453217675237,1.0126007734669111,-0.004889737163766239,0.00888356202022546,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,9,0.9979416057996792,0.9804865461020413,1.0157074082711566,-0.0020605156052877966,0.009002979235278064,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,10,1.00092806529545,0.9807987855582713,1.0214704653471152,0.0009276349091175426,0.010365095370173443,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
National,cehwi,composite_all,11,1.0040032415517095,0.9789796573194663,1.0296664506864177,0.003995249901486343,0.01287738041294998,63,0.5,5.729999999999997,18.191050396825407,15.686924999999992,scaled_from_p90_by_overall_logRR_sensitivity,reml,STAGE2_POOLED,Percentile-scaled p90 lag-profile sensitivity.
