city,cluster,1,2,3,4,5,6,7,8,9,10,11,12
Newark,2,0.7001648707185643,0.9347558710464213,-1.1772606374807684,-1.1772606374807797,1.0474808444376873,0.8688159887176675,-1.177260637480768,0.7001648707185643,0.7001648707185643,0.9347558710463915,-1.1772606374807737,-1.177260637480771
Oklahoma City,1,1.243581163332729,1.8565654195057368,0.40868871959084374,0.2932193336470921,-0.027310521737876743,-0.3309771473913852,0.20940339718620027,0.3172760186417981,0.08572030936795833,-0.5327163437200796,-1.7754226465556426,-1.748027701867375
Orlando,3,-1.4801700696956686,-0.8806765154015054,-1.1565245556492423,-0.14746516583458735,-0.1474651656909684,-0.9564401070135508,1.2678062806024069,1.2678062806024069,0.21111686030465895,-0.5136004034287657,1.2678062806024069,1.2678062806024069
Overland Park,3,-2.1975570320328464,-0.16671810447935742,-0.9436131907083257,1.0104878432566435,-0.8201777427925793,0.5051999180437956,0.9770478717062782,1.7587416145030383,-0.2738905225788588,-0.08581273647720748,0.3878187260809943,-0.15152664452157882
Palm Bay,4,-0.5551379820745417,-1.7397370916661665,0.7371052515611083,0.9635589890903669,-0.07679375835950573,1.6830896414103107,0.40939835217135073,0.9771281344436669,-1.2535449815209863,-1.253544981508892,0.2587610278458047,-0.15028260139251615
Philadelphia,2,1.3001012750690086,-0.1334593918009074,0.5149035184372798,1.5625322270275845,-0.6412770440890425,-1.5068613770612345,-1.7242412155881124,0.7451441591303314,0.44382698219783795,0.6555413060048679,-0.674726975726583,-0.5414834636010278
Phoenix,1,0.798098226239338,-0.5872398369840489,0.798098226239338,0.798098226239338,0.798098226239338,0.798098226239338,0.798098226239338,0.798098226239338,-1.338125244773257,-0.584477241750373,-1.9450814111537398,-1.1317638490139488
Raleigh,3,-2.088340447951095,-0.8307641076047417,-0.48148446460628774,0.37414640104001906,1.0291814366695016,-1.4874941706444333,0.37414640104001906,0.37414640104001906,0.37414640104001906,0.37414640104001906,0.37414640104001906,1.614023347896942
Richmond,4,-0.7061979991765143,-0.7061979991765143,0.9727711565732624,0.945015884380191,-1.338266376084354,-1.3507946729679332,0.0003011367362343399,-0.7061979991765143,-0.7061979991765143,1.5953747654930124,1.0459915733805751,0.9543985291950685
Riverside,4,-0.7176203375232285,0.2994430132569134,-1.752237933452079,0.2994430132569134,1.6394093553491602,0.2994430132569134,0.2994430132569134,-1.4357810132694768,1.4630586047627976,-0.9934867554086539,0.2994430132569134,0.2994430132569134
Sacramento,2,0.7828325021037339,-0.9505442949602323,-0.9505442949602323,1.7600102419880133,-0.9505442949602323,-0.9505442949602323,-0.9505442949602323,0.9542014676553225,1.1950428863457943,0.40951283621362655,0.6016658354549018,-0.9505442949602323
San Antonio,2,2.5941125874905087,1.8221525922944064,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156,-0.44162651797849156
San Bernardino,2,-0.2594779261020687,-0.2594779261020687,-0.2594779261020687,1.6215502930687553,-1.7058769151383093,-0.2594779261020687,-0.2594779261020687,-0.2594779261020687,2.419627956988173,-0.2594779261020687,-0.2594779261020687,-0.2594779261020687
San Jose,2,1.6263805499241621,-1.4063098234410538,0.8514412920039097,-1.4063098234410538,1.214744176318521,0.06444840828203936,-1.4063098234410538,-0.6322251395818033,0.39829225327409196,0.8035845440494189,-0.11369308772505529,0.005956473777875942
Scottsdale,4,-0.2938605421757443,-1.2704094860056707,1.182332917385184,-0.6333761467178274,1.182332917385184,0.09285940672866085,1.039057184046398,0.33836474867021243,-1.0382479611875393,0.06780240547381972,-1.8491883609878623,1.182332917385184
St. Louis,3,-1.3777015583145658,-0.7680252915736923,-0.7597938226669236,-1.3777015583145658,-0.2526314291777451,-0.35762913960243803,0.47453857986816433,1.4427129054924415,1.518398754190615,1.3674573759027444,0.4687678149714061,-0.3783926307754394
St. Petersburg,3,-2.408027725073918,0.7597849772933087,0.7597849772933087,-1.0578485717665904,-0.07037059977735297,0.7597849772933087,0.7597849772933087,-1.2570788187145396,0.7597849772933087,0.7597849772933087,0.17207163404655593,0.06254421752599347
Tallahassee,4,0.5316283827176163,0.5316283827176163,0.5316283827176163,-0.5593762954816257,-2.4419931693262535,0.5316283827176163,0.5316283827176163,0.5316283827176163,0.5316283827176163,-1.7832859796506664,0.5316283827176163,0.5316283827176163
Tampa,3,-2.13521086301939,0.5591129369433349,-0.9838234963090168,-1.9129820731616058,0.5591129369433349,0.5591129369433349,0.5591129369433349,0.5591129369433349,0.5591129369433349,0.5591129369433349,0.5591129369433349,0.5591129369433349
Tucson,1,0.43301356273636754,0.7265085681238727,1.7236724206284433,0.25561694621484365,-0.3859267431026748,0.33922494302569134,0.5975668507806927,-1.5384910182602023,-1.5222598314221896,0.5964945157102568,0.34550075111759276,-1.5709209655526921
