scope,scope_label,denominator_package,scenario,indicator,heatwave_type,activity_type,curve_scope,partition_family,partition_name,denominator_id,denominator_label,denominator_months,scope_label_plot,heatwave_label_plot,indicator_label_plot,scenario_label_plot,period_plot,heatwave_days,pa_loss_fraction_percent_all_days,pa_loss_fraction_low_percent_all_days,pa_loss_fraction_high_percent_all_days,annualized_asri_percent,annualized_asri_low_percent,annualized_asri_high_percent,benefit_adjusted_asri_percent,benefit_adjusted_asri_low_percent,benefit_adjusted_asri_high_percent,exposure_clipped_share
primary_national,national pooled,annual_all_days_primary,ssp370,exceeded_quantity,night,all,national,national,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","National
pooled",Nighttime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,433.88669438669444,0.020665871422620198,0.0,0.1419562805021852,0.020727434999276952,0.0,0.14395726718078727,0.020727434999276952,0.0,0.14395726718078727,0.0
primary_national,national pooled,annual_all_days_primary,ssp585,exceeded_quantity,night,all,national,national,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","National
pooled",Nighttime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,449.9932432432433,0.022704532774893663,0.0,0.15389857403290297,0.02277617529941473,0.0,0.15614304378453195,0.02277617529941473,0.0,0.15614304378453195,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp245,exceeded_quantity,composite,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Compound,Exceeded cumulative intensity,SSP2-4.5,2025-2050,539.3211233211233,0.23195831285991278,0.061801664093541826,1.0762994895865665,0.2389906297752094,0.06264524015486247,1.1719650468521379,0.23800319388214938,0.06264524015486247,1.1719650468521379,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp370,exceeded_quantity,composite,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Compound,Exceeded cumulative intensity,SSP3-7.0,2025-2050,570.8455433455433,0.24071343995179062,0.062307632511287944,1.1343408939872313,0.2478420937833536,0.0631422534342788,1.2329842521176708,0.24700922981933582,0.0631422534342788,1.2329842521176708,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp585,exceeded_quantity,composite,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Compound,Exceeded cumulative intensity,SSP5-8.5,2025-2050,613.6617826617827,0.2792796761291234,0.07662129829796217,1.30766149391908,0.28828158077095073,0.07776143303334199,1.4287032444392032,0.28651766794103617,0.07776143303334199,1.4287032444392032,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp245,exceeded_quantity,day,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Daytime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,807.7848232848233,0.36206891000161434,0.0018041707063663308,1.2666312431375621,0.3752859109542476,0.0018451331304009154,1.3676697202921964,0.3653764592843639,0.0,1.3676697202921964,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp370,exceeded_quantity,day,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Daytime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,807.8409563409564,0.34656093773514784,0.001868058588552504,1.231105982731113,0.35844111312195637,0.001905003943982396,1.3237248417917835,0.34826499684874573,0.0,1.3237248417917835,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp585,exceeded_quantity,day,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Daytime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,865.9209979209979,0.4036061295962482,0.002867944521447981,1.4038805326826678,0.41838768960023054,0.0029202659910046234,1.516654723471248,0.4048125649950779,0.0,1.516654723471248,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp245,exceeded_quantity,night,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Nighttime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,475.96275946275944,3.076233961147033,2.7837033469588794,3.2020353770230296,53.35389713405391,51.06649155213783,56.31004854363697,53.35382658977698,45.42398790125802,56.31004854363697,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp370,exceeded_quantity,night,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Nighttime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,509.6251526251526,3.2234525254511004,2.9207683048005983,3.3561314891929825,55.94406806030368,53.58534554554887,59.01134543375541,55.9440299211448,47.732911157301096,59.01134543375541,0.0
sensitivity_dtw4lag12,DTW4lag12 phenotype-stratified,annual_all_days_primary,ssp585,exceeded_quantity,night,all,DTW4lag12,DTW4lag12_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","DTW4lag12
phenotype",Nighttime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,528.514652014652,3.4468186617393646,3.1347782209117216,3.591055209879076,59.95081895977059,57.51144150620087,63.10164436754381,59.95073507732988,51.46574676572198,63.10164436754381,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp245,exceeded_quantity,composite,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Compound,Exceeded cumulative intensity,SSP2-4.5,2025-2050,539.3211233211233,0.22031567859547257,2.610716227007106e-06,1.142510047624719,0.23040580513530384,2.649818240287659e-06,1.2838230438433307,0.22774274173619344,0.0,1.2838230438433307,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp370,exceeded_quantity,composite,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Compound,Exceeded cumulative intensity,SSP3-7.0,2025-2050,570.8455433455433,0.2134850553448633,0.0,1.1917455349827613,0.22311262257337372,0.0,1.3354609956875871,0.21995545574690584,0.0,1.3354609956875871,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp585,exceeded_quantity,composite,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Compound,Exceeded cumulative intensity,SSP5-8.5,2025-2050,613.6617826617827,0.27101064291503546,3.28476949222913e-05,1.4097681992682105,0.28414673377264166,3.561243720944057e-05,1.5955471196858055,0.27954043718453436,0.0,1.5955471196858055,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp245,exceeded_quantity,day,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Daytime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,815.7576312576313,0.2860037071664151,0.0009284330917414513,1.0893874635789125,0.29738544192566524,0.0010226914305788354,1.216143018289656,0.2891627775631992,0.0,1.216143018289656,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp370,exceeded_quantity,day,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Daytime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,812.9200244200244,0.27705996602744437,0.0009211874729537032,1.0855260473273878,0.2873560472031904,0.0010037893539118008,1.2139521764800956,0.2797022141025719,0.0,1.2139521764800956,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp585,exceeded_quantity,day,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Daytime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,871.3095238095237,0.31674963028235764,0.0024968390770470565,1.2165870084948376,0.33199269656308417,0.002780292981888618,1.3725362154510137,0.3113443894856023,0.0,1.3725362154510137,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp245,exceeded_quantity,night,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Nighttime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,561.9324960753532,0.18664281932144794,0.0,0.7524689698029621,0.19568540543457752,0.0,0.9728644908123536,0.19566701599185932,0.0,0.9728644908123536,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp370,exceeded_quantity,night,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Nighttime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,600.9301412872842,0.18871907616281175,0.0,0.7692731161491064,0.1976555583500336,0.0,0.9864676329224145,0.1976177329212727,0.0,0.9864676329224145,0.0
control_zone,climate-zone control,annual_all_days_primary,ssp585,exceeded_quantity,night,all,zone,ZONE_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Climate-zone
control",Nighttime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,621.0918367346939,0.21382116317491798,0.0,0.8621243682334226,0.22469362828718073,0.0,1.1302177031583895,0.22466746922536318,0.0,1.1302177031583895,0.0
control_region,geographic-region control,annual_all_days_primary,ssp245,exceeded_quantity,composite,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Compound,Exceeded cumulative intensity,SSP2-4.5,2025-2050,547.1967213114754,0.32517261315092816,0.0007914072944819004,1.2158875849107227,0.3384208888248319,0.0007960322235821601,1.4520191208706748,0.335968550159809,5.287423174930756e-05,1.4520191208706748,0.0
control_region,geographic-region control,annual_all_days_primary,ssp370,exceeded_quantity,composite,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Compound,Exceeded cumulative intensity,SSP3-7.0,2025-2050,578.1860025220681,0.3136003057338623,0.000794446197578754,1.2410004392841822,0.32578658753866035,0.0007991402363258517,1.473157492509006,0.324637831502251,4.828673010515544e-05,1.473157492509006,0.0
control_region,geographic-region control,annual_all_days_primary,ssp585,exceeded_quantity,composite,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Compound,Exceeded cumulative intensity,SSP5-8.5,2025-2050,622.3228247162674,0.38650003047668746,0.0012503837017945956,1.4774896857998248,0.40302417658295214,0.0012579028280443117,1.7752005668917632,0.4000789946962764,5.162701019611171e-05,1.7752005668917632,0.0
control_region,geographic-region control,annual_all_days_primary,ssp245,exceeded_quantity,day,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Daytime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,830.1607818411097,0.32818415847848575,0.12669366299676957,1.0324281259840613,0.3397521398110899,0.12982751246632612,1.1106983454633055,0.3359143468242003,0.12927537657442745,1.1106983454633055,0.0
control_region,geographic-region control,annual_all_days_primary,ssp370,exceeded_quantity,day,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Daytime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,827.8581336696091,0.32203979030491153,0.12376430916425085,1.0081402391307561,0.33321329993677334,0.1267747630235624,1.0824032617068233,0.32927586068761366,0.12622126823921595,1.0824032617068233,0.0
control_region,geographic-region control,annual_all_days_primary,ssp585,exceeded_quantity,day,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Daytime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,887.0926860025221,0.3619344117368456,0.13673557059512625,1.132588432332751,0.37518951570710235,0.14027683207014927,1.2189642857204324,0.36944951214342253,0.1391423521401354,1.2189642857204324,0.0
control_region,geographic-region control,annual_all_days_primary,ssp245,exceeded_quantity,night,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Nighttime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,485.1273644388399,0.05906574436433909,0.0,0.25468661725316233,0.059771296347067286,0.0,0.2627958728653431,0.05968416091107562,0.0,0.2627958728653431,0.0
control_region,geographic-region control,annual_all_days_primary,ssp370,exceeded_quantity,night,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Nighttime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,519.2238335435056,0.06421212763001773,0.0,0.2662549892660952,0.06500028138753285,0.0,0.27429960616422927,0.06496658608043814,0.0,0.27429960616422927,0.0
control_region,geographic-region control,annual_all_days_primary,ssp585,exceeded_quantity,night,all,region,REGION_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","Region
control",Nighttime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,538.1204287515764,0.0673399092048068,0.0,0.2903213343572093,0.06817516810193744,0.0,0.29960945034739345,0.06808795978899157,0.0,0.29960945034739345,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp245,exceeded_quantity,composite,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Compound,Exceeded cumulative intensity,SSP2-4.5,2025-2050,539.3211233211233,1.4461618142834807,0.39121241615677566,2.8041054790694626,6.345103573705499,3.975152687527299,9.637517493322823,6.341347165308747,3.8701042157652763,9.637421868080272,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp370,exceeded_quantity,composite,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Compound,Exceeded cumulative intensity,SSP3-7.0,2025-2050,570.8455433455433,1.5449770004892067,0.42950071990665006,3.0131139226326003,7.39720711649103,4.794561763660898,11.099515808989143,7.392180950698826,4.690357579904769,11.099285942920543,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp585,exceeded_quantity,composite,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Compound,Exceeded cumulative intensity,SSP5-8.5,2025-2050,613.6617826617827,1.7635625496408975,0.49468751898006824,3.4110172544998183,8.368291217829109,5.2919950805027485,12.597629087481236,8.351416133562097,5.1443895668019195,12.596766300039716,5.321923130142308e-06
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp245,exceeded_quantity,day,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Daytime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,807.7848232848233,1.3912794437056208,0.5676711196800119,2.8219173485560662,7.739585260114885,6.624056702098583,10.556216094285848,7.722687332874055,6.608290491682467,10.534890769649092,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp370,exceeded_quantity,day,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Daytime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,807.8409563409564,1.39499275917309,0.564828299998408,2.810248108792643,7.8124088287662525,6.667822513467495,10.693491705024446,7.799729904801342,6.652973225312053,10.676795328112863,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp585,exceeded_quantity,day,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Daytime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,865.9209979209979,1.5322065463820256,0.6043157151583104,3.1005783413339967,8.228985869939695,6.925469686493367,11.493389180098884,8.206549637128552,6.908372467634392,11.46423592926919,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp245,exceeded_quantity,night,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Nighttime,Exceeded cumulative intensity,SSP2-4.5,2025-2050,475.96275946275944,0.978693516183431,0.10249442877384675,1.8849119159617163,4.804878856700397,0.5602326524913177,8.48737535702898,4.790166270705955,0.559409106904138,8.48697382387594,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp370,exceeded_quantity,night,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Nighttime,Exceeded cumulative intensity,SSP3-7.0,2025-2050,509.6251526251526,1.0306055852677274,0.12056740048789036,1.9688198378894748,5.231361504962892,0.7213352191332981,9.087873614922803,5.200352395725179,0.7206891629464534,9.087189513172987,0.0
sensitivity_city_specific,city-specific sensitivity,annual_all_days_primary,ssp585,exceeded_quantity,night,all,city,city_specific_mixed,All_cities,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12","City-specific
sensitivity",Nighttime,Exceeded cumulative intensity,SSP5-8.5,2025-2050,528.514652014652,1.0822451038710572,0.11875168851993181,2.1014799818698107,5.466434101218941,0.7695461914366363,9.506648825938386,5.425217693380374,0.7687326243246855,9.505245957504386,0.0
