"model_id","city","activity","model_type","component","coefficient"
"Charlotte__run","Charlotte","run","composite_run",1,-4.5786471407376
"Charlotte__run","Charlotte","run","composite_run",2,17.1560381312181
"Charlotte__run","Charlotte","run","composite_run",3,26.2902422879588
"Chicago__run","Chicago","run","composite_run",1,-171.512218397852
"Chicago__run","Chicago","run","composite_run",2,-53136.3881827155
"Chicago__run","Chicago","run","composite_run",3,-68871.3008197611
"Cincinnati__run","Cincinnati","run","composite_run",1,3652.7724130297
"Cincinnati__run","Cincinnati","run","composite_run",2,-40353.1116751502
"Cincinnati__run","Cincinnati","run","composite_run",3,-53450.6400391639
"Clearwater__run","Clearwater","run","composite_run",1,19.5629928222436
"Clearwater__run","Clearwater","run","composite_run",2,-2.3336360574291
"Clearwater__run","Clearwater","run","composite_run",3,-12.164653783982
"Cleveland__run","Cleveland","run","composite_run",1,4913.38703193256
"Cleveland__run","Cleveland","run","composite_run",2,-1793089.36747263
"Cleveland__run","Cleveland","run","composite_run",3,-2370288.86231127
"Columbia__run","Columbia","run","composite_run",1,7.3348192497163
"Columbia__run","Columbia","run","composite_run",2,-42.6406231679881
"Columbia__run","Columbia","run","composite_run",3,-77.4142033706166
"Columbus__run","Columbus","run","composite_run",1,364.957595909361
"Columbus__run","Columbus","run","composite_run",2,-88241.2211586451
"Columbus__run","Columbus","run","composite_run",3,-109094.52429313
"Corpus_Christi__run","Corpus_Christi","run","composite_run",1,3890.91847604187
"Corpus_Christi__run","Corpus_Christi","run","composite_run",2,-3218.25542433966
"Corpus_Christi__run","Corpus_Christi","run","composite_run",3,-2715.62513949195
"Dallas__run","Dallas","run","composite_run",1,0.0554428835826487
"Dallas__run","Dallas","run","composite_run",2,-2.09160175808059
"Dallas__run","Dallas","run","composite_run",3,-3.23587211072727
"Detroit__run","Detroit","run","composite_run",1,113.182337882758
"Detroit__run","Detroit","run","composite_run",2,-5397.68363859984
"Detroit__run","Detroit","run","composite_run",3,-7701.41924063701
"Fort_Worth__run","Fort_Worth","run","composite_run",1,1.39554995086641
"Fort_Worth__run","Fort_Worth","run","composite_run",2,-1.94911244776516
"Fort_Worth__run","Fort_Worth","run","composite_run",3,-2.29880808662035
"Fresno__run","Fresno","run","composite_run",1,2.31098120315436
"Fresno__run","Fresno","run","composite_run",2,-6.15809826273747
"Fresno__run","Fresno","run","composite_run",3,-10.5354131769134
"Gilbert__run","Gilbert","run","composite_run",1,-1.88565314932522
"Gilbert__run","Gilbert","run","composite_run",2,-1.03722130548725
"Gilbert__run","Gilbert","run","composite_run",3,-3.71557100396005
"Henderson__run","Henderson","run","composite_run",1,0.821733029095688
"Henderson__run","Henderson","run","composite_run",2,-1.78998522806383
"Henderson__run","Henderson","run","composite_run",3,-2.00189775105408
"Houston__run","Houston","run","composite_run",1,-1.26995071032298
"Houston__run","Houston","run","composite_run",2,2.05677313343869
"Houston__run","Houston","run","composite_run",3,2.89931303830687
"Indianapolis__run","Indianapolis","run","composite_run",1,195.145057478235
"Indianapolis__run","Indianapolis","run","composite_run",2,-53938.5252831664
"Indianapolis__run","Indianapolis","run","composite_run",3,-63534.0496720602
"Jacksonville__run","Jacksonville","run","composite_run",1,0.594217639028797
"Jacksonville__run","Jacksonville","run","composite_run",2,0.558551132791555
"Jacksonville__run","Jacksonville","run","composite_run",3,-1.56916357829388
"Kansas_City__run","Kansas_City","run","composite_run",1,0.655096139594829
"Kansas_City__run","Kansas_City","run","composite_run",2,-4.85339640545912
"Kansas_City__run","Kansas_City","run","composite_run",3,-7.31499041487488
"Las_Vegas__run","Las_Vegas","run","composite_run",1,-1.17181229760161
"Las_Vegas__run","Las_Vegas","run","composite_run",2,-0.723226273308411
"Las_Vegas__run","Las_Vegas","run","composite_run",3,-0.278185374096533
"Los_Angeles__run","Los_Angeles","run","composite_run",1,24.3891171164891
"Los_Angeles__run","Los_Angeles","run","composite_run",2,-81.4114700156808
"Los_Angeles__run","Los_Angeles","run","composite_run",3,-143.352038257144
"Louisville__run","Louisville","run","composite_run",1,156.406155878662
"Louisville__run","Louisville","run","composite_run",2,-8439.63252778523
"Louisville__run","Louisville","run","composite_run",3,-12507.6682311244
"Lubbock__run","Lubbock","run","composite_run",1,1.40450055125135
"Lubbock__run","Lubbock","run","composite_run",2,-2.98644765197058
"Lubbock__run","Lubbock","run","composite_run",3,-1.2790139883493
"Mesa__run","Mesa","run","composite_run",1,-3.92049597523779
"Mesa__run","Mesa","run","composite_run",2,1.04009043741207
"Mesa__run","Mesa","run","composite_run",3,2.27745664671562
"Miami__run","Miami","run","composite_run",1,885.801893764675
"Miami__run","Miami","run","composite_run",2,-1047.14094969601
"Miami__run","Miami","run","composite_run",3,-437.085104226913
"Milwaukee__run","Milwaukee","run","composite_run",1,40.9997803903986
"Milwaukee__run","Milwaukee","run","composite_run",2,-16.6112707488102
"Milwaukee__run","Milwaukee","run","composite_run",3,-1.70783340299354
"Minneapolis__run","Minneapolis","run","composite_run",1,163.025956366094
"Minneapolis__run","Minneapolis","run","composite_run",2,-373.43916204104
"Minneapolis__run","Minneapolis","run","composite_run",3,-309.276719937917
"Miramar__run","Miramar","run","composite_run",1,-10.5781151422039
"Miramar__run","Miramar","run","composite_run",2,-1.01740904956298
"Miramar__run","Miramar","run","composite_run",3,8.02350460390368
"Nashville__run","Nashville","run","composite_run",1,4.7979267139198
"Nashville__run","Nashville","run","composite_run",2,-133.877049227503
"Nashville__run","Nashville","run","composite_run",3,-229.067989272392
"New_York__run","New_York","run","composite_run",1,-0.611508505260876
"New_York__run","New_York","run","composite_run",2,1.10662786845528
"New_York__run","New_York","run","composite_run",3,2.30494165011124
"Newark__run","Newark","run","composite_run",1,38.3042204117179
"Newark__run","Newark","run","composite_run",2,-261.367097977499
"Newark__run","Newark","run","composite_run",3,263.177386346493
"Oklahoma_City__run","Oklahoma_City","run","composite_run",1,5.5315448667604
"Oklahoma_City__run","Oklahoma_City","run","composite_run",2,-11.0543373635009
"Oklahoma_City__run","Oklahoma_City","run","composite_run",3,-21.4043253683262
"Orlando__run","Orlando","run","composite_run",1,0.240108197236798
"Orlando__run","Orlando","run","composite_run",2,-8.35887699478265
"Orlando__run","Orlando","run","composite_run",3,-14.4393842693264
"Overland_Park__run","Overland_Park","run","composite_run",1,-12.2413827232534
"Overland_Park__run","Overland_Park","run","composite_run",2,128.729575329111
"Overland_Park__run","Overland_Park","run","composite_run",3,232.567437250271
"Palm_Bay__run","Palm_Bay","run","composite_run",1,116.065673367019
"Palm_Bay__run","Palm_Bay","run","composite_run",2,-4360.17426608403
"Palm_Bay__run","Palm_Bay","run","composite_run",3,-6613.08591054483
"Philadelphia__run","Philadelphia","run","composite_run",1,-3.72487828380196
"Philadelphia__run","Philadelphia","run","composite_run",2,-3.16037389743591
"Philadelphia__run","Philadelphia","run","composite_run",3,-6.38736386108692
"Phoenix__run","Phoenix","run","composite_run",1,1.17266487572351
"Phoenix__run","Phoenix","run","composite_run",2,-0.926674556009656
"Phoenix__run","Phoenix","run","composite_run",3,-0.778287846478505
"Raleigh__run","Raleigh","run","composite_run",1,-0.0939574231210592
"Raleigh__run","Raleigh","run","composite_run",2,2.48057694418154
"Raleigh__run","Raleigh","run","composite_run",3,4.64864375566678
"Richmond__run","Richmond","run","composite_run",1,1.74325848345177
"Richmond__run","Richmond","run","composite_run",2,-0.792835409060309
"Richmond__run","Richmond","run","composite_run",3,0.208114006817253
"Riverside__run","Riverside","run","composite_run",1,42.5033099406153
"Riverside__run","Riverside","run","composite_run",2,-494.854481080351
"Riverside__run","Riverside","run","composite_run",3,-869.828877233813
"Sacramento__run","Sacramento","run","composite_run",1,1.4423182946729
"Sacramento__run","Sacramento","run","composite_run",2,-2.94142996446233
"Sacramento__run","Sacramento","run","composite_run",3,0.948954485806203
"San_Antonio__run","San_Antonio","run","composite_run",1,1.36054046499661
"San_Antonio__run","San_Antonio","run","composite_run",2,-2.03473770528392
"San_Antonio__run","San_Antonio","run","composite_run",3,-4.11346273476654
"San_Bernardino__run","San_Bernardino","run","composite_run",1,36.3155185399681
"San_Bernardino__run","San_Bernardino","run","composite_run",2,-185.448147955065
"San_Bernardino__run","San_Bernardino","run","composite_run",3,-320.975392036495
"San_Jose__run","San_Jose","run","composite_run",1,0.305350415291061
"San_Jose__run","San_Jose","run","composite_run",2,-2.30487844632529
"San_Jose__run","San_Jose","run","composite_run",3,-3.39579101699186
"Scottsdale__run","Scottsdale","run","composite_run",1,0.784868333527006
"Scottsdale__run","Scottsdale","run","composite_run",2,-1.9111502739719
"Scottsdale__run","Scottsdale","run","composite_run",3,-3.29786415358779
"St_Louis__run","St_Louis","run","composite_run",1,3.30860116041613
"St_Louis__run","St_Louis","run","composite_run",2,-8.76565608217377
"St_Louis__run","St_Louis","run","composite_run",3,-14.4288050127428
"St_Petersburg__run","St_Petersburg","run","composite_run",1,-12.1091019547785
"St_Petersburg__run","St_Petersburg","run","composite_run",2,5.26388044958226
"St_Petersburg__run","St_Petersburg","run","composite_run",3,8.72255258302098
"Tallahassee__run","Tallahassee","run","composite_run",1,-4.40946819475715
"Tallahassee__run","Tallahassee","run","composite_run",2,13.6596225854747
"Tallahassee__run","Tallahassee","run","composite_run",3,27.7683569077289
"Tampa__run","Tampa","run","composite_run",1,-1.40191336658587
"Tampa__run","Tampa","run","composite_run",2,1.47161651794254
"Tampa__run","Tampa","run","composite_run",3,2.58141403383886
"Tucson__run","Tucson","run","composite_run",1,-0.617649647971815
"Tucson__run","Tucson","run","composite_run",2,-0.0236659181764477
"Tucson__run","Tucson","run","composite_run",3,-0.599379304128124
"Virginia_Beach__run","Virginia_Beach","run","composite_run",1,9.30105113540864
"Virginia_Beach__run","Virginia_Beach","run","composite_run",2,-32.9831658833742
"Virginia_Beach__run","Virginia_Beach","run","composite_run",3,-60.2591309006894
"Visalia__run","Visalia","run","composite_run",1,3.50761361479663
"Visalia__run","Visalia","run","composite_run",2,-3.50878415699954
"Visalia__run","Visalia","run","composite_run",3,-6.05354974463196
"Washington__run","Washington","run","composite_run",1,0.259813253699723
"Washington__run","Washington","run","composite_run",2,-12.5178008713299
"Washington__run","Washington","run","composite_run",3,-22.0296749289061
"Abilene__walk","Abilene","walk","composite_walk",1,29.545193172132
"Abilene__walk","Abilene","walk","composite_walk",2,-207.980833383154
"Abilene__walk","Abilene","walk","composite_walk",3,-344.643963930247
"Amarillo__walk","Amarillo","walk","composite_walk",1,89.2629261406796
"Amarillo__walk","Amarillo","walk","composite_walk",2,-1006.48933829435
"Amarillo__walk","Amarillo","walk","composite_walk",3,-1671.04813002817
"Arlington__walk","Arlington","walk","composite_walk",1,0.0830086943439678
"Arlington__walk","Arlington","walk","composite_walk",2,0.545146493532035
"Arlington__walk","Arlington","walk","composite_walk",3,-0.88543158475601
"Atlanta__walk","Atlanta","walk","composite_walk",1,66.49009256501
"Atlanta__walk","Atlanta","walk","composite_walk",2,-176.150079849226
"Atlanta__walk","Atlanta","walk","composite_walk",3,-181.197612536881
"Austin__walk","Austin","walk","composite_walk",1,0.73212318649007
"Austin__walk","Austin","walk","composite_walk",2,-0.0969422877402818
"Austin__walk","Austin","walk","composite_walk",3,-0.514538671557164
"Bakersfield__walk","Bakersfield","walk","composite_walk",1,4.38488837686501
"Bakersfield__walk","Bakersfield","walk","composite_walk",2,-18.3610370694539
"Bakersfield__walk","Bakersfield","walk","composite_walk",3,-33.0618722081321
"Baltimore__walk","Baltimore","walk","composite_walk",1,0.101048195656782
"Baltimore__walk","Baltimore","walk","composite_walk",2,-3.24807552714569
"Baltimore__walk","Baltimore","walk","composite_walk",3,-4.76189344507147
"Boston__walk","Boston","walk","composite_walk",1,176.891552375075
"Boston__walk","Boston","walk","composite_walk",2,-47.3593840574316
"Boston__walk","Boston","walk","composite_walk",3,172.931415840415
"Cape_Coral__walk","Cape_Coral","walk","composite_walk",1,19.114973171466
"Cape_Coral__walk","Cape_Coral","walk","composite_walk",2,-8.17997635923625
"Cape_Coral__walk","Cape_Coral","walk","composite_walk",3,-4.67425297274718
"Chandler__walk","Chandler","walk","composite_walk",1,7.22251344458799
"Chandler__walk","Chandler","walk","composite_walk",2,-7.49251457783386
"Chandler__walk","Chandler","walk","composite_walk",3,-19.0654359480443
"Charleston__walk","Charleston","walk","composite_walk",1,3.6936128994447
"Charleston__walk","Charleston","walk","composite_walk",2,-1439.32083039857
"Charleston__walk","Charleston","walk","composite_walk",3,-2276.81727300449
"Charlotte__walk","Charlotte","walk","composite_walk",1,5.56279075101728
"Charlotte__walk","Charlotte","walk","composite_walk",2,-544.688545395574
"Charlotte__walk","Charlotte","walk","composite_walk",3,-803.955728055984
"Chicago__walk","Chicago","walk","composite_walk",1,0.324594208351286
"Chicago__walk","Chicago","walk","composite_walk",2,-2771.08267069972
"Chicago__walk","Chicago","walk","composite_walk",3,-3560.36487080311
"Cincinnati__walk","Cincinnati","walk","composite_walk",1,5089.47220315005
"Cincinnati__walk","Cincinnati","walk","composite_walk",2,-87534.4330368892
"Cincinnati__walk","Cincinnati","walk","composite_walk",3,-92915.8876694247
"Clearwater__walk","Clearwater","walk","composite_walk",1,41.2931010984333
"Clearwater__walk","Clearwater","walk","composite_walk",2,-8043.67053057091
"Clearwater__walk","Clearwater","walk","composite_walk",3,-13126.4628513381
"Cleveland__walk","Cleveland","walk","composite_walk",1,146.389875917001
"Cleveland__walk","Cleveland","walk","composite_walk",2,-321.427281770117
"Cleveland__walk","Cleveland","walk","composite_walk",3,19.6776435024625
"Columbia__walk","Columbia","walk","composite_walk",1,47.1678913595207
"Columbia__walk","Columbia","walk","composite_walk",2,-298.843669782099
"Columbia__walk","Columbia","walk","composite_walk",3,-534.072584732112
"Columbus__walk","Columbus","walk","composite_walk",1,-805.628760832186
"Columbus__walk","Columbus","walk","composite_walk",2,-107202.628637898
"Columbus__walk","Columbus","walk","composite_walk",3,-132419.555438
"Corpus_Christi__walk","Corpus_Christi","walk","composite_walk",1,7254.19548471569
"Corpus_Christi__walk","Corpus_Christi","walk","composite_walk",2,-12080.5490947386
"Corpus_Christi__walk","Corpus_Christi","walk","composite_walk",3,-17943.646609861
"Dallas__walk","Dallas","walk","composite_walk",1,1.285375409177
"Dallas__walk","Dallas","walk","composite_walk",2,-7.8582535957768
"Dallas__walk","Dallas","walk","composite_walk",3,-14.1290187575839
"Detroit__walk","Detroit","walk","composite_walk",1,763.229322109811
"Detroit__walk","Detroit","walk","composite_walk",2,-437377.957973678
"Detroit__walk","Detroit","walk","composite_walk",3,-623101.217018041
"Fort_Worth__walk","Fort_Worth","walk","composite_walk",1,1.03814516184951
"Fort_Worth__walk","Fort_Worth","walk","composite_walk",2,-0.828644197018433
"Fort_Worth__walk","Fort_Worth","walk","composite_walk",3,-2.75675141150676
"Fresno__walk","Fresno","walk","composite_walk",1,3.15596329085842
"Fresno__walk","Fresno","walk","composite_walk",2,-1.92969203964894
"Fresno__walk","Fresno","walk","composite_walk",3,-2.99564076291735
"Gilbert__walk","Gilbert","walk","composite_walk",1,15.7836422961163
"Gilbert__walk","Gilbert","walk","composite_walk",2,-117.044650999379
"Gilbert__walk","Gilbert","walk","composite_walk",3,-210.553079868561
"Henderson__walk","Henderson","walk","composite_walk",1,1.03562219915996
"Henderson__walk","Henderson","walk","composite_walk",2,-0.397402313115736
"Henderson__walk","Henderson","walk","composite_walk",3,-1.1135794390792
"Houston__walk","Houston","walk","composite_walk",1,-0.364953654057249
"Houston__walk","Houston","walk","composite_walk",2,1.05969762194705
"Houston__walk","Houston","walk","composite_walk",3,1.52853975470379
"Indianapolis__walk","Indianapolis","walk","composite_walk",1,552.543837829302
"Indianapolis__walk","Indianapolis","walk","composite_walk",2,-20884.1612912208
"Indianapolis__walk","Indianapolis","walk","composite_walk",3,-24633.6873446729
"Jacksonville__walk","Jacksonville","walk","composite_walk",1,-5.04226589447748
"Jacksonville__walk","Jacksonville","walk","composite_walk",2,1.88764565774829
"Jacksonville__walk","Jacksonville","walk","composite_walk",3,7.20711568833334
"Kansas_City__walk","Kansas_City","walk","composite_walk",1,8.2043667545606
"Kansas_City__walk","Kansas_City","walk","composite_walk",2,-40.1450228177771
"Kansas_City__walk","Kansas_City","walk","composite_walk",3,-65.8026274859988
"Las_Vegas__walk","Las_Vegas","walk","composite_walk",1,0.832489783937578
"Las_Vegas__walk","Las_Vegas","walk","composite_walk",2,-7.71328048169886
"Las_Vegas__walk","Las_Vegas","walk","composite_walk",3,-14.8583273438011
"Los_Angeles__walk","Los_Angeles","walk","composite_walk",1,69.0781636883402
"Los_Angeles__walk","Los_Angeles","walk","composite_walk",2,-427.263167228212
"Los_Angeles__walk","Los_Angeles","walk","composite_walk",3,-748.53973615409
"Louisville__walk","Louisville","walk","composite_walk",1,119.936306022926
"Louisville__walk","Louisville","walk","composite_walk",2,-7070.85976928249
"Louisville__walk","Louisville","walk","composite_walk",3,-10469.7158795616
"Lubbock__walk","Lubbock","walk","composite_walk",1,13.3575644891163
"Lubbock__walk","Lubbock","walk","composite_walk",2,-23.4010020285275
"Lubbock__walk","Lubbock","walk","composite_walk",3,-29.1604159330276
"Mesa__walk","Mesa","walk","composite_walk",1,3.39337646936806
"Mesa__walk","Mesa","walk","composite_walk",2,-3.88146879517445
"Mesa__walk","Mesa","walk","composite_walk",3,-6.14412785850933
"Miami__walk","Miami","walk","composite_walk",1,164.434381693901
"Miami__walk","Miami","walk","composite_walk",2,-879.926927560992
"Miami__walk","Miami","walk","composite_walk",3,-1350.79011502467
"Milwaukee__walk","Milwaukee","walk","composite_walk",1,-59312.7605603511
"Milwaukee__walk","Milwaukee","walk","composite_walk",2,-8511.3149905789
"Milwaukee__walk","Milwaukee","walk","composite_walk",3,9110.34859314341
"Minneapolis__walk","Minneapolis","walk","composite_walk",1,80.4991418100583
"Minneapolis__walk","Minneapolis","walk","composite_walk",2,-2114.38730915417
"Minneapolis__walk","Minneapolis","walk","composite_walk",3,-2311.45750082065
"Miramar__walk","Miramar","walk","composite_walk",1,4.94789688404579
"Miramar__walk","Miramar","walk","composite_walk",2,-178.173466834594
"Miramar__walk","Miramar","walk","composite_walk",3,-286.096266315271
"Nashville__walk","Nashville","walk","composite_walk",1,17.7720416550224
"Nashville__walk","Nashville","walk","composite_walk",2,-742.448500716128
"Nashville__walk","Nashville","walk","composite_walk",3,-1271.89157413916
"New_York__walk","New_York","walk","composite_walk",1,-0.284359642292998
"New_York__walk","New_York","walk","composite_walk",2,-0.852320185460211
"New_York__walk","New_York","walk","composite_walk",3,-3.05397344195511
"Newark__walk","Newark","walk","composite_walk",1,109.932815754776
"Newark__walk","Newark","walk","composite_walk",2,-212.690212660421
"Newark__walk","Newark","walk","composite_walk",3,-288.850127656596
"Oklahoma_City__walk","Oklahoma_City","walk","composite_walk",1,14.3136045908589
"Oklahoma_City__walk","Oklahoma_City","walk","composite_walk",2,-79.7652646344465
"Oklahoma_City__walk","Oklahoma_City","walk","composite_walk",3,-142.829160773204
"Orlando__walk","Orlando","walk","composite_walk",1,6.42814939451255
"Orlando__walk","Orlando","walk","composite_walk",2,-4.7182912169448
"Orlando__walk","Orlando","walk","composite_walk",3,-7.25767577487427
"Overland_Park__walk","Overland_Park","walk","composite_walk",1,6.64784458684864
"Overland_Park__walk","Overland_Park","walk","composite_walk",2,-12.1449351575046
"Overland_Park__walk","Overland_Park","walk","composite_walk",3,-24.1849659499475
"Palm_Bay__walk","Palm_Bay","walk","composite_walk",1,545.817061937893
"Palm_Bay__walk","Palm_Bay","walk","composite_walk",2,-60185.2028898158
"Palm_Bay__walk","Palm_Bay","walk","composite_walk",3,-90863.9399943882
"Philadelphia__walk","Philadelphia","walk","composite_walk",1,-3.05954733958903
"Philadelphia__walk","Philadelphia","walk","composite_walk",2,-44.2755958454734
"Philadelphia__walk","Philadelphia","walk","composite_walk",3,-72.4744095696038
"Phoenix__walk","Phoenix","walk","composite_walk",1,0.76901899686787
"Phoenix__walk","Phoenix","walk","composite_walk",2,-1.12354394020936
"Phoenix__walk","Phoenix","walk","composite_walk",3,-2.28855302925487
"Raleigh__walk","Raleigh","walk","composite_walk",1,7.36460918918615
"Raleigh__walk","Raleigh","walk","composite_walk",2,-65.8166999784022
"Raleigh__walk","Raleigh","walk","composite_walk",3,-117.274827970553
"Richmond__walk","Richmond","walk","composite_walk",1,-5.74031192332913
"Richmond__walk","Richmond","walk","composite_walk",2,1.04141778234047
"Richmond__walk","Richmond","walk","composite_walk",3,4.65577838481656
"Riverside__walk","Riverside","walk","composite_walk",1,12.5476661538539
"Riverside__walk","Riverside","walk","composite_walk",2,-350.433179870276
"Riverside__walk","Riverside","walk","composite_walk",3,-603.08094561159
"Sacramento__walk","Sacramento","walk","composite_walk",1,12.9737407854029
"Sacramento__walk","Sacramento","walk","composite_walk",2,-20.4522825157178
"Sacramento__walk","Sacramento","walk","composite_walk",3,-30.8349607668424
"San_Antonio__walk","San_Antonio","walk","composite_walk",1,1.48151468595033
"San_Antonio__walk","San_Antonio","walk","composite_walk",2,-2.01477816441473
"San_Antonio__walk","San_Antonio","walk","composite_walk",3,-4.02429192147352
"San_Bernardino__walk","San_Bernardino","walk","composite_walk",1,160.854595751723
"San_Bernardino__walk","San_Bernardino","walk","composite_walk",2,-7425.60557890779
"San_Bernardino__walk","San_Bernardino","walk","composite_walk",3,-12659.5801787927
"San_Jose__walk","San_Jose","walk","composite_walk",1,18.3863347287393
"San_Jose__walk","San_Jose","walk","composite_walk",2,-45.7153085519975
"San_Jose__walk","San_Jose","walk","composite_walk",3,-63.3824133762452
"Scottsdale__walk","Scottsdale","walk","composite_walk",1,-5.37242866367492
"Scottsdale__walk","Scottsdale","walk","composite_walk",2,-2.53944008604422
"Scottsdale__walk","Scottsdale","walk","composite_walk",3,0.126654511271586
"St_Louis__walk","St_Louis","walk","composite_walk",1,0.380428186112584
"St_Louis__walk","St_Louis","walk","composite_walk",2,-2.39518288807428
"St_Louis__walk","St_Louis","walk","composite_walk",3,-2.46800439645914
"St_Petersburg__walk","St_Petersburg","walk","composite_walk",1,2.64182102439327
"St_Petersburg__walk","St_Petersburg","walk","composite_walk",2,1.1345322226626
"St_Petersburg__walk","St_Petersburg","walk","composite_walk",3,-7.15263174545851
"Tallahassee__walk","Tallahassee","walk","composite_walk",1,-14.9307125620106
"Tallahassee__walk","Tallahassee","walk","composite_walk",2,53.4959825215064
"Tallahassee__walk","Tallahassee","walk","composite_walk",3,95.6381697803646
"Tampa__walk","Tampa","walk","composite_walk",1,-6.33210284352381
"Tampa__walk","Tampa","walk","composite_walk",2,5.04448096815252
"Tampa__walk","Tampa","walk","composite_walk",3,7.34835461047928
"Tucson__walk","Tucson","walk","composite_walk",1,-0.548900866205649
"Tucson__walk","Tucson","walk","composite_walk",2,-1.58672165495441
"Tucson__walk","Tucson","walk","composite_walk",3,-0.261314592333213
"Virginia_Beach__walk","Virginia_Beach","walk","composite_walk",1,-4.59754104548171
"Virginia_Beach__walk","Virginia_Beach","walk","composite_walk",2,10.3795534690687
"Virginia_Beach__walk","Virginia_Beach","walk","composite_walk",3,16.8354308361822
"Visalia__walk","Visalia","walk","composite_walk",1,14.6248084179104
"Visalia__walk","Visalia","walk","composite_walk",2,-102.943855435638
"Visalia__walk","Visalia","walk","composite_walk",3,-173.073051021066
"Washington__walk","Washington","walk","composite_walk",1,-1.8628107572233
"Washington__walk","Washington","walk","composite_walk",2,0.434809306956745
"Washington__walk","Washington","walk","composite_walk",3,0.359394707385227
