"model_id","city","activity","row_component","col_component","covariance"
"San_Bernardino__all","San_Bernardino","all",2,3,6.79031274382163
"San_Bernardino__all","San_Bernardino","all",3,3,13.9973380720062
"San_Jose__all","San_Jose","all",1,1,2.64413432439247
"San_Jose__all","San_Jose","all",2,1,-1.42182604153991
"San_Jose__all","San_Jose","all",3,1,-1.12758777944605
"San_Jose__all","San_Jose","all",1,2,-1.42182604153991
"San_Jose__all","San_Jose","all",2,2,1.6328156683288
"San_Jose__all","San_Jose","all",3,2,1.97519238973009
"San_Jose__all","San_Jose","all",1,3,-1.12758777944605
"San_Jose__all","San_Jose","all",2,3,1.97519238973009
"San_Jose__all","San_Jose","all",3,3,3.01774741426913
"Scottsdale__all","Scottsdale","all",1,1,1.40754158313596
"Scottsdale__all","Scottsdale","all",2,1,-1.81715174741179
"Scottsdale__all","Scottsdale","all",3,1,-3.94755398647195
"Scottsdale__all","Scottsdale","all",1,2,-1.81715174741179
"Scottsdale__all","Scottsdale","all",2,2,2.944757958529
"Scottsdale__all","Scottsdale","all",3,2,6.20986870308909
"Scottsdale__all","Scottsdale","all",1,3,-3.94755398647195
"Scottsdale__all","Scottsdale","all",2,3,6.20986870308909
"Scottsdale__all","Scottsdale","all",3,3,13.2859919699289
"St_Louis__all","St_Louis","all",1,1,4.23069138788959
"St_Louis__all","St_Louis","all",2,1,-1.3207959906188
"St_Louis__all","St_Louis","all",3,1,-3.75964071812233
"St_Louis__all","St_Louis","all",1,2,-1.3207959906188
"St_Louis__all","St_Louis","all",2,2,3.06886935053251
"St_Louis__all","St_Louis","all",3,2,5.56361819825726
"St_Louis__all","St_Louis","all",1,3,-3.75964071812233
"St_Louis__all","St_Louis","all",2,3,5.56361819825726
"St_Louis__all","St_Louis","all",3,3,10.8720154186003
"St_Petersburg__all","St_Petersburg","all",1,1,1.92998637147318
"St_Petersburg__all","St_Petersburg","all",2,1,-0.521392086254617
"St_Petersburg__all","St_Petersburg","all",3,1,-1.08419694066858
"St_Petersburg__all","St_Petersburg","all",1,2,-0.521392086254617
"St_Petersburg__all","St_Petersburg","all",2,2,0.302018741726335
"St_Petersburg__all","St_Petersburg","all",3,2,0.466246160021439
"St_Petersburg__all","St_Petersburg","all",1,3,-1.08419694066858
"St_Petersburg__all","St_Petersburg","all",2,3,0.466246160021439
"St_Petersburg__all","St_Petersburg","all",3,3,1.1388912610768
"Tallahassee__all","Tallahassee","all",1,1,4.45412771467553
"Tallahassee__all","Tallahassee","all",2,1,-10.0540382732742
"Tallahassee__all","Tallahassee","all",3,1,-17.7486629162504
"Tallahassee__all","Tallahassee","all",1,2,-10.0540382732742
"Tallahassee__all","Tallahassee","all",2,2,33.2225765440485
"Tallahassee__all","Tallahassee","all",3,2,58.6260985009124
"Tallahassee__all","Tallahassee","all",1,3,-17.7486629162504
"Tallahassee__all","Tallahassee","all",2,3,58.6260985009124
"Tallahassee__all","Tallahassee","all",3,3,103.684663146847
"Tampa__all","Tampa","all",1,1,2.03698639325303
"Tampa__all","Tampa","all",2,1,-1.35650470305536
"Tampa__all","Tampa","all",3,1,-1.74819107307933
"Tampa__all","Tampa","all",1,2,-1.35650470305536
"Tampa__all","Tampa","all",2,2,1.14308176319189
"Tampa__all","Tampa","all",3,2,1.49845184801856
"Tampa__all","Tampa","all",1,3,-1.74819107307933
"Tampa__all","Tampa","all",2,3,1.49845184801856
"Tampa__all","Tampa","all",3,3,2.290475586895
"Tucson__all","Tucson","all",1,1,0.0860064884196201
"Tucson__all","Tucson","all",2,1,-0.0283792679346835
"Tucson__all","Tucson","all",3,1,-0.0517944391445888
"Tucson__all","Tucson","all",1,2,-0.0283792679346835
"Tucson__all","Tucson","all",2,2,0.036155305331141
"Tucson__all","Tucson","all",3,2,0.0493630998198071
"Tucson__all","Tucson","all",1,3,-0.0517944391445888
"Tucson__all","Tucson","all",2,3,0.0493630998198071
"Tucson__all","Tucson","all",3,3,0.108674157250906
"Virginia_Beach__all","Virginia_Beach","all",1,1,3.12075446882386
"Virginia_Beach__all","Virginia_Beach","all",2,1,-6.9262014048748
"Virginia_Beach__all","Virginia_Beach","all",3,1,-13.0885332658024
"Virginia_Beach__all","Virginia_Beach","all",1,2,-6.9262014048748
"Virginia_Beach__all","Virginia_Beach","all",2,2,24.6612203815263
"Virginia_Beach__all","Virginia_Beach","all",3,2,45.4549158749854
"Virginia_Beach__all","Virginia_Beach","all",1,3,-13.0885332658024
"Virginia_Beach__all","Virginia_Beach","all",2,3,45.4549158749853
"Virginia_Beach__all","Virginia_Beach","all",3,3,84.016824825633
"Visalia__all","Visalia","all",1,1,0.670087495548258
"Visalia__all","Visalia","all",2,1,-0.336380801853945
"Visalia__all","Visalia","all",3,1,-0.599734340405054
"Visalia__all","Visalia","all",1,2,-0.336380801853945
"Visalia__all","Visalia","all",2,2,0.729026760457114
"Visalia__all","Visalia","all",3,2,1.11782606607952
"Visalia__all","Visalia","all",1,3,-0.599734340405054
"Visalia__all","Visalia","all",2,3,1.11782606607952
"Visalia__all","Visalia","all",3,3,2.02750469926832
"Washington__all","Washington","all",1,1,2.30934233719906
"Washington__all","Washington","all",2,1,-6.32252974523533
"Washington__all","Washington","all",3,1,-10.8173794162324
"Washington__all","Washington","all",1,2,-6.32252974523533
"Washington__all","Washington","all",2,2,23.0087848374589
"Washington__all","Washington","all",3,2,39.3576550235992
"Washington__all","Washington","all",1,3,-10.8173794162324
"Washington__all","Washington","all",2,3,39.3576550235992
"Washington__all","Washington","all",3,3,67.3802755848149
"Abilene__ride","Abilene","ride",1,1,4.65189342096333
"Abilene__ride","Abilene","ride",2,1,-2.08038098419148
"Abilene__ride","Abilene","ride",3,1,-2.80844261625875
"Abilene__ride","Abilene","ride",1,2,-2.08038098419148
"Abilene__ride","Abilene","ride",2,2,3.57044791767492
"Abilene__ride","Abilene","ride",3,2,3.82456189390992
"Abilene__ride","Abilene","ride",1,3,-2.80844261625875
"Abilene__ride","Abilene","ride",2,3,3.82456189390992
"Abilene__ride","Abilene","ride",3,3,6.48076511439494
"Amarillo__ride","Amarillo","ride",1,1,180.829818316894
"Amarillo__ride","Amarillo","ride",2,1,-1656.29740503176
"Amarillo__ride","Amarillo","ride",3,1,-2767.74396130719
"Amarillo__ride","Amarillo","ride",1,2,-1656.29740503176
"Amarillo__ride","Amarillo","ride",2,2,21923.1942068007
"Amarillo__ride","Amarillo","ride",3,2,36431.6696745507
"Amarillo__ride","Amarillo","ride",1,3,-2767.74396130719
"Amarillo__ride","Amarillo","ride",2,3,36431.6696745507
"Amarillo__ride","Amarillo","ride",3,3,60548.3876908346
"Arlington__ride","Arlington","ride",1,1,0.423328656002758
"Arlington__ride","Arlington","ride",2,1,-0.563106797157318
"Arlington__ride","Arlington","ride",3,1,-0.797961950682683
"Arlington__ride","Arlington","ride",1,2,-0.563106797157318
"Arlington__ride","Arlington","ride",2,2,0.907605660482933
"Arlington__ride","Arlington","ride",3,2,1.26323016088529
"Arlington__ride","Arlington","ride",1,3,-0.797961950682683
"Arlington__ride","Arlington","ride",2,3,1.26323016088529
"Arlington__ride","Arlington","ride",3,3,1.93093866564652
"Atlanta__ride","Atlanta","ride",1,1,21.8190185163434
"Atlanta__ride","Atlanta","ride",2,1,-13.0212471599745
"Atlanta__ride","Atlanta","ride",3,1,-19.051956119696
"Atlanta__ride","Atlanta","ride",1,2,-13.0212471599745
"Atlanta__ride","Atlanta","ride",2,2,12.9866705910124
"Atlanta__ride","Atlanta","ride",3,2,18.362080299313
"Atlanta__ride","Atlanta","ride",1,3,-19.051956119696
"Atlanta__ride","Atlanta","ride",2,3,18.362080299313
"Atlanta__ride","Atlanta","ride",3,3,27.9629436779831
"Austin__ride","Austin","ride",1,1,0.0232890339417514
"Austin__ride","Austin","ride",2,1,-0.0201063079112272
"Austin__ride","Austin","ride",3,1,-0.0335263309636836
"Austin__ride","Austin","ride",1,2,-0.0201063079112272
"Austin__ride","Austin","ride",2,2,0.029145124387219
"Austin__ride","Austin","ride",3,2,0.0435551150217845
"Austin__ride","Austin","ride",1,3,-0.0335263309636836
"Austin__ride","Austin","ride",2,3,0.0435551150217845
"Austin__ride","Austin","ride",3,3,0.0811566700002359
"Bakersfield__ride","Bakersfield","ride",1,1,0.358209655493161
"Bakersfield__ride","Bakersfield","ride",2,1,-0.474978051891636
"Bakersfield__ride","Bakersfield","ride",3,1,-0.924115712676566
"Bakersfield__ride","Bakersfield","ride",1,2,-0.474978051891636
"Bakersfield__ride","Bakersfield","ride",2,2,2.07744217567315
"Bakersfield__ride","Bakersfield","ride",3,2,3.85253696228758
"Bakersfield__ride","Bakersfield","ride",1,3,-0.924115712676566
"Bakersfield__ride","Bakersfield","ride",2,3,3.85253696228758
"Bakersfield__ride","Bakersfield","ride",3,3,7.2853187156197
"Baltimore__ride","Baltimore","ride",1,1,0.754893847564401
"Baltimore__ride","Baltimore","ride",2,1,-1.15262295339945
"Baltimore__ride","Baltimore","ride",3,1,-1.7272207113387
"Baltimore__ride","Baltimore","ride",1,2,-1.15262295339945
"Baltimore__ride","Baltimore","ride",2,2,3.12174997401087
"Baltimore__ride","Baltimore","ride",3,2,4.84086601349059
"Baltimore__ride","Baltimore","ride",1,3,-1.7272207113387
"Baltimore__ride","Baltimore","ride",2,3,4.84086601349059
"Baltimore__ride","Baltimore","ride",3,3,7.66569854903027
"Boston__ride","Boston","ride",1,1,399.589445778387
"Boston__ride","Boston","ride",2,1,-99.0395872559424
"Boston__ride","Boston","ride",3,1,430.86607883067
"Boston__ride","Boston","ride",1,2,-99.0395872559424
"Boston__ride","Boston","ride",2,2,25.3688866985189
"Boston__ride","Boston","ride",3,2,-103.788660570018
"Boston__ride","Boston","ride",1,3,430.86607883067
"Boston__ride","Boston","ride",2,3,-103.788660570018
"Boston__ride","Boston","ride",3,3,482.232023261475
"Cape_Coral__ride","Cape_Coral","ride",1,1,5.86966926082482
"Cape_Coral__ride","Cape_Coral","ride",2,1,-2.59674734476406
"Cape_Coral__ride","Cape_Coral","ride",3,1,-3.19543394774957
"Cape_Coral__ride","Cape_Coral","ride",1,2,-2.59674734476406
"Cape_Coral__ride","Cape_Coral","ride",2,2,1.77585217511908
"Cape_Coral__ride","Cape_Coral","ride",3,2,2.27783949614288
"Cape_Coral__ride","Cape_Coral","ride",1,3,-3.19543394774957
"Cape_Coral__ride","Cape_Coral","ride",2,3,2.27783949614288
"Cape_Coral__ride","Cape_Coral","ride",3,3,4.1653268515606
"Chandler__ride","Chandler","ride",1,1,0.784704010936027
"Chandler__ride","Chandler","ride",2,1,-0.293436638873555
"Chandler__ride","Chandler","ride",3,1,-0.584668148608231
"Chandler__ride","Chandler","ride",1,2,-0.293436638873555
"Chandler__ride","Chandler","ride",2,2,0.260584489719759
"Chandler__ride","Chandler","ride",3,2,0.406758188966972
"Chandler__ride","Chandler","ride",1,3,-0.584668148608232
"Chandler__ride","Chandler","ride",2,3,0.406758188966972
"Chandler__ride","Chandler","ride",3,3,0.891926490089665
"Charleston__ride","Charleston","ride",1,1,1.79054875172688
"Charleston__ride","Charleston","ride",2,1,-0.797235623543987
"Charleston__ride","Charleston","ride",3,1,-1.70610686989236
"Charleston__ride","Charleston","ride",1,2,-0.797235623543987
"Charleston__ride","Charleston","ride",2,2,1.18230337090566
"Charleston__ride","Charleston","ride",3,2,2.03759680145286
"Charleston__ride","Charleston","ride",1,3,-1.70610686989236
"Charleston__ride","Charleston","ride",2,3,2.03759680145286
"Charleston__ride","Charleston","ride",3,3,3.90071713328952
"Charlotte__ride","Charlotte","ride",1,1,3.46968538454181
"Charlotte__ride","Charlotte","ride",2,1,-5.20654021995373
"Charlotte__ride","Charlotte","ride",3,1,-7.89443865566971
"Charlotte__ride","Charlotte","ride",1,2,-5.20654021995373
"Charlotte__ride","Charlotte","ride",2,2,12.1587301609213
"Charlotte__ride","Charlotte","ride",3,2,18.398309056518
"Charlotte__ride","Charlotte","ride",1,3,-7.89443865566971
"Charlotte__ride","Charlotte","ride",2,3,18.398309056518
"Charlotte__ride","Charlotte","ride",3,3,28.0652029846354
"Chicago__ride","Chicago","ride",1,1,27.9760035733208
"Chicago__ride","Chicago","ride",2,1,-14.2510700358402
"Chicago__ride","Chicago","ride",3,1,-10.3878814622589
"Chicago__ride","Chicago","ride",1,2,-14.2510700358402
"Chicago__ride","Chicago","ride",2,2,9.40389734102097
"Chicago__ride","Chicago","ride",3,2,8.31171610114149
"Chicago__ride","Chicago","ride",1,3,-10.3878814622589
"Chicago__ride","Chicago","ride",2,3,8.31171610114149
"Chicago__ride","Chicago","ride",3,3,10.4627896183182
"Cincinnati__ride","Cincinnati","ride",1,1,152.743534301246
"Cincinnati__ride","Cincinnati","ride",2,1,-142.010458234398
"Cincinnati__ride","Cincinnati","ride",3,1,-182.163666941375
"Cincinnati__ride","Cincinnati","ride",1,2,-142.010458234398
"Cincinnati__ride","Cincinnati","ride",2,2,167.463143310793
"Cincinnati__ride","Cincinnati","ride",3,2,216.692746352838
"Cincinnati__ride","Cincinnati","ride",1,3,-182.163666941375
"Cincinnati__ride","Cincinnati","ride",2,3,216.692746352838
"Cincinnati__ride","Cincinnati","ride",3,3,292.1227535845
"Clearwater__ride","Clearwater","ride",1,1,115.175855950396
"Clearwater__ride","Clearwater","ride",2,1,-20.4810251825473
"Clearwater__ride","Clearwater","ride",3,1,-85.1887565120316
"Clearwater__ride","Clearwater","ride",1,2,-20.4810251825473
"Clearwater__ride","Clearwater","ride",2,2,4.05475250737372
"Clearwater__ride","Clearwater","ride",3,2,15.3324243255554
"Clearwater__ride","Clearwater","ride",1,3,-85.1887565120315
"Clearwater__ride","Clearwater","ride",2,3,15.3324243255554
"Clearwater__ride","Clearwater","ride",3,3,64.8160145918212
"Cleveland__ride","Cleveland","ride",1,1,7276288559.7335
"Cleveland__ride","Cleveland","ride",2,1,-6332412351.70538
"Cleveland__ride","Cleveland","ride",3,1,6150902570.09295
"Cleveland__ride","Cleveland","ride",1,2,-6332412351.70538
"Cleveland__ride","Cleveland","ride",2,2,34542257749.8821
"Cleveland__ride","Cleveland","ride",3,2,32517255704.375
"Cleveland__ride","Cleveland","ride",1,3,6150902570.09295
"Cleveland__ride","Cleveland","ride",2,3,32517255704.375
"Cleveland__ride","Cleveland","ride",3,3,55900041451.1404
"Columbia__ride","Columbia","ride",1,1,17.9798821477874
"Columbia__ride","Columbia","ride",2,1,-98.3132041246774
"Columbia__ride","Columbia","ride",3,1,-178.344522037717
"Columbia__ride","Columbia","ride",1,2,-98.3132041246774
"Columbia__ride","Columbia","ride",2,2,766.378822002539
"Columbia__ride","Columbia","ride",3,2,1369.43994772404
"Columbia__ride","Columbia","ride",1,3,-178.344522037717
"Columbia__ride","Columbia","ride",2,3,1369.43994772404
"Columbia__ride","Columbia","ride",3,3,2448.79652692311
"Columbus__ride","Columbus","ride",1,1,62.8163521155671
"Columbus__ride","Columbus","ride",2,1,-107.595924737339
"Columbus__ride","Columbus","ride",3,1,-137.957251685863
"Columbus__ride","Columbus","ride",1,2,-107.595924737339
"Columbus__ride","Columbus","ride",2,2,229.999619570515
"Columbus__ride","Columbus","ride",3,2,294.080422067781
"Columbus__ride","Columbus","ride",1,3,-137.957251685863
"Columbus__ride","Columbus","ride",2,3,294.080422067781
"Columbus__ride","Columbus","ride",3,3,378.050018200362
"Corpus_Christi__ride","Corpus_Christi","ride",1,1,22522034637.8535
"Corpus_Christi__ride","Corpus_Christi","ride",2,1,-12731185364.1414
"Corpus_Christi__ride","Corpus_Christi","ride",3,1,-24839205565.9694
"Corpus_Christi__ride","Corpus_Christi","ride",1,2,-12731185364.1414
"Corpus_Christi__ride","Corpus_Christi","ride",2,2,14105405566.7051
"Corpus_Christi__ride","Corpus_Christi","ride",3,2,26659207804.0408
"Corpus_Christi__ride","Corpus_Christi","ride",1,3,-24839205565.9694
"Corpus_Christi__ride","Corpus_Christi","ride",2,3,26659207804.0408
"Corpus_Christi__ride","Corpus_Christi","ride",3,3,57260602740.2139
"Dallas__ride","Dallas","ride",1,1,0.0678114153153121
"Dallas__ride","Dallas","ride",2,1,-0.0936075820089898
"Dallas__ride","Dallas","ride",3,1,-0.177813126196458
"Dallas__ride","Dallas","ride",1,2,-0.0936075820089898
"Dallas__ride","Dallas","ride",2,2,0.422445070544514
"Dallas__ride","Dallas","ride",3,2,0.776349086109089
"Dallas__ride","Dallas","ride",1,3,-0.177813126196458
"Dallas__ride","Dallas","ride",2,3,0.776349086109089
"Dallas__ride","Dallas","ride",3,3,1.44364906412911
"Detroit__ride","Detroit","ride",1,1,13061.6162932441
"Detroit__ride","Detroit","ride",2,1,-143944.282975526
"Detroit__ride","Detroit","ride",3,1,-206657.529350531
"Detroit__ride","Detroit","ride",1,2,-143944.282975526
"Detroit__ride","Detroit","ride",2,2,3688611.83994403
"Detroit__ride","Detroit","ride",3,2,5276460.62115872
"Detroit__ride","Detroit","ride",1,3,-206657.529350531
"Detroit__ride","Detroit","ride",2,3,5276460.62115872
"Detroit__ride","Detroit","ride",3,3,7547926.64761605
"Fort_Worth__ride","Fort_Worth","ride",1,1,0.126299103595843
"Fort_Worth__ride","Fort_Worth","ride",2,1,-0.142802806165994
"Fort_Worth__ride","Fort_Worth","ride",3,1,-0.201905258172691
"Fort_Worth__ride","Fort_Worth","ride",1,2,-0.142802806165994
"Fort_Worth__ride","Fort_Worth","ride",2,2,0.191232858160382
"Fort_Worth__ride","Fort_Worth","ride",3,2,0.25859007434286
"Fort_Worth__ride","Fort_Worth","ride",1,3,-0.201905258172691
"Fort_Worth__ride","Fort_Worth","ride",2,3,0.25859007434286
"Fort_Worth__ride","Fort_Worth","ride",3,3,0.395105722662924
"Fresno__ride","Fresno","ride",1,1,0.480693379516424
"Fresno__ride","Fresno","ride",2,1,-0.28363645357579
"Fresno__ride","Fresno","ride",3,1,-0.561806952842352
"Fresno__ride","Fresno","ride",1,2,-0.28363645357579
"Fresno__ride","Fresno","ride",2,2,0.495429069509883
"Fresno__ride","Fresno","ride",3,2,0.851922798825941
"Fresno__ride","Fresno","ride",1,3,-0.561806952842352
"Fresno__ride","Fresno","ride",2,3,0.851922798825941
"Fresno__ride","Fresno","ride",3,3,1.61317698277706
"Gilbert__ride","Gilbert","ride",1,1,1.34260158107871
"Gilbert__ride","Gilbert","ride",2,1,-0.35555646985063
"Gilbert__ride","Gilbert","ride",3,1,-0.936870471559614
"Gilbert__ride","Gilbert","ride",1,2,-0.35555646985063
"Gilbert__ride","Gilbert","ride",2,2,0.390233027879297
"Gilbert__ride","Gilbert","ride",3,2,0.570601510718102
"Gilbert__ride","Gilbert","ride",1,3,-0.936870471559614
"Gilbert__ride","Gilbert","ride",2,3,0.570601510718102
"Gilbert__ride","Gilbert","ride",3,3,1.34120912884465
"Henderson__ride","Henderson","ride",1,1,0.401303851561749
"Henderson__ride","Henderson","ride",2,1,-0.158399882921582
"Henderson__ride","Henderson","ride",3,1,-0.184703732215991
"Henderson__ride","Henderson","ride",1,2,-0.158399882921582
"Henderson__ride","Henderson","ride",2,2,0.155287745026125
"Henderson__ride","Henderson","ride",3,2,0.125269695852823
"Henderson__ride","Henderson","ride",1,3,-0.184703732215991
"Henderson__ride","Henderson","ride",2,3,0.125269695852823
"Henderson__ride","Henderson","ride",3,3,0.235808665639295
"Houston__ride","Houston","ride",1,1,0.114000870635109
"Houston__ride","Houston","ride",2,1,-0.111851605285301
"Houston__ride","Houston","ride",3,1,-0.195223158856808
"Houston__ride","Houston","ride",1,2,-0.111851605285301
"Houston__ride","Houston","ride",2,2,0.145837135845205
"Houston__ride","Houston","ride",3,2,0.237175713299499
"Houston__ride","Houston","ride",1,3,-0.195223158856809
"Houston__ride","Houston","ride",2,3,0.237175713299499
"Houston__ride","Houston","ride",3,3,0.414791603078536
"Indianapolis__ride","Indianapolis","ride",1,1,86.4454194146197
"Indianapolis__ride","Indianapolis","ride",2,1,-68.4603732234873
"Indianapolis__ride","Indianapolis","ride",3,1,-86.0862257372216
"Indianapolis__ride","Indianapolis","ride",1,2,-68.4603732234873
"Indianapolis__ride","Indianapolis","ride",2,2,88.827082395584
"Indianapolis__ride","Indianapolis","ride",3,2,109.057248688302
"Indianapolis__ride","Indianapolis","ride",1,3,-86.0862257372216
"Indianapolis__ride","Indianapolis","ride",2,3,109.057248688302
"Indianapolis__ride","Indianapolis","ride",3,3,134.939926826514
"Jacksonville__ride","Jacksonville","ride",1,1,1.21060597386139
"Jacksonville__ride","Jacksonville","ride",2,1,-0.645506922365712
"Jacksonville__ride","Jacksonville","ride",3,1,-1.09156705885492
"Jacksonville__ride","Jacksonville","ride",1,2,-0.645506922365712
"Jacksonville__ride","Jacksonville","ride",2,2,0.43599995162607
"Jacksonville__ride","Jacksonville","ride",3,2,0.672234286658973
"Jacksonville__ride","Jacksonville","ride",1,3,-1.09156705885492
"Jacksonville__ride","Jacksonville","ride",2,3,0.672234286658973
"Jacksonville__ride","Jacksonville","ride",3,3,1.39038957946765
"Kansas_City__ride","Kansas_City","ride",1,1,0.88174407328165
"Kansas_City__ride","Kansas_City","ride",2,1,-1.7093776655989
"Kansas_City__ride","Kansas_City","ride",3,1,-2.93686033004719
"Kansas_City__ride","Kansas_City","ride",1,2,-1.7093776655989
"Kansas_City__ride","Kansas_City","ride",2,2,7.77936949810135
"Kansas_City__ride","Kansas_City","ride",3,2,12.9741909099971
"Kansas_City__ride","Kansas_City","ride",1,3,-2.93686033004719
"Kansas_City__ride","Kansas_City","ride",2,3,12.9741909099971
"Kansas_City__ride","Kansas_City","ride",3,3,21.7517955068375
"Las_Vegas__ride","Las_Vegas","ride",1,1,0.675390714805483
"Las_Vegas__ride","Las_Vegas","ride",2,1,-0.944778389096368
"Las_Vegas__ride","Las_Vegas","ride",3,1,-1.6771436233729
"Las_Vegas__ride","Las_Vegas","ride",1,2,-0.944778389096368
"Las_Vegas__ride","Las_Vegas","ride",2,2,1.9276822150246
"Las_Vegas__ride","Las_Vegas","ride",3,2,3.41526918570793
"Las_Vegas__ride","Las_Vegas","ride",1,3,-1.6771436233729
"Las_Vegas__ride","Las_Vegas","ride",2,3,3.41526918570793
"Las_Vegas__ride","Las_Vegas","ride",3,3,6.16625584217242
"Los_Angeles__ride","Los_Angeles","ride",1,1,14.4502198566454
"Los_Angeles__ride","Los_Angeles","ride",2,1,-8.48711907063497
"Los_Angeles__ride","Los_Angeles","ride",3,1,-11.7588356573244
"Los_Angeles__ride","Los_Angeles","ride",1,2,-8.48711907063497
"Los_Angeles__ride","Los_Angeles","ride",2,2,20.3877645212699
"Los_Angeles__ride","Los_Angeles","ride",3,2,34.3204981716085
"Los_Angeles__ride","Los_Angeles","ride",1,3,-11.7588356573244
"Los_Angeles__ride","Los_Angeles","ride",2,3,34.3204981716085
"Los_Angeles__ride","Los_Angeles","ride",3,3,58.8501954321374
"Louisville__ride","Louisville","ride",1,1,80.1487308377837
"Louisville__ride","Louisville","ride",2,1,-188.971609628907
"Louisville__ride","Louisville","ride",3,1,-288.757896022403
"Louisville__ride","Louisville","ride",1,2,-188.971609628907
"Louisville__ride","Louisville","ride",2,2,607.018979387561
"Louisville__ride","Louisville","ride",3,2,928.357365965746
"Louisville__ride","Louisville","ride",1,3,-288.757896022403
"Louisville__ride","Louisville","ride",2,3,928.357365965746
"Louisville__ride","Louisville","ride",3,3,1423.96744997257
"Lubbock__ride","Lubbock","ride",1,1,5.2973611477804
"Lubbock__ride","Lubbock","ride",2,1,-5.4015143660966
"Lubbock__ride","Lubbock","ride",3,1,-9.19174925318374
"Lubbock__ride","Lubbock","ride",1,2,-5.4015143660966
"Lubbock__ride","Lubbock","ride",2,2,10.8839600828654
"Lubbock__ride","Lubbock","ride",3,2,17.7308226242082
"Lubbock__ride","Lubbock","ride",1,3,-9.19174925318373
"Lubbock__ride","Lubbock","ride",2,3,17.7308226242082
"Lubbock__ride","Lubbock","ride",3,3,29.8009656430739
"Mesa__ride","Mesa","ride",1,1,2.1380369418289
"Mesa__ride","Mesa","ride",2,1,-0.698211049997235
"Mesa__ride","Mesa","ride",3,1,-1.70521315391237
"Mesa__ride","Mesa","ride",1,2,-0.698211049997235
"Mesa__ride","Mesa","ride",2,2,0.541934980341491
"Mesa__ride","Mesa","ride",3,2,0.907010802377016
"Mesa__ride","Mesa","ride",1,3,-1.70521315391237
"Mesa__ride","Mesa","ride",2,3,0.907010802377016
"Mesa__ride","Mesa","ride",3,3,2.14912172666879
"Miami__ride","Miami","ride",1,1,6247.17507212686
"Miami__ride","Miami","ride",2,1,-12279.4995248736
"Miami__ride","Miami","ride",3,1,-20246.2805274197
"Miami__ride","Miami","ride",1,2,-12279.4995248736
"Miami__ride","Miami","ride",2,2,109116.714460949
"Miami__ride","Miami","ride",3,2,167728.978274457
"Miami__ride","Miami","ride",1,3,-20246.2805274197
"Miami__ride","Miami","ride",2,3,167728.978274457
"Miami__ride","Miami","ride",3,3,258365.333032295
"Milwaukee__ride","Milwaukee","ride",1,1,69.5945891361785
"Milwaukee__ride","Milwaukee","ride",2,1,-60.7343086883288
"Milwaukee__ride","Milwaukee","ride",3,1,-76.5897566466434
"Milwaukee__ride","Milwaukee","ride",1,2,-60.7343086883288
"Milwaukee__ride","Milwaukee","ride",2,2,80.8050528169473
"Milwaukee__ride","Milwaukee","ride",3,2,114.523549239322
"Milwaukee__ride","Milwaukee","ride",1,3,-76.5897566466434
"Milwaukee__ride","Milwaukee","ride",2,3,114.523549239322
"Milwaukee__ride","Milwaukee","ride",3,3,173.424589173753
"Minneapolis__ride","Minneapolis","ride",1,1,2392.94032576029
"Minneapolis__ride","Minneapolis","ride",2,1,-1792.80235798031
"Minneapolis__ride","Minneapolis","ride",3,1,-385.643668329931
"Minneapolis__ride","Minneapolis","ride",1,2,-1792.80235798031
"Minneapolis__ride","Minneapolis","ride",2,2,1774.81105753192
"Minneapolis__ride","Minneapolis","ride",3,2,776.185849582521
"Minneapolis__ride","Minneapolis","ride",1,3,-385.643668329931
"Minneapolis__ride","Minneapolis","ride",2,3,776.185849582521
"Minneapolis__ride","Minneapolis","ride",3,3,614.84764988246
"Miramar__ride","Miramar","ride",1,1,33.2258645388521
"Miramar__ride","Miramar","ride",2,1,-11.0185155705256
"Miramar__ride","Miramar","ride",3,1,-24.7793868892261
"Miramar__ride","Miramar","ride",1,2,-11.0185155705256
"Miramar__ride","Miramar","ride",2,2,5.89139425149068
"Miramar__ride","Miramar","ride",3,2,10.4084462273905
"Miramar__ride","Miramar","ride",1,3,-24.7793868892261
"Miramar__ride","Miramar","ride",2,3,10.4084462273905
"Miramar__ride","Miramar","ride",3,3,25.2926952909559
"Nashville__ride","Nashville","ride",1,1,5.82945119059801
"Nashville__ride","Nashville","ride",2,1,-3.58832902128224
"Nashville__ride","Nashville","ride",3,1,-8.198638201881
"Nashville__ride","Nashville","ride",1,2,-3.58832902128224
"Nashville__ride","Nashville","ride",2,2,6.49925179794721
"Nashville__ride","Nashville","ride",3,2,12.3525359072101
"Nashville__ride","Nashville","ride",1,3,-8.198638201881
"Nashville__ride","Nashville","ride",2,3,12.3525359072101
"Nashville__ride","Nashville","ride",3,3,24.1101164853219
"New_York__ride","New_York","ride",1,1,0.368167051777668
"New_York__ride","New_York","ride",2,1,-0.314409621768843
"New_York__ride","New_York","ride",3,1,-0.375889358413929
"New_York__ride","New_York","ride",1,2,-0.314409621768843
"New_York__ride","New_York","ride",2,2,0.333362802173667
"New_York__ride","New_York","ride",3,2,0.435269019299948
"New_York__ride","New_York","ride",1,3,-0.375889358413929
"New_York__ride","New_York","ride",2,3,0.435269019299948
"New_York__ride","New_York","ride",3,3,0.65496986686609
"Newark__ride","Newark","ride",1,1,549872804467.383
"Newark__ride","Newark","ride",2,1,-280827391444.718
"Newark__ride","Newark","ride",3,1,-55054616108.2457
