"model_id","city","activity","row_component","col_component","covariance"
"Kansas_City__run","Kansas_City","run",3,2,63.3219974378075
"Kansas_City__run","Kansas_City","run",1,3,-12.7611155576778
"Kansas_City__run","Kansas_City","run",2,3,63.3219974378075
"Kansas_City__run","Kansas_City","run",3,3,105.523949922726
"Las_Vegas__run","Las_Vegas","run",1,1,1.82609181439623
"Las_Vegas__run","Las_Vegas","run",2,1,-1.75717107257333
"Las_Vegas__run","Las_Vegas","run",3,1,-3.11442684941704
"Las_Vegas__run","Las_Vegas","run",1,2,-1.75717107257333
"Las_Vegas__run","Las_Vegas","run",2,2,3.65955335311125
"Las_Vegas__run","Las_Vegas","run",3,2,6.33924810682569
"Las_Vegas__run","Las_Vegas","run",1,3,-3.11442684941704
"Las_Vegas__run","Las_Vegas","run",2,3,6.33924810682569
"Las_Vegas__run","Las_Vegas","run",3,3,11.4604475257208
"Los_Angeles__run","Los_Angeles","run",1,1,189.909692835544
"Los_Angeles__run","Los_Angeles","run",2,1,-495.642430799814
"Los_Angeles__run","Los_Angeles","run",3,1,-839.025532661994
"Los_Angeles__run","Los_Angeles","run",1,2,-495.642430799814
"Los_Angeles__run","Los_Angeles","run",2,2,1589.98867540676
"Los_Angeles__run","Los_Angeles","run",3,2,2718.6188519175
"Los_Angeles__run","Los_Angeles","run",1,3,-839.025532661994
"Los_Angeles__run","Los_Angeles","run",2,3,2718.6188519175
"Los_Angeles__run","Los_Angeles","run",3,3,4651.47183967739
"Louisville__run","Louisville","run",1,1,9122.41215543571
"Louisville__run","Louisville","run",2,1,-758570.943212867
"Louisville__run","Louisville","run",3,1,-1124005.68424976
"Louisville__run","Louisville","run",1,2,-758570.943212867
"Louisville__run","Louisville","run",2,2,477708304.817144
"Louisville__run","Louisville","run",3,2,706838695.604877
"Louisville__run","Louisville","run",1,3,-1124005.68424976
"Louisville__run","Louisville","run",2,3,706838695.604877
"Louisville__run","Louisville","run",3,3,1045870666.91561
"Lubbock__run","Lubbock","run",1,1,8.44881416733427
"Lubbock__run","Lubbock","run",2,1,-8.6588238333433
"Lubbock__run","Lubbock","run",3,1,-14.6455874303621
"Lubbock__run","Lubbock","run",1,2,-8.6588238333433
"Lubbock__run","Lubbock","run",2,2,16.0146791373378
"Lubbock__run","Lubbock","run",3,2,26.0747393560633
"Lubbock__run","Lubbock","run",1,3,-14.6455874303621
"Lubbock__run","Lubbock","run",2,3,26.0747393560633
"Lubbock__run","Lubbock","run",3,3,43.8704061702546
"Mesa__run","Mesa","run",1,1,5.83641085923369
"Mesa__run","Mesa","run",2,1,-1.98795098758101
"Mesa__run","Mesa","run",3,1,-4.89050839670755
"Mesa__run","Mesa","run",1,2,-1.98795098758101
"Mesa__run","Mesa","run",2,2,1.77843332194079
"Mesa__run","Mesa","run",3,2,3.107769330773
"Mesa__run","Mesa","run",1,3,-4.89050839670755
"Mesa__run","Mesa","run",2,3,3.107769330773
"Mesa__run","Mesa","run",3,3,7.0036199566169
"Miami__run","Miami","run",1,1,176380961729.41
"Miami__run","Miami","run",2,1,-84465159537.9703
"Miami__run","Miami","run",3,1,-92048493816.9978
"Miami__run","Miami","run",1,2,-84465159537.9703
"Miami__run","Miami","run",2,2,90114773431.7698
"Miami__run","Miami","run",3,2,122261765919.025
"Miami__run","Miami","run",1,3,-92048493816.9978
"Miami__run","Miami","run",2,3,122261765919.025
"Miami__run","Miami","run",3,3,199717773680.89
"Milwaukee__run","Milwaukee","run",1,1,774.581943195234
"Milwaukee__run","Milwaukee","run",2,1,-627.734288786163
"Milwaukee__run","Milwaukee","run",3,1,-515.58328121677
"Milwaukee__run","Milwaukee","run",1,2,-627.734288786163
"Milwaukee__run","Milwaukee","run",2,2,634.027981808369
"Milwaukee__run","Milwaukee","run",3,2,643.457192275314
"Milwaukee__run","Milwaukee","run",1,3,-515.58328121677
"Milwaukee__run","Milwaukee","run",2,3,643.457192275314
"Milwaukee__run","Milwaukee","run",3,3,973.380026301423
"Minneapolis__run","Minneapolis","run",1,1,35473.2594855263
"Minneapolis__run","Minneapolis","run",2,1,-128345.479430554
"Minneapolis__run","Minneapolis","run",3,1,-120123.970333486
"Minneapolis__run","Minneapolis","run",1,2,-128345.479430554
"Minneapolis__run","Minneapolis","run",2,2,740849.833438708
"Minneapolis__run","Minneapolis","run",3,2,744575.368661288
"Minneapolis__run","Minneapolis","run",1,3,-120123.970333486
"Minneapolis__run","Minneapolis","run",2,3,744575.368661288
"Minneapolis__run","Minneapolis","run",3,3,754274.372844535
"Miramar__run","Miramar","run",1,1,91.0919437127584
"Miramar__run","Miramar","run",2,1,-28.3917413765418
"Miramar__run","Miramar","run",3,1,-65.8512057666743
"Miramar__run","Miramar","run",1,2,-28.3917413765418
"Miramar__run","Miramar","run",2,2,14.5763766831371
"Miramar__run","Miramar","run",3,2,27.5825474039077
"Miramar__run","Miramar","run",1,3,-65.8512057666743
"Miramar__run","Miramar","run",2,3,27.5825474039077
"Miramar__run","Miramar","run",3,3,68.2385542623475
"Nashville__run","Nashville","run",1,1,64.2792704182286
"Nashville__run","Nashville","run",2,1,-926.03765545718
"Nashville__run","Nashville","run",3,1,-1603.50709051462
"Nashville__run","Nashville","run",1,2,-926.03765545718
"Nashville__run","Nashville","run",2,2,17149.1047213171
"Nashville__run","Nashville","run",3,2,29600.9549269839
"Nashville__run","Nashville","run",1,3,-1603.50709051462
"Nashville__run","Nashville","run",2,3,29600.9549269839
"Nashville__run","Nashville","run",3,3,51096.08571082
"New_York__run","New_York","run",1,1,0.991819992123869
"New_York__run","New_York","run",2,1,-0.847960987823255
"New_York__run","New_York","run",3,1,-1.04471534740145
"New_York__run","New_York","run",1,2,-0.847960987823255
"New_York__run","New_York","run",2,2,0.881156321199232
"New_York__run","New_York","run",3,2,1.17305690822576
"New_York__run","New_York","run",1,3,-1.04471534740145
"New_York__run","New_York","run",2,3,1.17305690822576
"New_York__run","New_York","run",3,3,1.7845750528687
"Newark__run","Newark","run",1,1,432113531872.955
"Newark__run","Newark","run",2,1,-220651384677.325
"Newark__run","Newark","run",3,1,-43328229418.1961
"Newark__run","Newark","run",1,2,-220651384677.325
"Newark__run","Newark","run",2,2,163337390850.468
"Newark__run","Newark","run",3,2,92010496457.6251
"Newark__run","Newark","run",1,3,-43328229418.1961
"Newark__run","Newark","run",2,3,92010496457.6251
"Newark__run","Newark","run",3,3,191204419030.602
"Oklahoma_City__run","Oklahoma_City","run",1,1,8.95072742262325
"Oklahoma_City__run","Oklahoma_City","run",2,1,-19.3808261076112
"Oklahoma_City__run","Oklahoma_City","run",3,1,-36.1818571325242
"Oklahoma_City__run","Oklahoma_City","run",1,2,-19.3808261076112
"Oklahoma_City__run","Oklahoma_City","run",2,2,112.275319455699
"Oklahoma_City__run","Oklahoma_City","run",3,2,197.538754318474
"Oklahoma_City__run","Oklahoma_City","run",1,3,-36.1818571325242
"Oklahoma_City__run","Oklahoma_City","run",2,3,197.538754318474
"Oklahoma_City__run","Oklahoma_City","run",3,3,348.583709132055
"Orlando__run","Orlando","run",1,1,20.4788926617039
"Orlando__run","Orlando","run",2,1,-48.8456869497952
"Orlando__run","Orlando","run",3,1,-81.9414679547276
"Orlando__run","Orlando","run",1,2,-48.8456869497952
"Orlando__run","Orlando","run",2,2,131.107437690503
"Orlando__run","Orlando","run",3,2,221.413380709099
"Orlando__run","Orlando","run",1,3,-81.9414679547276
"Orlando__run","Orlando","run",2,3,221.413380709099
"Orlando__run","Orlando","run",3,3,375.475642212349
"Overland_Park__run","Overland_Park","run",1,1,38.3266988153857
"Overland_Park__run","Overland_Park","run",2,1,-311.518308775215
"Overland_Park__run","Overland_Park","run",3,1,-566.149165527177
"Overland_Park__run","Overland_Park","run",1,2,-311.518308775215
"Overland_Park__run","Overland_Park","run",2,2,2678.24995691802
"Overland_Park__run","Overland_Park","run",3,2,4861.44349760798
"Overland_Park__run","Overland_Park","run",1,3,-566.149165527177
"Overland_Park__run","Overland_Park","run",2,3,4861.44349760798
"Overland_Park__run","Overland_Park","run",3,3,8824.80877716192
"Palm_Bay__run","Palm_Bay","run",1,1,14842.1235947613
"Palm_Bay__run","Palm_Bay","run",2,1,-267726.434621102
"Palm_Bay__run","Palm_Bay","run",3,1,-407522.267803974
"Palm_Bay__run","Palm_Bay","run",1,2,-267726.434621102
"Palm_Bay__run","Palm_Bay","run",2,2,6942689.18857206
"Palm_Bay__run","Palm_Bay","run",3,2,10542090.0195921
"Palm_Bay__run","Palm_Bay","run",1,3,-407522.267803974
"Palm_Bay__run","Palm_Bay","run",2,3,10542090.0195921
"Palm_Bay__run","Palm_Bay","run",3,3,16007828.273374
"Philadelphia__run","Philadelphia","run",1,1,8.09950492546542
"Philadelphia__run","Philadelphia","run",2,1,-18.9744817504664
"Philadelphia__run","Philadelphia","run",3,1,-31.6698964011473
"Philadelphia__run","Philadelphia","run",1,2,-18.9744817504664
"Philadelphia__run","Philadelphia","run",2,2,74.5385189024137
"Philadelphia__run","Philadelphia","run",3,2,126.256180128034
"Philadelphia__run","Philadelphia","run",1,3,-31.6698964011473
"Philadelphia__run","Philadelphia","run",2,3,126.256180128034
"Philadelphia__run","Philadelphia","run",3,3,214.327295455621
"Phoenix__run","Phoenix","run",1,1,0.493350005007105
"Phoenix__run","Phoenix","run",2,1,-0.18022684579626
"Phoenix__run","Phoenix","run",3,1,-0.39965791142909
"Phoenix__run","Phoenix","run",1,2,-0.18022684579626
"Phoenix__run","Phoenix","run",2,2,0.144033793753286
"Phoenix__run","Phoenix","run",3,2,0.240499707453516
"Phoenix__run","Phoenix","run",1,3,-0.39965791142909
"Phoenix__run","Phoenix","run",2,3,0.240499707453516
"Phoenix__run","Phoenix","run",3,3,0.548208334320442
"Raleigh__run","Raleigh","run",1,1,4.02348867270062
"Raleigh__run","Raleigh","run",2,1,-14.494786140425
"Raleigh__run","Raleigh","run",3,1,-26.3877475391574
"Raleigh__run","Raleigh","run",1,2,-14.494786140425
"Raleigh__run","Raleigh","run",2,2,107.617962229428
"Raleigh__run","Raleigh","run",3,2,193.279951015453
"Raleigh__run","Raleigh","run",1,3,-26.3877475391574
"Raleigh__run","Raleigh","run",2,3,193.279951015453
"Raleigh__run","Raleigh","run",3,3,347.444535678028
"Richmond__run","Richmond","run",1,1,2.55266527528149
"Richmond__run","Richmond","run",2,1,-2.29995086786985
"Richmond__run","Richmond","run",3,1,-2.98973326393268
"Richmond__run","Richmond","run",1,2,-2.29995086786985
"Richmond__run","Richmond","run",2,2,3.59605047815919
"Richmond__run","Richmond","run",3,2,5.04521419797599
"Richmond__run","Richmond","run",1,3,-2.98973326393268
"Richmond__run","Richmond","run",2,3,5.04521419797599
"Richmond__run","Richmond","run",3,3,7.49937061987642
"Riverside__run","Riverside","run",1,1,1176.58400914454
"Riverside__run","Riverside","run",2,1,-10041.1529182929
"Riverside__run","Riverside","run",3,1,-17614.2465458914
"Riverside__run","Riverside","run",1,2,-10041.1529182929
"Riverside__run","Riverside","run",2,2,123594.486602076
"Riverside__run","Riverside","run",3,2,216230.996498345
"Riverside__run","Riverside","run",1,3,-17614.2465458914
"Riverside__run","Riverside","run",2,3,216230.996498345
"Riverside__run","Riverside","run",3,3,378314.218911204
"Sacramento__run","Sacramento","run",1,1,65.1954498986596
"Sacramento__run","Sacramento","run",2,1,-66.5500186050605
"Sacramento__run","Sacramento","run",3,1,-56.9774698486065
"Sacramento__run","Sacramento","run",1,2,-66.5500186050605
"Sacramento__run","Sacramento","run",2,2,98.1279887383482
"Sacramento__run","Sacramento","run",3,2,105.362498414551
"Sacramento__run","Sacramento","run",1,3,-56.9774698486065
"Sacramento__run","Sacramento","run",2,3,105.362498414551
"Sacramento__run","Sacramento","run",3,3,126.331020223027
"San_Antonio__run","San_Antonio","run",1,1,0.564528033742427
"San_Antonio__run","San_Antonio","run",2,1,-0.705885640535966
"San_Antonio__run","San_Antonio","run",3,1,-1.37446268498735
"San_Antonio__run","San_Antonio","run",1,2,-0.705885640535966
"San_Antonio__run","San_Antonio","run",2,2,0.993935148279735
"San_Antonio__run","San_Antonio","run",3,2,1.89957862433009
"San_Antonio__run","San_Antonio","run",1,3,-1.37446268498735
"San_Antonio__run","San_Antonio","run",2,3,1.89957862433009
"San_Antonio__run","San_Antonio","run",3,3,3.74596088651092
"San_Bernardino__run","San_Bernardino","run",1,1,441.84686729423
"San_Bernardino__run","San_Bernardino","run",2,1,-1692.03055838772
"San_Bernardino__run","San_Bernardino","run",3,1,-2976.23940577267
"San_Bernardino__run","San_Bernardino","run",1,2,-1692.03055838772
"San_Bernardino__run","San_Bernardino","run",2,2,12005.7555138409
"San_Bernardino__run","San_Bernardino","run",3,2,21007.5286801752
"San_Bernardino__run","San_Bernardino","run",1,3,-2976.23940577267
"San_Bernardino__run","San_Bernardino","run",2,3,21007.5286801752
"San_Bernardino__run","San_Bernardino","run",3,3,36799.8221173123
"San_Jose__run","San_Jose","run",1,1,12.1076781132204
"San_Jose__run","San_Jose","run",2,1,-6.99155020955803
"San_Jose__run","San_Jose","run",3,1,-6.12712264590048
"San_Jose__run","San_Jose","run",1,2,-6.99155020955803
"San_Jose__run","San_Jose","run",2,2,10.2705165672715
"San_Jose__run","San_Jose","run",3,2,13.5080009866903
"San_Jose__run","San_Jose","run",1,3,-6.12712264590048
"San_Jose__run","San_Jose","run",2,3,13.5080009866903
"San_Jose__run","San_Jose","run",3,3,20.7295998579058
"Scottsdale__run","Scottsdale","run",1,1,5.80043172893624
"Scottsdale__run","Scottsdale","run",2,1,-7.50581302677181
"Scottsdale__run","Scottsdale","run",3,1,-16.2728452574476
"Scottsdale__run","Scottsdale","run",1,2,-7.50581302677181
"Scottsdale__run","Scottsdale","run",2,2,12.4076451740819
"Scottsdale__run","Scottsdale","run",3,2,26.0567804513579
"Scottsdale__run","Scottsdale","run",1,3,-16.2728452574476
"Scottsdale__run","Scottsdale","run",2,3,26.0567804513579
"Scottsdale__run","Scottsdale","run",3,3,55.5327590380012
"St_Louis__run","St_Louis","run",1,1,6.81279669766456
"St_Louis__run","St_Louis","run",2,1,-10.6745192227806
"St_Louis__run","St_Louis","run",3,1,-20.5602898971551
"St_Louis__run","St_Louis","run",1,2,-10.6745192227806
"St_Louis__run","St_Louis","run",2,2,110.193556713826
"St_Louis__run","St_Louis","run",3,2,190.531962461879
"St_Louis__run","St_Louis","run",1,3,-20.5602898971551
"St_Louis__run","St_Louis","run",2,3,190.531962461879
"St_Louis__run","St_Louis","run",3,3,330.53126130775
"St_Petersburg__run","St_Petersburg","run",1,1,28.6922401886568
"St_Petersburg__run","St_Petersburg","run",2,1,-6.83232941561927
"St_Petersburg__run","St_Petersburg","run",3,1,-19.7205514288732
"St_Petersburg__run","St_Petersburg","run",1,2,-6.83232941561927
"St_Petersburg__run","St_Petersburg","run",2,2,2.67336717676794
"St_Petersburg__run","St_Petersburg","run",3,2,5.82511262278588
"St_Petersburg__run","St_Petersburg","run",1,3,-19.7205514288732
"St_Petersburg__run","St_Petersburg","run",2,3,5.82511262278587
"St_Petersburg__run","St_Petersburg","run",3,3,17.6414695339669
"Tallahassee__run","Tallahassee","run",1,1,38.683252189223
"Tallahassee__run","Tallahassee","run",2,1,-114.833417538604
"Tallahassee__run","Tallahassee","run",3,1,-203.623755490814
"Tallahassee__run","Tallahassee","run",1,2,-114.833417538604
"Tallahassee__run","Tallahassee","run",2,2,386.051775170365
"Tallahassee__run","Tallahassee","run",3,2,684.593440044136
"Tallahassee__run","Tallahassee","run",1,3,-203.623755490814
"Tallahassee__run","Tallahassee","run",2,3,684.593440044136
"Tallahassee__run","Tallahassee","run",3,3,1214.73166543841
"Tampa__run","Tampa","run",1,1,6.77331806595433
"Tampa__run","Tampa","run",2,1,-3.90552939326138
"Tampa__run","Tampa","run",3,1,-4.67029073642274
"Tampa__run","Tampa","run",1,2,-3.90552939326138
"Tampa__run","Tampa","run",2,2,3.05099928133477
"Tampa__run","Tampa","run",3,2,3.74569517816546
"Tampa__run","Tampa","run",1,3,-4.67029073642274
"Tampa__run","Tampa","run",2,3,3.74569517816546
"Tampa__run","Tampa","run",3,3,5.98568074725399
"Tucson__run","Tucson","run",1,1,0.27215016539451
"Tucson__run","Tucson","run",2,1,-0.0808533901714682
"Tucson__run","Tucson","run",3,1,-0.150636449021531
"Tucson__run","Tucson","run",1,2,-0.0808533901714682
"Tucson__run","Tucson","run",2,2,0.103787506156571
"Tucson__run","Tucson","run",3,2,0.134333746736053
"Tucson__run","Tucson","run",1,3,-0.150636449021531
"Tucson__run","Tucson","run",2,3,0.134333746736053
"Tucson__run","Tucson","run",3,3,0.29990118494076
"Virginia_Beach__run","Virginia_Beach","run",1,1,12.0782566759391
"Virginia_Beach__run","Virginia_Beach","run",2,1,-41.6168224510575
"Virginia_Beach__run","Virginia_Beach","run",3,1,-76.0671904863912
"Virginia_Beach__run","Virginia_Beach","run",1,2,-41.6168224510574
"Virginia_Beach__run","Virginia_Beach","run",2,2,222.396473673407
"Virginia_Beach__run","Virginia_Beach","run",3,2,401.48418698188
"Virginia_Beach__run","Virginia_Beach","run",1,3,-76.0671904863912
"Virginia_Beach__run","Virginia_Beach","run",2,3,401.48418698188
"Virginia_Beach__run","Virginia_Beach","run",3,3,725.483121691955
"Visalia__run","Visalia","run",1,1,4.61641329519754
"Visalia__run","Visalia","run",2,1,-3.92791608843166
"Visalia__run","Visalia","run",3,1,-6.83984685456525
"Visalia__run","Visalia","run",1,2,-3.92791608843166
"Visalia__run","Visalia","run",2,2,11.0246737746054
"Visalia__run","Visalia","run",3,2,18.4987285700412
"Visalia__run","Visalia","run",1,3,-6.83984685456526
"Visalia__run","Visalia","run",2,3,18.4987285700412
"Visalia__run","Visalia","run",3,3,32.9268474386938
"Washington__run","Washington","run",1,1,9.31409219538087
"Washington__run","Washington","run",2,1,-28.4206191035525
"Washington__run","Washington","run",3,1,-48.6697128365053
"Washington__run","Washington","run",1,2,-28.4206191035525
"Washington__run","Washington","run",2,2,106.585263023689
"Washington__run","Washington","run",3,2,182.447350940794
"Washington__run","Washington","run",1,3,-48.6697128365053
"Washington__run","Washington","run",2,3,182.447350940794
"Washington__run","Washington","run",3,3,312.448497268629
"Abilene__walk","Abilene","walk",1,1,311.860152585434
"Abilene__walk","Abilene","walk",2,1,-1868.37512592703
"Abilene__walk","Abilene","walk",3,1,-3144.01350868054
"Abilene__walk","Abilene","walk",1,2,-1868.37512592703
"Abilene__walk","Abilene","walk",2,2,14759.4637128126
"Abilene__walk","Abilene","walk",3,2,24758.2479307863
"Abilene__walk","Abilene","walk",1,3,-3144.01350868054
"Abilene__walk","Abilene","walk",2,3,24758.2479307863
"Abilene__walk","Abilene","walk",3,3,41547.4996327786
"Amarillo__walk","Amarillo","walk",1,1,1921.01372422476
"Amarillo__walk","Amarillo","walk",2,1,-22877.0323820028
"Amarillo__walk","Amarillo","walk",3,1,-38006.1233087983
"Amarillo__walk","Amarillo","walk",1,2,-22877.0323820028
"Amarillo__walk","Amarillo","walk",2,2,427633.279259486
"Amarillo__walk","Amarillo","walk",3,2,707007.9007867
"Amarillo__walk","Amarillo","walk",1,3,-38006.1233087983
"Amarillo__walk","Amarillo","walk",2,3,707007.9007867
"Amarillo__walk","Amarillo","walk",3,3,1168963.96692936
"Arlington__walk","Arlington","walk",1,1,4.9293944995524
"Arlington__walk","Arlington","walk",2,1,-6.94085494403551
"Arlington__walk","Arlington","walk",3,1,-10.149199324132
"Arlington__walk","Arlington","walk",1,2,-6.94085494403551
"Arlington__walk","Arlington","walk",2,2,11.0314168597422
"Arlington__walk","Arlington","walk",3,2,15.8107559036067
"Arlington__walk","Arlington","walk",1,3,-10.149199324132
"Arlington__walk","Arlington","walk",2,3,15.8107559036067
"Arlington__walk","Arlington","walk",3,3,24.2246495702064
"Atlanta__walk","Atlanta","walk",1,1,63015.0236725542
"Atlanta__walk","Atlanta","walk",2,1,-124553.020082331
"Atlanta__walk","Atlanta","walk",3,1,-139942.987535713
"Atlanta__walk","Atlanta","walk",1,2,-124553.020082331
"Atlanta__walk","Atlanta","walk",2,2,2796816.70223856
"Atlanta__walk","Atlanta","walk",3,2,3603481.39108941
"Atlanta__walk","Atlanta","walk",1,3,-139942.987535713
"Atlanta__walk","Atlanta","walk",2,3,3603481.39108941
"Atlanta__walk","Atlanta","walk",3,3,4662825.19106326
"Austin__walk","Austin","walk",1,1,0.115618586781457
"Austin__walk","Austin","walk",2,1,-0.0855354941063284
"Austin__walk","Austin","walk",3,1,-0.132758715711528
"Austin__walk","Austin","walk",1,2,-0.0855354941063283
"Austin__walk","Austin","walk",2,2,0.121596394755719
"Austin__walk","Austin","walk",3,2,0.161319086413163
"Austin__walk","Austin","walk",1,3,-0.132758715711528
"Austin__walk","Austin","walk",2,3,0.161319086413163
"Austin__walk","Austin","walk",3,3,0.302894120415289
"Bakersfield__walk","Bakersfield","walk",1,1,14.0385177198767
"Bakersfield__walk","Bakersfield","walk",2,1,-47.0847877165776
"Bakersfield__walk","Bakersfield","walk",3,1,-88.4577325449653
"Bakersfield__walk","Bakersfield","walk",1,2,-47.0847877165776
"Bakersfield__walk","Bakersfield","walk",2,2,204.32023706075
"Bakersfield__walk","Bakersfield","walk",3,2,381.839751985099
"Bakersfield__walk","Bakersfield","walk",1,3,-88.4577325449653
"Bakersfield__walk","Bakersfield","walk",2,3,381.839751985099
"Bakersfield__walk","Bakersfield","walk",3,3,715.308660598659
"Baltimore__walk","Baltimore","walk",1,1,10.0970970759179
"Baltimore__walk","Baltimore","walk",2,1,-21.9316452921349
"Baltimore__walk","Baltimore","walk",3,1,-33.9909605395389
"Baltimore__walk","Baltimore","walk",1,2,-21.9316452921349
"Baltimore__walk","Baltimore","walk",2,2,71.8957120011192
"Baltimore__walk","Baltimore","walk",3,2,113.370915817656
"Baltimore__walk","Baltimore","walk",1,3,-33.9909605395389
"Baltimore__walk","Baltimore","walk",2,3,113.370915817656
"Baltimore__walk","Baltimore","walk",3,3,180.029561383242
"Boston__walk","Boston","walk",1,1,5241.36489785568
"Boston__walk","Boston","walk",2,1,-1359.98570244046
"Boston__walk","Boston","walk",3,1,5581.50478358165
"Boston__walk","Boston","walk",1,2,-1359.98570244046
"Boston__walk","Boston","walk",2,2,364.301492223124
"Boston__walk","Boston","walk",3,2,-1396.30250932931
"Boston__walk","Boston","walk",1,3,5581.50478358165
"Boston__walk","Boston","walk",2,3,-1396.30250932931
"Boston__walk","Boston","walk",3,3,6272.04254480214
"Cape_Coral__walk","Cape_Coral","walk",1,1,55.2984230131665
"Cape_Coral__walk","Cape_Coral","walk",2,1,-32.7267748606956
"Cape_Coral__walk","Cape_Coral","walk",3,1,-28.5091854826332
"Cape_Coral__walk","Cape_Coral","walk",1,2,-32.7267748606956
"Cape_Coral__walk","Cape_Coral","walk",2,2,27.461946384679
"Cape_Coral__walk","Cape_Coral","walk",3,2,29.5585791300849
"Cape_Coral__walk","Cape_Coral","walk",1,3,-28.5091854826332
"Cape_Coral__walk","Cape_Coral","walk",2,3,29.5585791300849
"Cape_Coral__walk","Cape_Coral","walk",3,3,49.4024399022189
"Chandler__walk","Chandler","walk",1,1,6.12175835480511
"Chandler__walk","Chandler","walk",2,1,-7.2514782072944
"Chandler__walk","Chandler","walk",3,1,-13.0197068921569
"Chandler__walk","Chandler","walk",1,2,-7.2514782072944
"Chandler__walk","Chandler","walk",2,2,18.67438091179
"Chandler__walk","Chandler","walk",3,2,33.2944406956415
"Chandler__walk","Chandler","walk",1,3,-13.0197068921569
"Chandler__walk","Chandler","walk",2,3,33.2944406956415
"Chandler__walk","Chandler","walk",3,3,61.3676731543804
"Charleston__walk","Charleston","walk",1,1,1041.364642466
"Charleston__walk","Charleston","walk",2,1,-40021.0457989028
"Charleston__walk","Charleston","walk",3,1,-63589.7246556448
"Charleston__walk","Charleston","walk",1,2,-40021.0457989028
"Charleston__walk","Charleston","walk",2,2,2707197.15113652
"Charleston__walk","Charleston","walk",3,2,4290375.47266784
"Charleston__walk","Charleston","walk",1,3,-63589.7246556448
"Charleston__walk","Charleston","walk",2,3,4290375.47266784
"Charleston__walk","Charleston","walk",3,3,6799464.91535416
"Charlotte__walk","Charlotte","walk",1,1,486.8248871983
"Charlotte__walk","Charlotte","walk",2,1,-15513.8340042582
"Charlotte__walk","Charlotte","walk",3,1,-22885.5529880814
"Charlotte__walk","Charlotte","walk",1,2,-15513.8340042582
"Charlotte__walk","Charlotte","walk",2,2,581772.976070805
"Charlotte__walk","Charlotte","walk",3,2,857966.461296095
"Charlotte__walk","Charlotte","walk",1,3,-22885.5529880814
"Charlotte__walk","Charlotte","walk",2,3,857966.461296095
"Charlotte__walk","Charlotte","walk",3,3,1265284.35450561
"Chicago__walk","Chicago","walk",1,1,117812.362168234
"Chicago__walk","Chicago","walk",2,1,-656551.338148941
"Chicago__walk","Chicago","walk",3,1,-867076.673322135
"Chicago__walk","Chicago","walk",1,2,-656551.338148941
"Chicago__walk","Chicago","walk",2,2,13877575.610439
"Chicago__walk","Chicago","walk",3,2,18000826.3763213
"Chicago__walk","Chicago","walk",1,3,-867076.673322136
"Chicago__walk","Chicago","walk",2,3,18000826.3763213
"Chicago__walk","Chicago","walk",3,3,23358566.4747494
"Cincinnati__walk","Cincinnati","walk",1,1,8563906830.25726
"Cincinnati__walk","Cincinnati","walk",2,1,-4702480798.3671
"Cincinnati__walk","Cincinnati","walk",3,1,614158066.761615
"Cincinnati__walk","Cincinnati","walk",1,2,-4702480798.3671
"Cincinnati__walk","Cincinnati","walk",2,2,22557051882.5632
"Cincinnati__walk","Cincinnati","walk",3,2,24900881959.6383
"Cincinnati__walk","Cincinnati","walk",1,3,614158066.761615
"Cincinnati__walk","Cincinnati","walk",2,3,24900881959.6383
"Cincinnati__walk","Cincinnati","walk",3,3,53234164815.5062
"Clearwater__walk","Clearwater","walk",1,1,23062.1056946613
"Clearwater__walk","Clearwater","walk",2,1,-891367.865886893
"Clearwater__walk","Clearwater","walk",3,1,-1464637.44463037
"Clearwater__walk","Clearwater","walk",1,2,-891367.865886893
"Clearwater__walk","Clearwater","walk",2,2,64805280.2045836
"Clearwater__walk","Clearwater","walk",3,2,106067636.9923
"Clearwater__walk","Clearwater","walk",1,3,-1464637.44463037
"Clearwater__walk","Clearwater","walk",2,3,106067636.9923
"Clearwater__walk","Clearwater","walk",3,3,173605386.465635
"Cleveland__walk","Cleveland","walk",1,1,173714319976.088
"Cleveland__walk","Cleveland","walk",2,1,-144804185081.772
"Cleveland__walk","Cleveland","walk",3,1,-121028797387.312
"Cleveland__walk","Cleveland","walk",1,2,-144804185081.772
"Cleveland__walk","Cleveland","walk",2,2,155056628143.35
"Cleveland__walk","Cleveland","walk",3,2,155453083519.812
"Cleveland__walk","Cleveland","walk",1,3,-121028797387.312
"Cleveland__walk","Cleveland","walk",2,3,155453083519.812
"Cleveland__walk","Cleveland","walk",3,3,207625174157.921
"Columbia__walk","Columbia","walk",1,1,489.534813889963
"Columbia__walk","Columbia","walk",2,1,-5380.61536658226
"Columbia__walk","Columbia","walk",3,1,-9488.34300723363
"Columbia__walk","Columbia","walk",1,2,-5380.61536658226
"Columbia__walk","Columbia","walk",2,2,78896.7267281247
"Columbia__walk","Columbia","walk",3,2,138177.338892466
"Columbia__walk","Columbia","walk",1,3,-9488.34300723363
"Columbia__walk","Columbia","walk",2,3,138177.338892466
"Columbia__walk","Columbia","walk",3,3,242039.75409756
"Columbus__walk","Columbus","walk",1,1,931982.469123791
"Columbus__walk","Columbus","walk",2,1,-989026.753976361
"Columbus__walk","Columbus","walk",3,1,-1318164.51314207
"Columbus__walk","Columbus","walk",1,2,-989026.753976361
"Columbus__walk","Columbus","walk",2,2,16098598160.4964
"Columbus__walk","Columbus","walk",3,2,19897468356.694
