scenario,city_standard,indicator,heatwave_type,activity_type,city_label,period,n_days,heatwave_days,pa_loss_fraction_percent,pa_loss_fraction_low_percent,pa_loss_fraction_high_percent,annualized_asri_percent,annualized_asri_low_percent,annualized_asri_high_percent,scenario_label,indicator_label,heatwave_label,dtw4lag12_cluster,dtw4lag12_cluster_label,dtw4lag12_cluster_color
ssp370,Amarillo,exceeded_quantity,composite,all,Amarillo,2025-2050,94900.0,11550.0,0.36986865011237874,0.0,0.8513275512698198,0.377389049333615,0.0,0.8911270180671441,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Arlington,exceeded_quantity,composite,all,Arlington,2025-2050,85410.0,15492.0,0.5588779696311584,0.0,1.276232548350877,0.571220872624205,0.0,1.3406391555325536,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Atlanta,exceeded_quantity,composite,all,Atlanta,2025-2050,113880.0,12344.0,0.29472272757455514,0.0,0.6854507016545413,0.29995355709043237,0.0,0.713834964918056,SSP3-7.0,Exceeded cumulative intensity,Compound,3,C3,#5EA4CE
ssp370,Austin,exceeded_quantity,composite,all,Austin,2025-2050,227760.0,43095.0,0.498185840673475,0.0,1.1552892123143665,0.507330423194755,0.0,1.204595045677686,SSP3-7.0,Exceeded cumulative intensity,Compound,2,C2,#E39D00
ssp370,Bakersfield,exceeded_quantity,composite,all,Bakersfield,2025-2050,132860.0,16559.0,0.36583115927923765,0.0,0.8424008635211073,0.37320461215881534,0.0,0.8814946426650763,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Baltimore,exceeded_quantity,composite,all,Baltimore,2025-2050,75920.0,7611.0,0.34367994190332485,0.0,0.784942400249215,0.351304336029119,0.0,0.8250186863188654,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Boston,exceeded_quantity,composite,all,Boston,2025-2050,56940.0,728.0,0.05401032334830398,0.0,0.12256855258189248,0.055312789069560976,0.0,0.1294274633565855,SSP3-7.0,Exceeded cumulative intensity,Compound,2,C2,#E39D00
ssp370,Cape_Coral,exceeded_quantity,composite,all,Cape Coral,2025-2050,75920.0,7576.0,0.14354159432500685,0.0,0.34437853409308616,0.14491996236803123,0.0,0.3523549204574271,SSP3-7.0,Exceeded cumulative intensity,Compound,4,C4,#1F4F8C
ssp370,Chandler,exceeded_quantity,composite,all,Chandler,2025-2050,75920.0,9061.0,0.31975813526746377,0.0,0.7397901623516845,0.32578835709029724,0.0,0.7719762656460611,SSP3-7.0,Exceeded cumulative intensity,Compound,1,C1,#B83A34
ssp370,Charleston,exceeded_quantity,composite,all,Charleston,2025-2050,66430.0,10241.0,0.37675199856605246,0.0,0.8788249342593161,0.3831669241996472,0.0,0.9138113364246825,SSP3-7.0,Exceeded cumulative intensity,Compound,3,C3,#5EA4CE
