scenario,city_standard,indicator,heatwave_type,activity_type,city_label,period,n_days,heatwave_days,pa_loss_fraction_percent,pa_loss_fraction_low_percent,pa_loss_fraction_high_percent,annualized_asri_percent,annualized_asri_low_percent,annualized_asri_high_percent,scenario_label,indicator_label,heatwave_label,dtw4lag12_cluster,dtw4lag12_cluster_label,dtw4lag12_cluster_color
ssp370,Indianapolis,cehwi,composite,all,Indianapolis,2025-2050,237250.0,11901.0,0.13934797680968483,0.004355900373261843,0.2690393756517325,0.14228403941876144,0.004359221429262063,0.28020885740826096,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
ssp370,Jacksonville,cehwi,composite,all,Jacksonville,2025-2050,256230.0,33675.0,0.29229703184331235,0.00909969904049393,0.5647144395182974,0.2982790543338598,0.009106554840230187,0.5874650392571972,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
ssp370,Kansas_City,cehwi,composite,all,Kansas City,2025-2050,351130.0,55882.0,0.5965632879860912,0.019177581911761256,1.1439136327781405,0.6149928817352109,0.01919972637452101,1.214131921970501,SSP3-7.0,CEHWI,Compound,3,C3,#5EA4CE
ssp370,Las_Vegas,cehwi,composite,all,Las Vegas,2025-2050,132860.0,14762.0,0.36682949457268066,0.012328246135817731,0.702927085353707,0.3772480097790321,0.012341812898778948,0.742322770284014,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
ssp370,Los_Angeles,cehwi,composite,all,Los Angeles,2025-2050,313170.0,3009.0,0.03504888798658217,0.001131931885505651,0.06744059914638639,0.03589578996809871,0.001132905923548496,0.07065867401264894,SSP3-7.0,CEHWI,Compound,2,C2,#E39D00
ssp370,Louisville,cehwi,composite,all,Louisville,2025-2050,227760.0,18622.0,0.22415177873342035,0.007003794361213858,0.4327636143822101,0.22887720023037866,0.007009094072402318,0.45074530638835514,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
ssp370,Lubbock,cehwi,composite,all,Lubbock,2025-2050,94900.0,14271.0,0.5731091606321123,0.017753355025768837,1.1038695026541465,0.5910690336826016,0.017774067431644617,1.1731764042351547,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
ssp370,Mesa,cehwi,composite,all,Mesa,2025-2050,75920.0,8572.0,0.2846947021526116,0.00907677677914681,0.5488684734539674,0.291076662929962,0.009084472026734632,0.5730920272303174,SSP3-7.0,CEHWI,Compound,1,C1,#B83A34
ssp370,Miami,cehwi,composite,all,Miami,2025-2050,9490.0,781.0,0.0744390208405207,0.002015982290034087,0.1457502413358518,0.07503625336740584,0.0020164411688085872,0.1480560655660036,SSP3-7.0,CEHWI,Compound,1,C1,#B83A34
ssp370,Milwaukee,cehwi,composite,all,Milwaukee,2025-2050,113880.0,7512.0,0.23758724697087832,0.00757055436143882,0.456687336979018,0.24411441467575257,0.007578180025418867,0.4815757626443195,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
ssp370,Minneapolis,cehwi,composite,all,Minneapolis,2025-2050,66430.0,2157.0,0.11144985650268517,0.0036308229333706214,0.2142043384864453,0.11428424499731898,0.0036343083608711907,0.22494513629930085,SSP3-7.0,CEHWI,Compound,2,C2,#E39D00
ssp370,Miramar,cehwi,composite,all,Miramar,2025-2050,18980.0,1614.0,0.07621896168862201,0.0020661645092802786,0.1492195592138165,0.07683813817286292,0.002066641790111986,0.15160963455561438,SSP3-7.0,CEHWI,Compound,4,C4,#1F4F8C
