scenario,city_standard,model_key,indicator,heatwave_type,activity_type,curve_scope,partition_family,partition_name,denominator_id,denominator_label,denominator_months,period,n_days,heatwave_days,pa_loss_fraction_percent_all_days,pa_loss_fraction_low_percent_all_days,pa_loss_fraction_high_percent_all_days,annualized_asri_percent,annualized_asri_low_percent,annualized_asri_high_percent,benefit_adjusted_asri_percent,benefit_adjusted_asri_low_percent,benefit_adjusted_asri_high_percent,exposure_clipped_share,lon,lat
ssp245,Boston,exceeded_quantity_day_all,exceeded_quantity,day,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,56940.0,9210.0,0.4259989513856697,0.0291979337503272,0.8949106007605645,0.4360514516570474,0.0296652111996943,0.9338074669474412,0.4360514516570474,-0.0617045636333462,0.9338074669474412,0.0,-71.06747675562549,42.31262407379619
ssp245,Boston,exceeded_quantity_night_all,exceeded_quantity,night,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,56940.0,191.0,0.0008946946997341,0.0,0.0066306121506357,0.0008962930846964,0.0,0.0067145037605501,0.0008962930846964,-0.0049219175911572,0.0067145037605501,0.0,-71.06747675562549,42.31262407379619
ssp245,Cape_Coral,cehwi_composite_all,cehwi,composite,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,6532.0,0.0946259890188782,0.0026157986692262,0.1848175528509015,0.0956091713966629,0.0026166083985316,0.1886017343947947,0.0956091713966629,0.0026166083985316,0.1886017343947947,0.0,-82.00446533978065,26.634861968585493
ssp245,Cape_Coral,cehwi_day_all,cehwi,day,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,17460.0,0.2526107623116829,0.0049369163309058,0.5958723738290516,0.2563157492624199,0.0049830852261405,0.6139618730072621,0.2563157492624199,-0.1013303744824251,0.6139618730072621,0.0,-82.00446533978065,26.634861968585493
ssp245,Cape_Coral,cehwi_night_all,cehwi,night,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,14779.0,0.0,0.0,0.088167656993822,0.0,0.0,0.0885951725516022,-0.0729047493818437,-0.2344046713152912,0.0885951725516022,0.0,-82.00446533978065,26.634861968585493
ssp245,Cape_Coral,exceeded_quantity_composite_all,exceeded_quantity,composite,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,6532.0,0.1160226496065683,0.0,0.2791014244247686,0.1170431285997267,0.0,0.2850444857853394,0.1170431285997267,-0.0509582285858855,0.2850444857853394,0.0,-82.00446533978065,26.634861968585493
ssp245,Cape_Coral,exceeded_quantity_day_all,exceeded_quantity,day,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,17460.0,0.2583747140318843,0.0003757038925209,0.6114438710146278,0.2609167728713486,0.00037750838555,0.6250278356723116,0.2609167728713486,-0.1031942899296137,0.6250278356723116,0.0,-82.00446533978065,26.634861968585493
ssp245,Cape_Coral,exceeded_quantity_night_all,exceeded_quantity,night,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,14779.0,0.0369866442419198,0.0,0.2738713926194257,0.0370557209961167,0.0,0.27704110730337,0.0370557209961167,-0.2029296653111366,0.27704110730337,0.0,-82.00446533978065,26.634861968585493
ssp245,Chandler,cehwi_composite_all,cehwi,composite,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,9452.0,0.3142919587559933,0.0097244630335626,0.6071601442949008,0.3207593260932901,0.0097315043985246,0.631787147788056,0.3207593260932901,0.0097315043985246,0.631787147788056,0.0,-111.85099065465177,33.301753251324435
ssp245,Chandler,cehwi_day_all,cehwi,day,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,12686.0,0.2026666262438744,0.0008269709447284,0.4817653610025584,0.2054344773563357,0.0008304071707498,0.4963374296664013,0.2054344773563357,-0.0854684749537316,0.4963374296664013,0.0,-111.85099065465177,33.301753251324435
ssp245,Chandler,cehwi_night_all,cehwi,night,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,9109.0,0.0,0.0,0.0961762644768454,0.0,0.0,0.0970334361740112,-0.0732491171671858,-0.2435316705083836,0.0970334361740112,0.0,-111.85099065465177,33.301753251324435
ssp245,Chandler,exceeded_quantity_composite_all,exceeded_quantity,composite,all,national,national,National,annual_all_days_primary,All calendar-year days; non-heatwave days contribute zero,"1,2,3,4,5,6,7,8,9,10,11,12",2025-2050,75920.0,9452.0,0.3520994366802631,0.0,0.8145855515449494,0.3587733317452193,0.0,0.8504347074103212,0.3587733317452193,-0.1328880439198819,0.8504347074103212,0.0,-111.85099065465177,33.301753251324435
